id_orgao_cluster;tipo_justica;Atuacao_Vara;Cluster_Novo;Desc_Cluster;Porte_Municipio;Porte_Tribunal;Classificacao_Acervo_2;Classificacao_PIB_per_capita;codtribunal;cod_orgao_julg;Classificacao_cluster;Desc_Cluster_com_duracao
3199;Militar;Militar;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TJMSP;29007;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 433 dias
3200;Militar;Militar;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TJMSP;29008;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 468 dias
3201;Militar;Militar;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TJMSP;29009;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 465 dias
3202;Militar;Militar;Cluster 2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TJMSP;29011;1;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 413 dias
3203;Militar;Militar;Cluster 2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TJMSP;29012;1;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 427 dias
3204;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33688;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1554 dias
3205;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33689;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 123 dias
3206;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33690;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1287 dias
3207;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33691;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1202 dias
3208;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33693;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1550 dias
3209;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33694;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1180 dias
3210;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33695;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 880 dias
3211;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33696;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 889 dias
3212;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33697;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1085 dias
3213;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33713;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1240 dias
3214;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33714;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1274 dias
3215;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33715;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1368 dias
3216;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33716;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1173 dias
3217;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33717;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1236 dias
3218;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33718;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 885 dias
3219;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33719;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 802 dias
3220;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33720;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 795 dias
3221;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33721;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1251 dias
3222;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33722;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1341 dias
3223;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33723;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 969 dias
3224;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33724;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1017 dias
3225;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33725;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 856 dias
3226;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33726;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1148 dias
3227;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33728;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1338 dias
3228;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33729;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 737 dias
3229;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33730;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 751 dias
3230;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33731;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1029 dias
3231;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33732;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1424 dias
3232;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33733;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 945 dias
3233;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33734;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1287 dias
3234;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33735;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1392 dias
3235;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33736;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 955 dias
3236;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33737;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1050 dias
3237;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33738;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1038 dias
3238;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33739;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1095 dias
3239;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33740;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1146 dias
3240;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33741;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1158 dias
3241;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33742;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 950 dias
3242;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33743;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 925 dias
3243;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33744;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1071 dias
3244;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33745;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1228 dias
3245;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33746;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 996 dias
3246;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33747;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 860 dias
3247;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33748;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 941 dias
3248;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT1;33749;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1326 dias
3249;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33750;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 118 dias
3250;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33751;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1437 dias
3251;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33753;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1120 dias
3252;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33754;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1037 dias
3253;Trabalho;Trabalho;Cluster 7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT1;33755;6;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1257 dias
3254;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33756;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 907 dias
3255;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33757;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 890 dias
3256;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33758;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1160 dias
3257;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33759;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1380 dias
3258;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33760;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1233 dias
3259;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33761;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1321 dias
3260;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33762;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 988 dias
3261;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33763;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1715 dias
3262;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33764;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1016 dias
3263;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT1;33765;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1187 dias
