codtribunal;grau;cod_orgao_julg;tipo_justica;descricao;uf;Porte_Municipio;PIB_percapita;tipo_processo;Porte_Tribunal;Atuacao_Vara;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias)
TJRS;G1;3687;Estadual;VARA JUDICIAL - PORTÃO/RS;RS;M�dio;1.979.156.054.688;Criminal;GRANDE;Geral;Acervo Grande;122;3;330
TJRS;G1;3687;Estadual;VARA JUDICIAL - PORTÃO/RS;RS;M�dio;1.979.156.054.688;Execução Fiscal;GRANDE;Geral;Acervo Grande;143;5;563
TJRS;G1;3690;Estadual;ª VARA CÍVEL - OSÓRIO/RS;RS;M�dio;1.470.108.984.375;Civel;GRANDE;Civel Pura;Acervo Médio;72;1;72
TJRS;G1;3740;Estadual;VARA JUDICIAL - RONDA ALTA/RS;RS;Pequeno;1.475.559.960.938;Civel;GRANDE;Geral;Acervo Médio;96;2;226
TJRS;G1;3740;Estadual;VARA JUDICIAL - RONDA ALTA/RS;RS;Pequeno;1.475.559.960.938;Execução Fiscal;GRANDE;Geral;Acervo Médio;2;2;7
TJRS;G1;3742;Estadual;ª VARA CÍVEL - FORO REGIONAL SARANDI - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Civel;GRANDE;Civel Pura;Acervo Médio;112;4;438
TJRS;G1;3752;Estadual;ª VARA JUDICIAL - PALMEIRA DAS MISSÕES/RS;RS;M�dio;1.746.830.078.125;Civel;GRANDE;Geral;Acervo Grande;120;1;120
TJRS;G1;3759;Estadual;VARA JUDICIAL - SANANDUVA/RS;RS;Pequeno;182.178.203.125;Civel;GRANDE;Geral;Acervo Grande;68;3;200
TJRS;G1;3759;Estadual;VARA JUDICIAL - SANANDUVA/RS;RS;Pequeno;182.178.203.125;Criminal;GRANDE;Geral;Acervo Grande;111;1;111
TJRS;G1;3774;Estadual;ª VARA CÍVEL ESPECIALIZADA EM FAZENDA PÚBLICA - PASSO FUNDO/RS;RS;Grande;19.887.140.625;Civel;GRANDE;Execucao fiscal;Acervo Grande;1;4;177
TJRS;G1;3774;Estadual;ª VARA CÍVEL ESPECIALIZADA EM FAZENDA PÚBLICA - PASSO FUNDO/RS;RS;Grande;19.887.140.625;Execução Fiscal;GRANDE;Execucao fiscal;Acervo Grande;131;1;131
TJRS;G1;3774;Estadual;ª VARA CÍVEL ESPECIALIZADA EM FAZENDA PÚBLICA - PASSO FUNDO/RS;RS;Grande;19.887.140.625;Fazenda;GRANDE;Execucao fiscal;Acervo Grande;138;1;138
TJRS;G1;3793;Estadual;ª VARA CÍVEL - PASSO FUNDO/RS;RS;Grande;19.887.140.625;Civel;GRANDE;Civel Pura;Acervo Médio;103;5;458
TJRS;G1;3802;Estadual;ª VARA CÍVEL - PASSO FUNDO/RS;RS;Grande;19.887.140.625;Civel;GRANDE;Civel Pura;Acervo Médio;82;2;221
TJRS;G1;3810;Estadual;ª VARA CÍVEL - PASSO FUNDO/RS;RS;Grande;19.887.140.625;Civel;GRANDE;Civel Pura;Acervo Médio;127;3;388
TJRS;G1;3821;Estadual;VARA CÍVEL - FORO REGIONAL TRISTEZA - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Civel;GRANDE;Civel Pura;Acervo Grande;111;3;323
TJRS;G1;3825;Estadual;VARA CÍVEL - FORO REGIONAL RESTINGA - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Civel;GRANDE;Civel Pura;Acervo Médio;144;10;1363
TJRS;G1;3839;Estadual;ª VARA CÍVEL - SOLEDADE/RS;RS;M�dio;1.051.253.027.344;Civel;GRANDE;Civel Pura;Acervo Grande;103;1;103
TJRS;G1;3841;Estadual;ª VARA CÍVEL - PELOTAS/RS;RS;Grande;111.475.703.125;Civel;GRANDE;Civel Pura;Acervo Médio;87;4;445
TJRS;G1;3843;Estadual;VARA CÍVEL - FORO REGIONAL PARTENON - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Civel;GRANDE;Civel Pura;Acervo Grande;85;10;855
TJRS;G1;3848;Estadual;ª VARA CÍVEL - SOLEDADE/RS;RS;M�dio;1.051.253.027.344;Civel;GRANDE;Civel Pura;Acervo Grande;69;1;69
TJRS;G1;3848;Estadual;ª VARA CÍVEL - SOLEDADE/RS;RS;M�dio;1.051.253.027.344;Execução Fiscal;GRANDE;Civel Pura;Acervo Grande;63;1;63
TJRS;G1;3853;Estadual;VARA CRIMINAL - SANTIAGO/RS;RS;M�dio;971.208.984.375;Criminal;GRANDE;Criminal Pura;Acervo Médio;130;13;1717
TJRS;G1;3854;Estadual;ª VARA CÍVEL - PELOTAS/RS;RS;Grande;111.475.703.125;Civel;GRANDE;Civel Pura;Acervo Médio;126;3;279
TJRS;G1;3861;Estadual;ª VARA CÍVEL - URUGUAIANA/RS;RS;Grande;180.165.703.125;Civel;GRANDE;Civel Pura;Acervo Médio;131;4;500
TJRS;G1;3863;Estadual;ª VARA CÍVEL ESPECIALIZADA EM FAZENDA PÚBLICA - PELOTAS/RS;RS;Grande;111.475.703.125;Civel;GRANDE;Execucao fiscal;Acervo Médio;8;2;27
TJRS;G1;3863;Estadual;ª VARA CÍVEL ESPECIALIZADA EM FAZENDA PÚBLICA - PELOTAS/RS;RS;Grande;111.475.703.125;Execução Fiscal;GRANDE;Execucao fiscal;Acervo Médio;81;1;81
TJRS;G1;3864;Estadual;ª VARA CÍVEL - URUGUAIANA/RS;RS;Grande;180.165.703.125;Civel;GRANDE;Civel Pura;Acervo Grande;110;4;440
TJRS;G1;3866;Estadual;ª VARA CÍVEL - URUGUAIANA/RS;RS;Grande;180.165.703.125;Civel;GRANDE;Civel Pura;Acervo Médio;71;5;363
TJRS;G1;3870;Estadual;ª VARA JUDICIAL - SANTO ANTÔNIO DA PATRULHA/RS;RS;M�dio;125.598.203.125;Civel;GRANDE;Geral;Acervo Médio;12;1;12
TJRS;G1;3872;Estadual;ª VARA CÍVEL - PELOTAS/RS;RS;Grande;111.475.703.125;Civel;GRANDE;Civel Pura;Acervo Médio;70;3;286
TJRS;G1;3884;Estadual;ª VARA CÍVEL ESPECIALIZADA EM FAZENDA PÚBLICA - PELOTAS/RS;RS;Grande;111.475.703.125;Civel;GRANDE;Execucao fiscal;Acervo Médio;88;3;305
TJRS;G1;3884;Estadual;ª VARA CÍVEL ESPECIALIZADA EM FAZENDA PÚBLICA - PELOTAS/RS;RS;Grande;111.475.703.125;Fazenda;GRANDE;Execucao fiscal;Acervo Médio;60;1;60
TJRS;G1;3921;Estadual;VARA CÍVEL - FORO REGIONAL ALTO PETRÓPOLIS - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Civel;GRANDE;Civel Pura;Acervo Grande;74;8;717
TJRS;G1;3947;Estadual;ª VARA CÍVEL - VACARIA/RS;RS;M�dio;1.473.924.023.438;Civel;GRANDE;Civel Pura;Acervo Grande;27;2;77
TJRS;G1;3958;Estadual;ª VARA CÍVEL - VACARIA/RS;RS;M�dio;1.473.924.023.438;Civel;GRANDE;Civel Pura;Acervo Médio;108;1;108
TJRS;G1;3973;Estadual;VARA JUDICIAL - SÃO FRANCISCO DE PAULA/RS;RS;Pequeno;1.434.038.964.844;Civel;GRANDE;Geral;Acervo Médio;61;2;183
TJRS;G1;3973;Estadual;VARA JUDICIAL - SÃO FRANCISCO DE PAULA/RS;RS;Pequeno;1.434.038.964.844;Criminal;GRANDE;Geral;Acervo Médio;116;1;116
TJRS;G1;3973;Estadual;VARA JUDICIAL - SÃO FRANCISCO DE PAULA/RS;RS;Pequeno;1.434.038.964.844;Execução Fiscal;GRANDE;Geral;Acervo Médio;84;1;84
TJRS;G1;3983;Estadual;ª VARA JUDICIAL - VENÂNCIO AIRES/RS;RS;M�dio;2.427.543.945.312;Criminal;GRANDE;Geral;Acervo Grande;145;2;294
TJRS;G1;3987;Estadual;ª VARA JUDICIAL - VENÂNCIO AIRES/RS;RS;M�dio;2.427.543.945.312;Execução Fiscal;GRANDE;Execucao fiscal;Acervo Grande;6;2;109
TJRS;G1;3988;Estadual;ª VARA CÍVEL - VIAMÃO/RS;RS;Grande;704.995.019.531;Civel;GRANDE;Civel Pura;Acervo Grande;116;9;1021
TJRS;G1;3994;Estadual;ª VARA CÍVEL - VIAMÃO/RS;RS;Grande;704.995.019.531;Civel;GRANDE;Civel Pura;Acervo Grande;118;5;556
TJRS;G1;4002;Estadual;VARA JUDICIAL - SÃO JOSÉ DO OURO/RS;RS;Pequeno;1.534.058.984.375;Civel;GRANDE;Geral;Acervo Médio;72;2;170
TJRS;G1;4054;Estadual;ª VARA CÍVEL - RIO GRANDE/RS;RS;Grande;3.199.018.945.312;Civel;GRANDE;Civel Pura;Acervo Grande;87;2;206
TJRS;G1;4059;Estadual;ª VARA CÍVEL - RIO GRANDE/RS;RS;Grande;3.199.018.945.312;Civel;GRANDE;Civel Pura;Acervo Grande;98;2;245
TJRS;G1;4066;Estadual;ª VARA CÍVEL - RIO GRANDE/RS;RS;Grande;3.199.018.945.312;Civel;GRANDE;Civel Pura;Acervo Grande;146;2;305
TJRS;G1;4161;Estadual;ª VARA JUDICIAL - RIO PARDO/RS;RS;M�dio;120.345.703.125;Civel;GRANDE;Civel Pura;Acervo Médio;131;1;131
TJRS;G1;4180;Estadual;ª VARA CÍVEL - SANTA CRUZ DO SUL/RS;RS;Grande;35.760.890.625;Civel;GRANDE;Civel Pura;Acervo Médio;126;4;480
TJRS;G1;4180;Estadual;ª VARA CÍVEL - SANTA CRUZ DO SUL/RS;RS;Grande;35.760.890.625;Execução Fiscal;GRANDE;Civel Pura;Acervo Médio;117;3;355
TJRS;G1;4183;Estadual;ª VARA CÍVEL - SANTA CRUZ DO SUL/RS;RS;Grande;35.760.890.625;Civel;GRANDE;Civel Pura;Acervo Médio;68;3;232
TJRS;G1;4183;Estadual;ª VARA CÍVEL - SANTA CRUZ DO SUL/RS;RS;Grande;35.760.890.625;Execução Fiscal;GRANDE;Civel Pura;Acervo Médio;50;2;170
TJRS;G1;4188;Estadual;ª VARA CÍVEL - SANTA CRUZ DO SUL/RS;RS;Grande;35.760.890.625;Civel;GRANDE;Civel Pura;Acervo Médio;133;3;369
TJRS;G1;4188;Estadual;ª VARA CÍVEL - SANTA CRUZ DO SUL/RS;RS;Grande;35.760.890.625;Execução Fiscal;GRANDE;Civel Pura;Acervo Médio;70;3;230
TJRS;G1;75423;Estadual;ª VARA CÍVEL - GRAVATAÍ/RS;RS;Grande;2.089.006.054.688;Civel;GRANDE;Civel Pura;Acervo Grande;71;3;293
TJRS;G1;77703;Estadual;ª VARA CÍVEL - CAPÃO DA CANOA;RS;M�dio;11362.25;Civel;GRANDE;Civel Pura;Acervo Grande;155;1;155
TJRS;G1;77704;Estadual;ª VARA DA FAZENDA PÚBLICA - PORTO ALEGRE;RS;Grande;2.631.244.921.875;Execução Fiscal;GRANDE;Execucao fiscal;Acervo Grande;77;1;77
TJRS;G1;9177;Estadual;ª VARA CÍVEL - SAPUCAIA DO SUL/RS;RS;Grande;1.398.998.046.875;Civel;GRANDE;Civel Pura;Acervo Médio;54;2;141
TJRS;G1;9178;Estadual;ª VARA CÍVEL - SAPUCAIA DO SUL/RS;RS;Grande;1.398.998.046.875;Civel;GRANDE;Civel Pura;Acervo Médio;120;7;719
TJRS;G1;9243;Estadual;ª VARA CÍVEL - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Civel;GRANDE;Civel Pura;Acervo Médio;73;6;516
TJRS;JE;13181;Estadual;ª VARA DA FAZENDA PÚBLICA - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Juizados Especiais Cíveis;GRANDE;Juizados civeis;Acervo Grande;133;2;283
TJRS;JE;17269;Estadual;VARA DO JEC - CANELA/RS;RS;M�dio;901.529.003.906;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;148;1;148
TJRS;JE;17469;Estadual;JUIZADO ESPECIAL CÍVEL E CRIMINAL - BENTO GONÇALVES/RS;RS;Grande;2.421.593.945.312;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Médio;142;3;427
TJRS;JE;17473;Estadual;VARA DO JEC - LAJEADO/RS;RS;M�dio;2.506.736.914.062;Civel;GRANDE;Geral;Acervo Médio;160;1;160
TJRS;JE;17473;Estadual;VARA DO JEC - LAJEADO/RS;RS;M�dio;2.506.736.914.062;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;146;3;436
TJRS;JE;17476;Estadual;º JUIZADO ESPECIAL DA FAZENDA PÚBLICA - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Civel;GRANDE;Juizados civeis;Acervo Grande;103;1;103
TJRS;JE;17476;Estadual;º JUIZADO ESPECIAL DA FAZENDA PÚBLICA - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Juizados Especiais Cíveis;GRANDE;Juizados civeis;Acervo Grande;118;2;265
TJRS;JE;17487;Estadual;ª VARA CÍVEL - VIAMÃO/RS;RS;Grande;704.995.019.531;Civel;GRANDE;Civel Pura;Acervo Grande;134;2;268
TJRS;JE;2853;Estadual;VARA JUDICIAL - FLORES DA CUNHA/RS;RS;M�dio;1.937.788.085.938;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;37;1;37
TJRS;JE;2863;Estadual;VARA JUDICIAL - SÃO MARCOS/RS;RS;Pequeno;1.496.770.996.094;Civel;GRANDE;Geral;Acervo Médio;149;1;149
TJRS;JE;2864;Estadual;VARA JUDICIAL - GARIBALDI/RS;RS;M�dio;2.948.024.023.438;Civel;GRANDE;Geral;Acervo Médio;148;1;148
TJRS;JE;2864;Estadual;VARA JUDICIAL - GARIBALDI/RS;RS;M�dio;2.948.024.023.438;Criminal;GRANDE;Geral;Acervo Médio;87;1;87
TJRS;JE;2870;Estadual;VARA JUDICIAL - GAURAMA/RS;RS;Pequeno;15293;Civel;GRANDE;Geral;Acervo Médio;65;1;65
TJRS;JE;2870;Estadual;VARA JUDICIAL - GAURAMA/RS;RS;Pequeno;15293;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;81;1;81
TJRS;JE;2888;Estadual;VARA JUDICIAL - SÃO PEDRO DO SUL/RS;RS;Pequeno;1.103.733.984.375;Civel;GRANDE;Geral;Acervo Médio;76;1;76
TJRS;JE;2910;Estadual;ª VARA JUDICIAL - SÃO SEBASTIÃO DO CAÍ/RS;RS;Pequeno;1.666.691.992.188;Civel;GRANDE;Geral;Acervo Médio;132;1;132
TJRS;JE;2924;Estadual;ª VARA JUDICIAL - SÃO SEPÉ/RS;RS;Pequeno;1.407.662.988.281;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;156;1;156
TJRS;JE;2959;Estadual;ª VARA JUDICIAL - CAÇAPAVA DO SUL/RS;RS;M�dio;1.231.895.019.531;Civel;GRANDE;Geral;Acervo Médio;120;2;240
TJRS;JE;2967;Estadual;VARA JUDICIAL - IBIRUBÁ/RS;RS;Pequeno;2.832.234.960.938;Civel;GRANDE;Geral;Acervo Médio;120;4;497
TJRS;JE;2967;Estadual;VARA JUDICIAL - IBIRUBÁ/RS;RS;Pequeno;2.832.234.960.938;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;51;1;51
TJRS;JE;2972;Estadual;VARA JUDICIAL - IGREJINHA/RS;RS;M�dio;2.058.691.015.625;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;82;1;82
TJRS;JE;2989;Estadual;ª VARA CÍVEL - TAQUARA/RS;RS;M�dio;1.015.616.015.625;Civel;GRANDE;Civel Pura;Acervo Grande;76;1;76
TJRS;JE;2989;Estadual;ª VARA CÍVEL - TAQUARA/RS;RS;M�dio;1.015.616.015.625;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Grande;86;1;86
TJRS;JE;3001;Estadual;VARA JUDICIAL - CANDELÁRIA/RS;RS;M�dio;1.345.566.992.188;Civel;GRANDE;Geral;Acervo Médio;149;1;149
TJRS;JE;3001;Estadual;VARA JUDICIAL - CANDELÁRIA/RS;RS;M�dio;1.345.566.992.188;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;153;1;153
TJRS;JE;3021;Estadual;ª VARA JUDICIAL - CANGUÇU/RS;RS;M�dio;972.379.980.469;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;109;1;109
TJRS;JE;3033;Estadual;ª VARA JUDICIAL - LAGOA VERMELHA/RS;RS;M�dio;1.446.033.984.375;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;88;2;176
TJRS;JE;3058;Estadual;ª VARA JUDICIAL - MARAU/RS;RS;M�dio;3.064.427.929.688;Civel;GRANDE;Geral;Acervo Médio;51;5;330
TJRS;JE;3058;Estadual;ª VARA JUDICIAL - MARAU/RS;RS;M�dio;3.064.427.929.688;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;85;3;271
TJRS;JE;3064;Estadual;VARA JUDICIAL - CARLOS BARBOSA/RS;RS;M�dio;279.020.390.625;Civel;GRANDE;Geral;Acervo Médio;85;2;208
TJRS;JE;3069;Estadual;VARA CRIMINAL - ALEGRETE/RS;RS;M�dio;1.422.209.960.938;Juizados Especiais Cíveis;GRANDE;Criminal Pura;Acervo Grande;114;1;114
TJRS;JE;3072;Estadual;VARA JUDICIAL - CASCA/RS;RS;Pequeno;2.331.988.085.938;Civel;GRANDE;Geral;Acervo Médio;28;4;254
TJRS;JE;3072;Estadual;VARA JUDICIAL - CASCA/RS;RS;Pequeno;2.331.988.085.938;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;112;2;236
TJRS;JE;3093;Estadual;VARA CÍVEL - ALVORADA/RS;RS;Grande;555.333.007.812;Civel;GRANDE;Civel Pura;Acervo Grande;117;6;773
TJRS;JE;3101;Estadual;VARA JUDICIAL - CRISSIUMAL/RS;RS;Pequeno;1.114.965.039.062;Civel;GRANDE;Geral;Acervo Grande;128;6;743
TJRS;JE;3108;Estadual;VARA JUDICIAL - TRÊS COROAS/RS;RS;Pequeno;165.512.890.625;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;125;8;982
TJRS;JE;3111;Estadual;ª VARA CÍVEL - SANTA ROSA/RS;RS;M�dio;1.975.808.984.375;Civel;GRANDE;Civel Pura;Acervo Médio;152;1;152
TJRS;JE;3117;Estadual;ª VARA JUDICIAL - ENCANTADO/RS;RS;Pequeno;200.422.890.625;Civel;GRANDE;Civel Pura;Acervo Médio;128;2;264
TJRS;JE;3117;Estadual;ª VARA JUDICIAL - ENCANTADO/RS;RS;Pequeno;200.422.890.625;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Médio;42;1;42
TJRS;JE;3130;Estadual;VARA JUDICIAL - ENCRUZILHADA DO SUL/RS;RS;Pequeno;862.491.992.188;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;111;1;111
TJRS;JE;3137;Estadual;ª VARA JUDICIAL - TRÊS PASSOS/RS;RS;Pequeno;1.465.141.015.625;Civel;GRANDE;Geral;Acervo Médio;111;4;482
TJRS;JE;3163;Estadual;VARA JUDICIAL - TRIUNFO/RS;RS;M�dio;211.964.796.875;Civel;GRANDE;Geral;Acervo Médio;129;1;129
TJRS;JE;3179;Estadual;VARA DO JEC - BAGÉ/RS;RS;Grande;1.007.298.046.875;Civel;GRANDE;Geral;Acervo Médio;53;2;106
TJRS;JE;3179;Estadual;VARA DO JEC - BAGÉ/RS;RS;Grande;1.007.298.046.875;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;154;1;154
TJRS;JE;3185;Estadual;VARA JUDICIAL - VERA CRUZ/RS;RS;Pequeno;17.499.359.375;Civel;GRANDE;Geral;Acervo Médio;26;1;26
TJRS;JE;3241;Estadual;VARA DO JEC - GRAVATAÍ/RS;RS;Grande;2.089.006.054.688;Civel;GRANDE;Geral;Acervo Grande;76;8;709
TJRS;JE;3241;Estadual;VARA DO JEC - GRAVATAÍ/RS;RS;Grande;2.089.006.054.688;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;88;4;442
TJRS;JE;3284;Estadual;VARA DO JEC - SÃO LEOPOLDO/RS;RS;Grande;1.560.099.023.438;Civel;GRANDE;Geral;Acervo Grande;47;3;117
TJRS;JE;3284;Estadual;VARA DO JEC - SÃO LEOPOLDO/RS;RS;Grande;1.560.099.023.438;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;138;6;787
TJRS;JE;3301;Estadual;VARA JUDICIAL - NÃO-ME-TOQUE/RS;RS;Pequeno;2.743.311.914.062;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;34;2;94
TJRS;JE;3322;Estadual;ª VARA JUDICIAL - NOVA PRATA/RS;RS;Pequeno;2.826.076.953.125;Civel;GRANDE;Geral;Acervo Grande;109;1;109
TJRS;JE;3322;Estadual;ª VARA JUDICIAL - NOVA PRATA/RS;RS;Pequeno;2.826.076.953.125;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;50;1;50
TJRS;JE;3327;Estadual;ª VARA CÍVEL - CANOAS/RS;RS;Grande;4.952.319.921.875;Civel;GRANDE;Civel Pura;Acervo Médio;131;2;262
TJRS;JE;3336;Estadual;ª VARA CÍVEL - MONTENEGRO/RS;RS;M�dio;2.445.723.046.875;Civel;GRANDE;Civel Pura;Acervo Médio;84;2;193
TJRS;JE;3336;Estadual;ª VARA CÍVEL - MONTENEGRO/RS;RS;M�dio;2.445.723.046.875;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Médio;150;1;150
TJRS;JE;3338;Estadual;ª VARA JUDICIAL - PANAMBI/RS;RS;M�dio;2.017.119.921.875;Criminal;GRANDE;Geral;Acervo Médio;111;1;111
TJRS;JE;3340;Estadual;VARA DO JEC - CANOAS/RS;RS;Grande;4.952.319.921.875;Civel;GRANDE;Geral;Acervo Médio;7;1;7
TJRS;JE;3340;Estadual;VARA DO JEC - CANOAS/RS;RS;Grande;4.952.319.921.875;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;139;5;639
TJRS;JE;3342;Estadual;ª VARA JUDICIAL - PAROBÉ/RS;RS;M�dio;991.688.964.844;Civel;GRANDE;Geral;Acervo Grande;54;1;54
TJRS;JE;3362;Estadual;VARA DO JEC - CARAZINHO/RS;RS;M�dio;1.521.841.992.188;Civel;GRANDE;Geral;Acervo Médio;60;8;550
TJRS;JE;3362;Estadual;VARA DO JEC - CARAZINHO/RS;RS;M�dio;1.521.841.992.188;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;96;4;432
TJRS;JE;3375;Estadual;VARA DO JEC - CAXIAS DO SUL/RS;RS;Grande;3.049.883.007.812;Civel;GRANDE;Geral;Acervo Grande;100;2;203
TJRS;JE;3375;Estadual;VARA DO JEC - CAXIAS DO SUL/RS;RS;Grande;3.049.883.007.812;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;124;7;887
TJRS;JE;3382;Estadual;VARA DO JEC - CRUZ ALTA/RS;RS;M�dio;2.365.869.921.875;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;70;1;70
TJRS;JE;3415;Estadual;ª VARA DA FAZENDA PÚBLICA - PORTO ALEGRE/RS;RS;Grande;2.631.244.921.875;Juizados Especiais Cíveis;GRANDE;Execucao fiscal;Acervo Grande;113;1;113
TJRS;JE;3654;Estadual;VARA DO JEC - NOVO HAMBURGO/RS;RS;Grande;1.745.677.929.688;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;121;2;278
TJRS;JE;3677;Estadual;VARA JUDICIAL - PLANALTO/RS;RS;Pequeno;874.719.042.969;Criminal;GRANDE;Geral;Acervo Médio;118;2;236
TJRS;JE;3687;Estadual;VARA JUDICIAL - PORTÃO/RS;RS;M�dio;1.979.156.054.688;Civel;GRANDE;Geral;Acervo Grande;39;4;297
TJRS;JE;3687;Estadual;VARA JUDICIAL - PORTÃO/RS;RS;M�dio;1.979.156.054.688;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;60;1;60
TJRS;JE;3740;Estadual;VARA JUDICIAL - RONDA ALTA/RS;RS;Pequeno;1.475.559.960.938;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;63;1;63
TJRS;JE;3752;Estadual;ª VARA JUDICIAL - PALMEIRA DAS MISSÕES/RS;RS;M�dio;1.746.830.078.125;Civel;GRANDE;Geral;Acervo Grande;65;6;359
TJRS;JE;3759;Estadual;VARA JUDICIAL - SANANDUVA/RS;RS;Pequeno;182.178.203.125;Civel;GRANDE;Geral;Acervo Grande;122;3;349
TJRS;JE;3835;Estadual;ª VARA CÍVEL - SANTIAGO/RS;RS;M�dio;971.208.984.375;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Grande;119;1;119
TJRS;JE;3850;Estadual;VARA CRIMINAL - SOLEDADE/RS;RS;M�dio;1.051.253.027.344;Juizados Especiais Cíveis;GRANDE;Criminal Pura;Acervo Médio;7;2;103
TJRS;JE;3861;Estadual;ª VARA CÍVEL - URUGUAIANA/RS;RS;Grande;180.165.703.125;Civel;GRANDE;Civel Pura;Acervo Médio;131;2;262
TJRS;JE;3864;Estadual;ª VARA CÍVEL - URUGUAIANA/RS;RS;Grande;180.165.703.125;Civel;GRANDE;Civel Pura;Acervo Grande;110;4;440
TJRS;JE;3882;Estadual;ª VARA JUDICIAL - SANTO ANTÔNIO DA PATRULHA/RS;RS;M�dio;125.598.203.125;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;158;1;158
TJRS;JE;3888;Estadual;VARA DO JEC - PASSO FUNDO/RS;RS;Grande;19.887.140.625;Civel;GRANDE;Civel Pura;Acervo Grande;125;24;2543
TJRS;JE;3888;Estadual;VARA DO JEC - PASSO FUNDO/RS;RS;Grande;19.887.140.625;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Grande;122;7;831
TJRS;JE;3947;Estadual;ª VARA CÍVEL - VACARIA/RS;RS;M�dio;1.473.924.023.438;Civel;GRANDE;Civel Pura;Acervo Grande;52;1;52
TJRS;JE;3966;Estadual;VARA DO JEC - PELOTAS/RS;RS;Grande;111.475.703.125;Civel;GRANDE;Geral;Acervo Grande;46;2;130
TJRS;JE;3966;Estadual;VARA DO JEC - PELOTAS/RS;RS;Grande;111.475.703.125;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;55;15;831
TJRS;JE;3983;Estadual;ª VARA JUDICIAL - VENÂNCIO AIRES/RS;RS;M�dio;2.427.543.945.312;Civel;GRANDE;Geral;Acervo Grande;85;2;228
TJRS;JE;3983;Estadual;ª VARA JUDICIAL - VENÂNCIO AIRES/RS;RS;M�dio;2.427.543.945.312;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Grande;88;1;88
TJRS;JE;3988;Estadual;ª VARA CÍVEL - VIAMÃO/RS;RS;Grande;704.995.019.531;Civel;GRANDE;Civel Pura;Acervo Grande;103;4;456
TJRS;JE;3994;Estadual;ª VARA CÍVEL - VIAMÃO/RS;RS;Grande;704.995.019.531;Civel;GRANDE;Civel Pura;Acervo Grande;118;2;236
TJRS;JE;4002;Estadual;VARA JUDICIAL - SÃO JOSÉ DO OURO/RS;RS;Pequeno;1.534.058.984.375;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;91;1;91
TJRS;JE;4008;Estadual;VARA DO JEC - VIAMÃO/RS;RS;Grande;704.995.019.531;Civel;GRANDE;Juizados civeis;Acervo Grande;42;2;147
TJRS;JE;4053;Estadual;VARA DO JEC - ERECHIM/RS;RS;M�dio;2.144.538.085.938;Civel;GRANDE;Geral;Acervo Médio;105;2;249
TJRS;JE;4053;Estadual;VARA DO JEC - ERECHIM/RS;RS;M�dio;2.144.538.085.938;Juizados Especiais Cíveis;GRANDE;Geral;Acervo Médio;164;3;475
