codtribunal;cod_orgao_julg;Classificacao_cluster
TJMA;2884;0
TJMA;2884;0
TJMA;2884;0
TJMA;3199;2
TJMA;3202;1
TJMA;3202;1
TJMA;3202;1
TJMA;3202;1
TJMA;3206;1
TJMA;3206;1
TJMA;3206;1
TJMA;3208;1
TJMA;3212;1
TJMA;3212;1
TJMA;3212;1
TJMA;3214;1
TJMA;3214;1
TJMG;10792;2
TJMG;13011;0
TJMG;3115;0
TJMG;3682;3
TJMG;3682;3
TJMG;3744;1
TJMG;3767;2
TJMG;3775;2
TJMG;3784;2
TJMG;3792;3
TJMG;3796;2
TJMG;3796;2
TJMG;3847;0
TJMG;3847;0
TJMG;3910;2
TJMG;3916;3
TJMG;3920;2
TJMG;3944;2
TJMG;3977;2
TJMG;3993;1
TJMG;4056;2
TJMG;4064;4
TJMG;4064;4
TJMG;4083;4
TJMG;4102;2
TJMG;4125;2
TJMG;4256;1
TJMG;4295;0
TJMG;4295;0
TJMG;4307;2
TJMG;4378;2
TJMG;4382;2
TJMG;4392;2
TJMG;4409;2
TJMG;4409;2
TJMG;4422;2
TJMG;4422;2
TJMG;5317;0
TJMG;5360;0
TJMG;5513;2
TJMG;5612;2
TJMG;5638;0
TJMG;5797;2
TJMG;10792;2
TJMG;3676;3
TJMG;3676;3
TJMG;3682;3
TJMG;3682;3
TJMG;3682;3
TJMG;3688;2
TJMG;3688;2
TJMG;3694;3
TJMG;3694;3
TJMG;3701;6
TJMG;3710;3
TJMG;3710;3
TJMG;3756;3
TJMG;3761;1
TJMG;3761;1
TJMG;3808;2
TJMG;3808;2
TJMG;3842;2
TJMG;3865;4
TJMG;3883;2
TJMG;3883;2
TJMG;3944;2
TJMG;3944;2
TJMG;3977;2
TJMG;3977;2
TJMG;4022;2
TJMG;4056;2
TJMG;4083;4
TJMG;4083;4
TJMG;4083;4
TJMG;4102;2
TJMG;4102;2
TJMG;4125;2
TJMG;4126;2
TJMG;4126;2
TJMG;4126;2
TJMG;4295;0
TJMG;4376;3
TJMG;5632;2
TJMG;5632;2
TJMG;5691;2
TJMT;48435;6
TJMT;48493;3
TJMT;48493;3
TJMT;48523;3
TJMT;48523;3
TJMT;48523;3
TJMT;6356;3
TJMT;6356;3
TJMT;8094;6
TJMT;8094;6
TJMT;8094;6
TJMT;8095;6
TJMT;8095;6
TJMT;8096;3
TJMT;8097;6
TJMT;8097;6
TJMT;8097;6
TJMT;8098;2
TJMT;8098;2
TJMT;8098;2
TJMT;8099;6
TJMT;8099;6
TJMT;8099;6
TJMT;8100;6
TJMT;8101;2
TJMT;8101;2
TJMT;8102;5
TJMT;8102;5
TJMT;8103;6
TJMT;8103;6
TJMT;8104;2
TJMT;8104;2
TJMT;8105;6
TJMT;8105;6
TJMT;8107;5
TJMT;8107;5
TJMT;8108;3
TJMT;8108;3
TJMT;8108;3
TJMT;8110;3
TJMT;8110;3
TJMT;8110;3
TJMT;8111;3
TJMT;8111;3
TJMT;8112;2
TJMT;8112;2
TJMT;8112;2
TJMT;8113;6
TJMT;8113;6
TJMT;8114;3
TJMT;8114;3
TJMT;8114;3
TJMT;8115;6
TJMT;8115;6
TJMT;8116;6
TJMT;8116;6
TJMT;8116;6
TJMT;8117;6
TJMT;8118;3
TJMT;8118;3
TJMT;8118;3
TJMT;8119;3
TJMT;8119;3
TJMT;8119;3
TJMT;8126;6
TJMT;8126;6
TJMT;8126;6
TJMT;8128;5
TJMT;8128;5
TJMT;8128;5
TJMT;8130;3
TJMT;8130;3
TJMT;8130;3
TJMT;8131;2
TJMT;8131;2
TJMT;8132;6
TJMT;8132;6
TJMT;8133;2
TJMT;8135;2
TJMT;8135;2
TJMT;8135;2
TJMT;8137;2
TJMT;8137;2
TJMT;8138;2
TJMT;8141;2
TJMT;8141;2
TJMT;8141;2
TJMT;8141;2
TJMT;8142;6
TJMT;8142;6
TJMT;8142;6
TJMT;8142;6
TJMT;8143;6
TJMT;8144;6
TJMT;8144;6
TJMT;8146;3
TJMT;8146;3
TJMT;8146;3
TJMT;48614;6
TJMT;48614;6
TJMT;48435;6
TJMT;48435;6
TJMT;48523;3
TJMT;48523;3
TJMT;8094;6
TJMT;8094;6
TJMT;8095;6
TJMT;8095;6
TJMT;8097;6
TJMT;8098;2
TJMT;8098;2
TJMT;8098;2
TJMT;8099;6
TJMT;8099;6
TJMT;8099;6
TJMT;8100;6
TJMT;8101;2
TJMT;8101;2
TJMT;8102;5
TJMT;8102;5
TJMT;8103;6
TJMT;8103;6
TJMT;8104;2
TJMT;8107;5
TJMT;8108;3
TJMT;8108;3
TJMT;8112;2
TJMT;8113;6
TJMT;8113;6
TJMT;8114;3
TJMT;8115;6
TJMT;8115;6
TJMT;8119;3
TJMT;8119;3
TJMT;8126;6
TJMT;8126;6
TJMT;8128;5
TJMT;8130;3
TJMT;8131;2
TJMT;8132;6
TJMT;8137;2
TJMT;8141;2
TJMT;8141;2
TJMT;8142;6
TJMT;8143;6
TJMT;8143;6
TJMT;8146;3
TJMT;8146;3
TJPA;16514;0
TJPA;16514;0
TJPA;16514;0
TJPA;3162;0
TJPA;3162;0
TJPA;3174;0
TJPA;5381;0
TJPA;5381;0
TJPA;5381;0
TJPA;5384;0
TJPA;5384;0
TJPA;5384;0
TJPA;5384;0
TJPA;5399;5
TJPA;5399;5
TJPA;5399;5
TJPA;5413;5
TJPA;5413;5
TJPA;5413;5
TJPA;5424;1
TJPA;5424;1
TJPA;6023;0
TJPA;6023;0
TJPA;6034;0
TJPA;6034;0
TJPA;6037;0
TJPA;6037;0
TJPA;6063;1
TJPA;6063;1
TJPA;6063;1
TJPA;6069;1
TJPA;6069;1
TJPA;6089;1
TJPA;6089;1
TJPA;6089;1
TJPA;6089;1
TJPA;6122;1
TJPA;6122;1
TJPA;6133;1
TJPA;6133;1
TJPA;6173;5
TJPA;6173;5
TJPA;6178;1
TJPA;6178;1
TJPA;6178;1
TJPA;6185;1
TJPA;6185;1
TJPA;6185;1
TJPA;6185;1
TJPA;6189;1
TJPA;6189;1
TJPA;6189;1
TJPA;6191;1
TJPA;6191;1
TJPA;6191;1
TJPA;6195;0
TJPA;6195;0
TJPA;6195;0
TJPA;6196;5
TJPA;6196;5
TJPA;6200;1
TJPA;6200;1
TJPA;6200;1
TJPA;6200;1
TJPA;6206;0
TJPA;6206;0
TJPA;6405;1
TJPA;6405;1
TJPA;6408;0
TJPA;6408;0
TJPA;6408;0
TJPA;6419;5
TJPA;6419;5
TJPA;6419;5
TJPA;6430;5
TJPA;6430;5
TJPA;6430;5
TJPA;6435;1
TJPA;6435;1
TJPA;6435;1
TJPA;6435;1
TJPA;6466;5
TJPA;6466;5
TJPA;6466;5
TJPA;6484;5
TJPA;6484;5
TJPA;6485;1
TJPA;6485;1
TJPA;6485;1
TJPA;6490;0
TJPA;6490;0
TJPA;6490;0
TJPA;6492;5
TJPA;6492;5
TJPA;6492;5
TJPA;6841;0
TJPA;6841;0
TJPA;6841;0
TJPA;6873;1
TJPA;6877;3
TJPA;6877;3
TJPA;6877;3
TJPA;6877;3
TJPA;6877;3
TJPA;6882;1
TJPA;6882;1
TJPA;6882;1
TJPA;6882;1
TJPA;6925;0
TJPA;6925;0
TJPA;6937;0
TJPA;6937;0
TJPA;6937;0
TJPA;6937;0
TJPA;6965;5
TJPA;7033;5
TJPA;7033;5
TJPA;7033;5
TJPA;7787;0
TJPA;7787;0
TJPA;7787;0
TJPA;7788;1
TJPA;7788;1
TJPA;7788;1
TJPA;7788;1
TJPA;7789;0
TJPA;7789;0
TJPA;7790;1
TJPA;7790;1
TJPA;7790;1
TJPA;7793;0
TJPA;7795;5
TJPA;7795;5
TJPA;7825;5
TJPA;7825;5
TJPA;7825;5
TJPA;7830;5
TJPA;7830;5
TJPA;7830;5
TJPA;7895;1
TJPA;7895;1
TJPA;23087;0
TJPA;23087;0
TJPA;23087;0
TJPA;6023;0
TJPA;6178;1
TJPA;6435;1
TJPA;6492;5
TJPA;6492;5
TJPB;13149;4
TJPB;13149;4
TJPB;13149;4
TJPB;13150;2
TJPB;13150;2
TJPB;14105;2
TJPB;14105;2
TJPB;14114;4
TJPB;14114;4
TJPB;16547;0
TJPB;17359;2
TJPB;17362;4
TJPB;5599;2
TJPB;5599;2
TJPB;5606;2
TJPB;5609;2
TJPB;5635;2
TJPB;5635;2
TJPB;6014;2
TJPB;6015;0
TJPB;6017;2
TJPB;6017;2
TJPB;6042;4
TJPB;6042;4
TJPB;6044;2
TJPB;6047;2
TJPB;6047;2
TJPB;6047;2
TJPB;6062;4
TJPB;6062;4
TJPB;6070;4
TJPB;6109;4
TJPB;6109;4
TJPB;6110;4
TJPB;6113;2
TJPB;6113;2
TJPB;6114;2
TJPB;6118;4
TJPB;6118;4
TJPB;6119;4
TJPB;6119;4
TJPB;6126;4
TJPB;6137;2
TJPB;6139;2
TJPB;6139;2
TJPB;6141;2
TJPB;6143;0
TJPB;6146;4
TJPB;6161;2
TJPB;6161;2
TJPB;6163;2
TJPB;6163;2
TJPB;6163;2
TJPB;6808;2
TJPB;6813;2
TJPB;6813;2
TJPB;6820;4
TJPB;6901;4
TJPB;6901;4
TJPB;6903;4
TJPB;6903;4
TJPB;6976;2
TJPB;6984;0
TJPB;6984;0
TJPB;72357;2
TJPB;7331;4
TJPB;7339;4
TJPB;7339;4
TJPB;7354;2
TJPB;7354;2
TJPB;7356;2
TJPB;7356;2
TJPB;7360;0
TJPB;7432;2
TJPB;7436;2
TJPB;7445;2
TJPB;7445;2
TJPB;7498;1
TJPB;7498;1
TJPB;7509;2
TJPB;7509;2
TJPB;7526;2
TJPB;7534;2
TJPB;7534;2
TJPB;7534;2
TJPB;7550;2
TJPB;7558;1
TJPB;7564;2
TJPB;7564;2
TJPB;7569;2
TJPB;21903;2
TJPB;21903;2
TJPB;21909;2
TJPB;21909;2
TJPB;21912;2
TJPB;21912;2
TJPB;13150;2
TJPB;14105;2
TJPB;6070;4
TJPB;6109;4
TJPB;6110;4
TJPB;6134;0
TJPB;6136;0
TJPB;6137;2
TJPB;6139;2
TJPB;6141;2
TJPB;6142;2
TJPB;6813;2
TJPB;6813;2
TJPB;6816;4
TJPB;6890;4
TJPB;6903;4
TJPB;6976;2
TJPB;7498;1
TJPB;7543;2
TJPB;7569;2
TJPE;13240;2
TJPE;13240;2
TJPE;13240;2
TJPE;13240;2
TJPE;13562;0
TJPE;16445;0
TJPE;17851;6
TJPE;17981;0
TJPE;17981;0
TJPE;17981;0
TJPE;17982;0
TJPE;17982;0
TJPE;18081;0
TJPE;18081;0
TJPE;18081;0
TJPE;6629;1
TJPE;6719;6
TJPE;6719;6
TJPE;6795;3
TJPE;6836;3
TJPE;6924;1
TJPE;6924;1
TJPE;6924;1
TJPE;6933;5
TJPE;6933;5
TJPE;6938;1
TJPE;6997;0
TJPE;7003;0
TJPE;7003;0
TJPE;7003;0
TJPE;7005;3
TJPE;7005;3
TJPE;7005;3
TJPE;7013;1
TJPE;7013;1
TJPE;7017;3
TJPE;7017;3
TJPE;7023;0
TJPE;7023;0
TJPE;7023;0
TJPE;7023;0
TJPE;7023;0
TJPE;7030;0
TJPE;7030;0
TJPE;7031;3
TJPE;7050;0
TJPE;7050;0
TJPE;7050;0
TJPE;7066;0
TJPE;7069;0
TJPE;7069;0
TJPE;7080;0
TJPE;7080;0
TJPE;7080;0
TJPE;7080;0
TJPE;7099;0
TJPE;7099;0
TJPE;7099;0
TJPE;7099;0
TJPE;7109;0
TJPE;7109;0
TJPE;7109;0
TJPE;7113;0
TJPE;7124;5
TJPE;7124;5
TJPE;7132;1
TJPE;7132;1
TJPE;7132;1
TJPE;7134;5
TJPE;7134;5
TJPE;7151;1
TJPE;7153;0
TJPE;7153;0
TJPE;7351;0
TJPE;7351;0
TJPE;7351;0
TJPE;7362;0
TJPE;7362;0
TJPE;7420;5
TJPE;7420;5
TJPE;7420;5
TJPE;7425;5
TJPE;7425;5
TJPE;7425;5
TJPE;7425;5
TJPE;7431;1
TJPE;7431;1
TJPE;7434;3
TJPE;7434;3
TJPE;7441;0
TJPE;7454;1
TJPE;7454;1
TJPE;7454;1
TJPE;7479;3
TJPE;7513;5
TJPE;7560;0
TJPE;7561;5
TJPE;7561;5
TJPE;7561;5
TJPE;7563;0
TJPE;7563;0
TJPE;7572;3
TJPE;7572;3
TJPE;7572;3
TJPE;7573;0
TJPE;7573;0
TJPE;7573;0
TJPE;7578;0
TJPE;7578;0
TJPE;7578;0
TJPE;7603;0
TJPE;7603;0
TJPE;7603;0
TJPE;7612;0
TJPE;7612;0
TJPE;7612;0
TJPE;7612;0
TJPE;7615;3
TJPE;7632;1
TJPE;7632;1
TJPE;7632;1
TJPE;7632;1
TJPE;7640;5
TJPE;7640;5
TJPE;7648;0
TJPE;7648;0
TJPE;7648;0
TJPE;7648;0
TJPE;7693;1
TJPE;7699;1
TJPE;7699;1
TJPE;7699;1
TJPE;7699;1
TJPE;7707;5
TJPE;7713;5
TJPE;7713;5
TJPE;7713;5
TJPE;7713;5
TJPE;7714;1
TJPE;7714;1
TJPE;7714;1
TJPE;7716;1
TJPE;7716;1
TJPE;7718;0
TJPE;7719;1
TJPE;7719;1
TJPE;7719;1
TJPE;7719;1
TJPE;7744;0
TJPE;7744;0
TJPE;77838;0
TJPE;77838;0
TJPE;78795;5
TJPE;78796;0
TJPE;78796;0
TJPE;8779;0
TJPE;74526;6
TJPE;78063;6
TJPE;79664;6
TJPI;11223;2
TJPI;11223;2
TJPI;11223;2
TJPI;11223;2
TJPI;11223;2
TJPI;11247;2
TJPI;11247;2
TJPI;11247;2
TJPI;11247;2
TJPI;11247;2
TJPI;11249;2
TJPI;11249;2
TJPI;11253;2
TJPI;11253;2
TJPI;11253;2
TJPI;11253;2
TJPI;11264;2
TJPI;11264;2
TJPI;11264;2
TJPI;11266;2
TJPI;11267;0
TJPI;11267;0
TJPI;11267;0
TJPI;11267;0
TJPI;11267;0
TJPI;11268;2
TJPI;11268;2
TJPI;11268;2
TJPI;11268;2
TJPI;11268;2
TJPI;11273;2
TJPI;11273;2
TJPI;11273;2
TJPI;11277;2
TJPI;11277;2
TJPI;11277;2
TJPI;11277;2
TJPI;11277;2
TJPI;11285;2
TJPI;11285;2
TJPI;11285;2
TJPI;11289;2
TJPI;11289;2
TJPI;11289;2
TJPI;11291;2
TJPI;11291;2
TJPI;11292;2
TJPI;11292;2
TJPI;11292;2
TJPI;11296;2
TJPI;11296;2
TJPI;11296;2
TJPI;11296;2
TJPI;11297;0
TJPI;11297;0
TJPI;11298;1
TJPI;11298;1
TJPI;11298;1
TJPI;11298;1
TJPI;11298;1
TJPI;11298;1
TJPI;11300;2
TJPI;11300;2
TJPI;11300;2
TJPI;11302;2
TJPI;11302;2
TJPI;11302;2
TJPI;11302;2
TJPI;11302;2
TJPI;11304;2
TJPI;11304;2
TJPI;11304;2
TJPI;11305;2
TJPI;11305;2
TJPI;11305;2
TJPI;11306;2
TJPI;11306;2
TJPI;11306;2
TJPI;11306;2
TJPI;11308;2
TJPI;11308;2
TJPI;11308;2
TJPI;11310;1
TJPI;11310;1
TJPI;11310;1
TJPI;11310;1
TJPI;11311;2
TJPI;11311;2
TJPI;11311;2
TJPI;11311;2
TJPI;11313;1
TJPI;11313;1
TJPI;11313;1
TJPI;11313;1
TJPI;11313;1
TJPI;11315;2
TJPI;11315;2
TJPI;11315;2
TJPI;11315;2
TJPI;11316;2
TJPI;11316;2
TJPI;11316;2
TJPI;11317;1
TJPI;11317;1
TJPI;11317;1
TJPI;11317;1
TJPI;11317;1
TJPI;11318;2
TJPI;11318;2
TJPI;11318;2
TJPI;11318;2
TJPI;11318;2
TJPI;11319;2
TJPI;11319;2
TJPI;11319;2
TJPI;11319;2
TJPI;11320;2
TJPI;11320;2
TJPI;11320;2
TJPI;11320;2
TJPI;11321;1
TJPI;11321;1
TJPI;11321;1
TJPI;11321;1
TJPI;11321;1
TJPI;11322;1
TJPI;11322;1
TJPI;11323;2
TJPI;11323;2
TJPI;11323;2
TJPI;11323;2
TJPI;11324;4
TJPI;11324;4
TJPI;11324;4
TJPI;11331;4
TJPI;11331;4
TJPI;11331;4
TJPI;11334;2
TJPI;11334;2
TJPI;11334;2
TJPI;11337;4
TJPI;11337;4
TJPI;11337;4
TJPI;11341;4
TJPI;11341;4
TJPI;11342;1
TJPI;11342;1
TJPI;11342;1
TJPI;11342;1
TJPI;11343;1
TJPI;11343;1
TJPI;11343;1
TJPI;11350;4
TJPI;11350;4
TJPI;11350;4
TJPI;11351;4
TJPI;11351;4
TJPI;11351;4
TJPI;11351;4
TJPI;11648;2
TJPI;11648;2
TJPI;11648;2
TJPI;11648;2
TJPI;11648;2
TJPI;11731;2
TJPI;17416;2
TJPI;17416;2
TJPI;17416;2
TJPI;17419;2
TJPI;17927;1
TJPI;17927;1
TJPI;17927;1
TJPI;6993;2
TJPI;6996;2
TJPI;7045;2
TJPI;7045;2
TJPI;7847;2
TJPI;7847;2
TJPR;14318;3
TJPR;16266;3
TJPR;74271;3
TJPR;74271;3
TJPR;78443;3
TJRJ;7267;0
TJRJ;7388;0
TJRJ;7388;0
TJRJ;7712;3
TJRJ;7798;6
TJRJ;8092;2
TJRN;5830;2
TJRN;5830;2
TJRN;5830;2
TJRN;5831;2
TJRN;5831;2
TJRN;5831;2
TJRN;5834;2
TJRN;5834;2
TJRN;5841;4
TJRN;5841;4
TJRN;5841;4
TJRN;5841;4
TJRN;5841;4
TJRN;5844;2
TJRN;5844;2
TJRN;5844;2
TJRN;5844;2
TJRN;5847;2
TJRN;5847;2
TJRN;5847;2
TJRN;5847;2
TJRN;5848;2
TJRN;5848;2
TJRN;5848;2
TJRN;5848;2
TJRN;5848;2
TJRN;5850;2
TJRN;5850;2
TJRN;5850;2
TJRN;5853;2
TJRN;5853;2
TJRN;5855;2
TJRN;5855;2
TJRN;5855;2
TJRN;5873;2
TJRN;5873;2
TJRN;5873;2
TJRN;5875;2
TJRN;5875;2
TJRN;5875;2
TJRN;5875;2
TJRN;5894;2
TJRN;5894;2
TJRN;5894;2
TJRN;5966;2
TJRN;5966;2
TJRN;5966;2
TJRN;5966;2
TJRN;5970;4
TJRN;5970;4
TJRN;5970;4
TJRN;5970;4
TJRN;5970;4
TJRN;5971;2
TJRN;5971;2
TJRN;5971;2
TJRN;5971;2
TJRN;5972;2
TJRN;5972;2
TJRN;5972;2
TJRN;5972;2
TJRN;5972;2
TJRN;5973;2
TJRN;5973;2
TJRN;5973;2
TJRN;5975;2
TJRN;5975;2
TJRN;5975;2
TJRN;5975;2
TJRN;5976;2
TJRN;5976;2
TJRN;5976;2
TJRN;5977;2
TJRN;5977;2
TJRN;5977;2
TJRN;5978;2
TJRN;5978;2
TJRN;5978;2
TJRN;5979;2
TJRN;5979;2
TJRN;5979;2
TJRN;5979;2
TJRN;5980;2
TJRN;5980;2
TJRN;5980;2
TJRN;5980;2
TJRN;5981;2
TJRN;5981;2
TJRN;5981;2
TJRN;5983;2
TJRN;5983;2
TJRN;5983;2
TJRN;5985;2
TJRN;5985;2
TJRN;5985;2
TJRN;5985;2
TJRN;5986;2
TJRN;5986;2
TJRN;5986;2
TJRN;5986;2
TJRN;5987;2
TJRN;5987;2
TJRN;5987;2
TJRN;5987;2
TJRN;5988;2
TJRN;5988;2
TJRN;5988;2
TJRN;5990;2
TJRN;5990;2
TJRN;5990;2
TJRN;5991;2
TJRN;5991;2
TJRN;5991;2
TJRN;5991;2
TJRN;5993;2
TJRN;5993;2
TJRN;5993;2
TJRN;5994;2
TJRN;5994;2
TJRN;5994;2
TJRN;5995;2
TJRN;5995;2
TJRN;5995;2
TJRN;5996;2
TJRN;5996;2
TJRN;5996;2
TJRN;5996;2
TJRN;6001;4
TJRN;6001;4
TJRN;6001;4
TJRN;6002;2
TJRN;6002;2
TJRN;6002;2
TJRN;76591;4
TJRN;76591;4
TJRN;76593;4
TJRN;76594;4
TJRN;76594;4
TJRN;76594;4
TJRN;76594;4
TJRN;76594;4
TJRN;76595;4
TJRN;76595;4
TJRN;76607;4
TJRN;76610;4
TJRN;76611;4
TJRN;76611;4
TJRN;76613;4
TJRN;76614;4
TJRN;76667;4
TJRN;76669;4
TJRN;76669;4
TJRN;76675;4
TJRN;76675;4
TJRN;76681;4
TJRN;76684;4
TJRN;76685;4
TJRN;76686;4
TJRN;79114;2
TJRN;79116;2
TJRN;5830;2
TJRN;5830;2
TJRN;5831;2
TJRN;5834;2
TJRN;5841;4
TJRN;5844;2
TJRN;5847;2
TJRN;5848;2
TJRN;5850;2
TJRN;5850;2
TJRN;5853;2
TJRN;5855;2
TJRN;5855;2
TJRN;5873;2
TJRN;5875;2
TJRN;5894;2
TJRN;5966;2
TJRN;5970;4
TJRN;5970;4
TJRN;5971;2
TJRN;5972;2
TJRN;5973;2
TJRN;5973;2
TJRN;5977;2
TJRN;5978;2
TJRN;5978;2
TJRN;5980;2
TJRN;5980;2
TJRN;5981;2
TJRN;5985;2
TJRN;5986;2
TJRN;5986;2
TJRN;5988;2
TJRN;5988;2
TJRN;5990;2
TJRN;5991;2
TJRN;5991;2
TJRN;5993;2
TJRN;5994;2
TJRN;5996;2
TJRN;5996;2
TJRN;6001;4
TJRO;12999;4
TJRO;12999;4
TJRO;12999;4
TJRO;12999;4
TJRO;12999;4
TJRO;13327;2
TJRO;13327;2
TJRO;13327;2
TJRO;13327;2
TJRO;17876;4
TJRO;17876;4
TJRO;3454;2
TJRO;3454;2
TJRO;3454;2
TJRO;3460;2
TJRO;3460;2
TJRO;3461;2
TJRO;3461;2
TJRO;3461;2
TJRO;3462;2
TJRO;3462;2
TJRO;3462;2
TJRO;3462;2
TJRO;3462;2
TJRO;3463;3
TJRO;3463;3
TJRO;3464;2
TJRO;3464;2
TJRO;3466;2
TJRO;3466;2
TJRO;3466;2
TJRO;3467;3
TJRO;3467;3
TJRO;3468;2
TJRO;3468;2
TJRO;3468;2
TJRO;3470;4
TJRO;3470;4
TJRO;3472;4
TJRO;3472;4
TJRO;3472;4
TJRO;3474;2
TJRO;3474;2
TJRO;3474;2
TJRO;3474;2
TJRO;3474;2
TJRO;3476;4
TJRO;3476;4
TJRO;3476;4
TJRO;3476;4
TJRO;3476;4
TJRO;3478;2
TJRO;3478;2
TJRO;3478;2
TJRO;3478;2
TJRO;3478;2
TJRO;3479;3
TJRO;3479;3
TJRO;3479;3
TJRO;3480;2
TJRO;3480;2
TJRO;3480;2
TJRO;3480;2
TJRO;3481;3
TJRO;3481;3
TJRO;12999;4
TJRO;12999;4
TJRO;12999;4
TJRO;12999;4
TJRO;13327;2
TJRO;13327;2
TJRO;17876;4
TJRO;17876;4
TJRO;17876;4
TJRO;3454;2
TJRO;3454;2
TJRO;3462;2
TJRO;3462;2
TJRO;3464;2
TJRO;3464;2
TJRO;3464;2
TJRO;3466;2
TJRO;3468;2
TJRO;3468;2
TJRO;3470;4
TJRO;3470;4
TJRO;3472;4
TJRO;3472;4
TJRO;3474;2
TJRO;3474;2
TJRO;3476;4
TJRO;3476;4
TJRO;3476;4
TJRO;3478;2
TJRO;3480;2
TJRR;12910;2
TJRR;12910;2
TJRR;2763;3
TJRR;2763;3
TJRR;2763;3
TJRR;2769;2
TJRR;2769;2
TJRR;2769;2
TJRR;2780;2
TJRR;2780;2
TJRR;2780;2
TJRR;2780;2
TJRR;2781;2
TJRR;2781;2
TJRR;2781;2
TJRR;2781;2
TJRR;2781;2
TJRR;2782;2
TJRR;2782;2
TJRR;2782;2
TJRR;2782;2
TJRR;2782;2
TJRR;2783;2
TJRR;2783;2
TJRR;2784;2
TJRR;2784;2
TJRR;2784;2
TJRR;2784;2
TJRR;2785;2
TJRR;2785;2
TJRR;2785;2
TJRR;12910;2
TJRR;2780;2
TJRR;2780;2
TJRR;2780;2
TJRR;2781;2
TJRR;2782;2
TJRR;2782;2
TJRR;2782;2
TJRR;2782;2
TJRR;2783;2
TJRR;2784;2
TJRR;2784;2
TJRR;2785;2
TJRR;2785;2
TJRS;11736;0
TJRS;2853;0
TJRS;2853;0
TJRS;2863;3
TJRS;2864;0
TJRS;2910;3
TJRS;2959;0
TJRS;2959;0
TJRS;2967;3
TJRS;2967;3
TJRS;3001;0
TJRS;3108;3
TJRS;3112;0
TJRS;3112;0
TJRS;3137;3
TJRS;3185;3
TJRS;3187;0
TJRS;3188;6
TJRS;3188;6
TJRS;3301;6
TJRS;3338;0
TJRS;3338;0
TJRS;3338;0
TJRS;3687;1
TJRS;3687;1
TJRS;3687;1
TJRS;3740;3
TJRS;3752;1
TJRS;3973;3
TJRS;3973;3
TJRS;3983;1
TJRS;17269;0
TJRS;17473;0
TJRS;17473;0
TJRS;2863;3
TJRS;2864;0
TJRS;2910;3
TJRS;2924;3
TJRS;2959;0
TJRS;2967;3
TJRS;3001;0
TJRS;3001;0
TJRS;3058;0
TJRS;3058;0
TJRS;3064;0
TJRS;3072;3
TJRS;3101;2
TJRS;3108;3
TJRS;3137;3
TJRS;3163;0
TJRS;3179;0
TJRS;3241;6
TJRS;3241;6
TJRS;3284;6
TJRS;3340;3
TJRS;3362;0
TJRS;3375;6
TJRS;3654;6
TJRS;3677;2
TJRS;3687;1
TJRS;3759;6
TJRS;3882;0
TJRS;3983;1
TJRS;4053;0
TJRS;4053;0
TJRS;4200;6
TJSC;11865;1
TJSC;13811;0
TJSC;13892;6
TJSC;13892;6
TJSC;14113;0
TJSC;14165;3
TJSC;4536;6
TJSC;4536;6
TJSC;4547;6
TJSC;4547;6
TJSC;4566;3
TJSC;4566;3
TJSC;4582;6
TJSC;4630;6
TJSC;4690;3
TJSC;4730;3
TJSC;4734;3
TJSC;4739;0
TJSC;4751;3
TJSC;4775;1
TJSC;5594;3
TJSC;5616;3
TJSC;5616;3
TJSC;5618;2
TJSC;5707;6
TJSC;5707;6
TJSC;5709;1
TJSC;5709;1
TJSC;5709;1
TJSC;5732;6
TJSC;5765;2
TJSC;5781;6
TJSC;5785;3
TJSC;5868;3
TJSC;5868;3
TJSC;5879;1
TJSC;5883;6
TJSC;5883;6
TJSC;5886;6
TJSC;5891;6
TJSC;5891;6
TJSC;5947;0
TJSC;5952;2
TJSC;6228;3
TJSC;6228;3
TJSC;6232;6
TJSC;13892;6
TJSC;4547;6
TJSC;4673;3
TJSC;4690;3
TJSC;4704;3
TJSC;4730;3
TJSC;4745;1
TJSC;4775;1
TJSC;5581;1
TJSC;5616;3
TJSC;5618;2
TJSC;5628;6
TJSC;5653;3
TJSC;5707;6
TJSC;5728;6
TJSC;5732;6
TJSC;5738;3
TJSC;5863;6
TJSC;5891;6
TJSC;5947;0
TJSC;6228;3
TJSC;6232;6
TJSE;18003;2
TJSE;18003;2
TJSE;18003;2
TJSE;18003;2
TJSE;18130;2
TJSE;18130;2
TJSE;18130;2
TJSE;18130;2
TJSE;18130;2
TJSE;18132;2
TJSE;18132;2
TJSE;18132;2
TJSE;18132;2
TJSE;18132;2
TJSE;18132;2
TJSE;18132;2
TJSE;18143;2
TJSE;18143;2
TJSE;18143;2
TJSE;18144;2
TJSE;18144;2
TJSE;18144;2
TJSE;18145;2
TJSE;18145;2
TJSE;18145;2
TJSE;18146;2
TJSE;18146;2
TJSE;18146;2
TJSE;18146;2
TJSE;18146;2
TJSE;18146;2
TJSE;18149;2
TJSE;18149;2
TJSE;18149;2
TJSE;18149;2
TJSE;18149;2
TJSE;18149;2
TJSE;18149;2
TJSE;18152;2
TJSE;18152;2
TJSE;18152;2
TJSE;18152;2
TJSE;18152;2
TJSE;18152;2
TJSE;18152;2
TJSE;18152;2
TJSE;18154;2
TJSE;18154;2
TJSE;18154;2
TJSE;18154;2
TJSE;18154;2
TJSE;18154;2
TJSE;18157;2
TJSE;18157;2
TJSE;18157;2
TJSE;18157;2
TJSE;18157;2
