"codmunicipio","porte","pib","pib_percapita","pop_estimada","reg_metropolitana","desc_pibpercapita"
3200409,"Pequeno porte",219313075,1084312734375,23902,"N","Municipio com alto PIB per capita"
3200508,"Pequeno porte",482171796875,611660009766,7512,"N","Municipio com médio PIB per capita"
3200607,"Médio porte",197587525,251198203125,81832,"N","Municipio com alto PIB per capita"
3200706,"Pequeno porte",981056171875,1048025,9850,"N","Municipio com médio PIB per capita"
3200805,"Médio porte",233346015625,780656005859,29081,"N","Municipio com médio PIB per capita"
3200904,"Médio porte",39290925,943473046875,40649,"N","Municipio com médio PIB per capita"
3201001,"Pequeno porte",15365421875,1171233984375,14199,"N","Municipio com médio PIB per capita"
3201100,"Pequeno porte",653579140625,675743994141,9476,"N","Municipio com médio PIB per capita"
3201159,"Pequeno porte",1120310859375,1009562011719,11915,"N","Municipio com médio PIB per capita"
3201209,"Grande porte",239900325,1191998046875,189889,"N","Municipio com médio PIB per capita"
3201308,"Grande porte",385404525,1053424023438,348738,"S","Municipio com médio PIB per capita"
3201407,"Médio porte",3195736875,962224023438,34747,"N","Municipio com médio PIB per capita"
3201506,"Grande porte",172450225,1548513964844,111788,"N","Municipio com alto PIB per capita"
3201605,"Médio porte",40152625,1483891992188,28449,"N","Municipio com alto PIB per capita"
3201704,"Pequeno porte",97625,823770019531,11681,"N","Municipio com médio PIB per capita"
3201803,"Pequeno porte",3439796875,686449023438,4516,"N","Municipio com médio PIB per capita"
3201902,"Médio porte",30825309375,949786035156,31847,"N","Municipio com médio PIB per capita"
3202009,"Pequeno porte",4922380078125,782199023438,6397,"N","Municipio com médio PIB per capita"
3202108,"Pequeno porte",227060625,950401953125,23212,"N","Municipio com médio PIB per capita"
3202207,"Pequeno porte",1952603125,1188365039062,17025,"S","Municipio com médio PIB per capita"
3202256,"Pequeno porte",947207578125,909028027344,10869,"N","Municipio com médio PIB per capita"
3202306,"Médio porte",23606590625,882720019531,27851,"N","Municipio com médio PIB per capita"
3202405,"Grande porte",9243330625,884241992188,105286,"S","Municipio com médio PIB per capita"
3202454,"Pequeno porte",17040740625,832433007812,22366,"N","Municipio com médio PIB per capita"
3202504,"Pequeno porte",177162171875,1652016015625,11178,"N","Municipio com alto PIB per capita"
3202553,"Pequeno porte",62844390625,680281005859,8957,"N","Municipio com médio PIB per capita"
3202603,"Pequeno porte",151559609375,1273503027344,12523,"N","Municipio com médio PIB per capita"
3202652,"Pequeno porte",885166484375,824561035156,11723,"N","Municipio com médio PIB per capita"
3202702,"Pequeno porte",1440873125,1016775976562,14134,"N","Municipio com médio PIB per capita"
3202801,"Médio porte",479944875,1464987988281,30988,"N","Municipio com alto PIB per capita"
3202900,"Pequeno porte",87713796875,822291015625,10881,"N","Municipio com médio PIB per capita"
3203007,"Médio porte",230193375,877295019531,27328,"N","Municipio com médio PIB per capita"
3203056,"Pequeno porte",33081740625,1409412988281,24678,"N","Municipio com alto PIB per capita"
3203106,"Pequeno porte",722318515625,642918017578,10879,"N","Municipio com médio PIB per capita"
3203130,"Pequeno porte",1621514375,1109030957031,15809,"N","Municipio com médio PIB per capita"
3203163,"Pequeno porte",697018984375,625914990234,10826,"N","Municipio com médio PIB per capita"
3203205,"Grande porte",231460825,1744715039062,141306,"N","Municipio com alto PIB per capita"
3203304,"Pequeno porte",717867734375,617254980469,13612,"N","Municipio com médio PIB per capita"
3203320,"Médio porte",27764621875,854244042969,34140,"N","Municipio com médio PIB per capita"
3203346,"Pequeno porte",184262125,1385220996094,14262,"N","Municipio com alto PIB per capita"
3203353,"Pequeno porte",1021973515625,957262988281,11107,"N","Municipio com médio PIB per capita"
3203403,"Médio porte",232497359375,857165039062,25902,"N","Municipio com médio PIB per capita"
3203502,"Pequeno porte",19723015625,1045980957031,17849,"N","Municipio com médio PIB per capita"
3203601,"Pequeno porte",5126728125,867466992188,5655,"N","Municipio com médio PIB per capita"
3203700,"Pequeno porte",136367578125,742824023438,18397,"N","Municipio com médio PIB per capita"
3203809,"Pequeno porte",930145546875,646968017578,14396,"N","Municipio com médio PIB per capita"
3203908,"Médio porte",46586275,1005011035156,46031,"N","Municipio com médio PIB per capita"
3204005,"Pequeno porte",1237066484375,668793017578,21548,"N","Municipio com médio PIB per capita"
3204054,"Pequeno porte",182193703125,746572998047,23794,"N","Municipio com médio PIB per capita"
3204104,"Pequeno porte",39070178125,1636516015625,23895,"N","Municipio com alto PIB per capita"
3204203,"Pequeno porte",1270820078125,738333984375,18123,"N","Municipio com médio PIB per capita"
3204252,"Pequeno porte",55758921875,769406982422,6979,"N","Municipio com médio PIB per capita"
3204302,"Pequeno porte",7843899375,71942578125,10314,"N","Municipio com alto PIB per capita"
3204351,"Pequeno porte",181500703125,1052361035156,17530,"N","Municipio com médio PIB per capita"
3204401,"Pequeno porte",863141796875,754033007812,11325,"N","Municipio com médio PIB per capita"
3204500,"Pequeno porte",109372296875,85829296875,12240,"N","Municipio com médio PIB per capita"
3204559,"Médio porte",5312114375,1566025,34176,"N","Municipio com alto PIB per capita"
3204609,"Pequeno porte",205491609375,990703027344,21823,"N","Municipio com médio PIB per capita"
3204658,"Pequeno porte",88457796875,1078095996094,8001,"N","Municipio com médio PIB per capita"
3204708,"Médio porte",27437165625,896521972656,31859,"N","Municipio com médio PIB per capita"
3204807,"Pequeno porte",722563984375,658972998047,10408,"N","Municipio com médio PIB per capita"
3204906,"Grande porte",95626175,94108203125,109028,"N","Municipio com médio PIB per capita"
3204955,"Pequeno porte",822903125,76075,11273,"N","Municipio com médio PIB per capita"
3205002,"Grande porte",11531826,2849559960938,409267,"S","Municipio com alto PIB per capita"
3205010,"Pequeno porte",26311834375,1107354003906,23843,"N","Municipio com médio PIB per capita"
3205036,"Pequeno porte",17452009375,936416992188,19130,"N","Municipio com médio PIB per capita"
3205069,"Pequeno porte",2326036875,1161391992188,20447,"N","Municipio com médio PIB per capita"
3205101,"Médio porte",893107,1468225976562,65001,"S","Municipio com alto PIB per capita"
3205150,"Pequeno porte",1137171875,1246079003906,8672,"N","Municipio com médio PIB per capita"
3205176,"Pequeno porte",184566296875,1313825976562,13830,"N","Municipio com médio PIB per capita"
3205200,"Grande porte",6041447,146088203125,414586,"S","Municipio com alto PIB per capita"
3205309,"Grande porte",19782628,6179058984375,327801,"S","Municipio com alto PIB per capita"
3300100,"Grande porte",4526169,2683541992188,169511,"N","Municipio com alto PIB per capita"
3300159,"Pequeno porte",8130515625,850828027344,10213,"N","Municipio com médio PIB per capita"
3300209,"Grande porte",1127205875,1027487988281,112008,"N","Municipio com médio PIB per capita"
3300225,"Pequeno porte",19689015625,1643216015625,11423,"N","Municipio com alto PIB per capita"
3300233,"Médio porte",930198,3246425,27560,"N","Municipio com alto PIB per capita"
3300258,"Médio porte",30801203125,1145195996094,27715,"N","Municipio com médio PIB per capita"
3300308,"Médio porte",120151575,1157162011719,94778,"N","Municipio com médio PIB per capita"
3300407,"Grande porte",35142925,1986609960938,177813,"N","Municipio com alto PIB per capita"
3300456,"Grande porte",41527795,827999023438,469332,"S","Municipio com médio PIB per capita"
3300506,"Médio porte",3603225,1357198046875,25333,"N","Municipio com alto PIB per capita"
3300605,"Médio porte",39614275,1122121972656,35411,"N","Municipio com médio PIB per capita"
3300704,"Grande porte",45960045,2470916992188,186227,"N","Municipio com alto PIB per capita"
3300803,"Médio porte",924421,16133,54273,"S","Municipio com alto PIB per capita"
3300902,"Pequeno porte",16874565625,1142488964844,14827,"N","Municipio com médio PIB per capita"
3300936,"Pequeno porte",30037984375,2515955078125,13359,"N","Municipio com alto PIB per capita"
3300951,"Pequeno porte",150088640625,1698026953125,8180,"N","Municipio com alto PIB per capita"
3301009,"Grande porte",19581276,451173203125,463731,"N","Municipio com alto PIB per capita"
3301108,"Pequeno porte",6228575,3032411914062,19830,"N","Municipio com alto PIB per capita"
3301157,"Pequeno porte",203775765625,1632687988281,12600,"N","Municipio com alto PIB per capita"
3301207,"Pequeno porte",29144121875,1616962011719,17434,"N","Municipio com alto PIB per capita"
3301306,"Médio porte",10011548125,3274743945312,35347,"N","Municipio com alto PIB per capita"
3301405,"Pequeno porte",17565315625,849099023438,21211,"N","Municipio com médio PIB per capita"
3301504,"Pequeno porte",19901296875,999965039062,20430,"N","Municipio com médio PIB per capita"
3301603,"Pequeno porte",14548140625,1335795019531,10930,"N","Municipio com alto PIB per capita"
3301702,"Grande porte",25747558,2950124023438,855048,"S","Municipio com alto PIB per capita"
3301801,"Pequeno porte",11093115625,839496972656,13237,"N","Municipio com médio PIB per capita"
3301850,"Médio porte",41078246875,825726953125,51483,"S","Municipio com médio PIB per capita"
3301876,"Pequeno porte",21059721875,917754980469,22851,"N","Municipio com médio PIB per capita"
3301900,"Grande porte",2013343625,879204980469,218008,"S","Municipio com médio PIB per capita"
3302007,"Grande porte",300832725,2847905078125,109091,"S","Municipio com alto PIB per capita"
3302056,"Pequeno porte",1297642109375,88419296875,14063,"N","Municipio com médio PIB per capita"
3302106,"Pequeno porte",3675891875,1637221972656,22899,"N","Municipio com alto PIB per capita"
3302205,"Médio porte",1283837125,1290884960938,95841,"N","Municipio com médio PIB per capita"
3302254,"Médio porte",657369625,1847738085938,28783,"N","Municipio com alto PIB per capita"
3302270,"Médio porte",58903025,579241015625,95492,"S","Municipio com médio PIB per capita"
3302304,"Pequeno porte",7522875,940712011719,7487,"N","Municipio com médio PIB per capita"
3302403,"Grande porte",70572815,363004609375,206728,"N","Municipio com alto PIB per capita"
3302452,"Pequeno porte",8081803125,1436509960938,5269,"N","Municipio com alto PIB per capita"
3302502,"Grande porte",18432625,754402978516,227322,"S","Municipio com médio PIB per capita"
3302601,"Médio porte",860850125,2646083007812,36456,"N","Municipio com alto PIB per capita"
3302700,"Grande porte",1079824375,874408007812,127461,"S","Municipio com médio PIB per capita"
3302809,"Pequeno porte",159486,891979980469,17935,"N","Municipio com médio PIB per capita"
3302858,"Grande porte",1506850625,792845996094,168376,"S","Municipio com médio PIB per capita"
3302908,"Pequeno porte",26560803125,1026862011719,24642,"N","Municipio com médio PIB per capita"
3303005,"Médio porte",236378921875,881221972656,26843,"N","Municipio com médio PIB per capita"
3303104,"Pequeno porte",1876121875,1217787011719,15082,"N","Municipio com médio PIB per capita"
3303203,"Grande porte",150378275,943354980469,157425,"S","Municipio com médio PIB per capita"
3303302,"Grande porte",10800670,2253031054688,487562,"S","Municipio com alto PIB per capita"
3303401,"Grande porte",26387335,1477016015625,182082,"N","Municipio com alto PIB per capita"
3303500,"Grande porte",9556221,1104651953125,796257,"S","Municipio com médio PIB per capita"
3303609,"Médio porte",39784746875,883791015625,47124,"S","Municipio com médio PIB per capita"
3303708,"Médio porte",4871274375,1168759960938,41084,"N","Municipio com médio PIB per capita"
3303807,"Médio porte",532311375,1489816015625,37533,"N","Municipio com alto PIB per capita"
3303856,"Médio porte",249084640625,95085,26359,"N","Municipio com médio PIB per capita"
3303906,"Grande porte",5831205,1850476953125,295917,"S","Municipio com alto PIB per capita"
3303955,"Pequeno porte",18085146875,808022021484,22719,"N","Municipio com médio PIB per capita"
3304003,"Médio porte",1186557875,45437609375,26314,"N","Municipio com alto PIB per capita"
3304102,"Pequeno porte",190635203125,1033588964844,17760,"N","Municipio com médio PIB per capita"
3304110,"Pequeno porte",35026265,215506453125,16592,"N","Municipio com alto PIB per capita"
3304128,"Pequeno porte",201804015625,153615,12793,"N","Municipio com alto PIB per capita"
3304144,"Grande porte",122445775,878516015625,137962,"S","Municipio com médio PIB per capita"
3304151,"Pequeno porte",181087225,910993203125,20242,"N","Municipio com alto PIB per capita"
3304201,"Grande porte",5011075,38536359375,119769,"N","Municipio com alto PIB per capita"
3304300,"Médio porte",834572375,1515999023438,55551,"S","Municipio com alto PIB per capita"
3304409,"Pequeno porte",17596225,958087011719,17425,"N","Municipio com médio PIB per capita"
3304508,"Pequeno porte",2931154375,333578515625,8561,"N","Municipio com alto PIB per capita"
3304524,"Grande porte",44800985,4636726953125,105676,"N","Municipio com alto PIB per capita"
3304557,"Grande porte",175739344,2840594921875,6320446,"S","Municipio com alto PIB per capita"
3304607,"Pequeno porte",1092171484375,1013616015625,10321,"N","Municipio com médio PIB per capita"
3304706,"Médio porte",51518790625,1214923046875,40589,"N","Municipio com médio PIB per capita"
3304755,"Médio porte",425176375,888895019531,41354,"N","Municipio com médio PIB per capita"
3304805,"Médio porte",38165759375,972226953125,37543,"N","Municipio com médio PIB per capita"
3304904,"Grande porte",9615568,969916015625,999728,"S","Municipio com médio PIB per capita"
3305000,"Médio porte",2039369875,666569609375,32747,"N","Municipio com alto PIB per capita"
3305109,"Grande porte",400029225,851438964844,458673,"S","Municipio com médio PIB per capita"
3305133,"Pequeno porte",821366953125,1125623046875,7003,"N","Municipio com médio PIB per capita"
3305158,"Pequeno porte",184233609375,89546796875,20251,"N","Municipio com médio PIB per capita"
3305208,"Médio porte",7781818125,916954003906,87875,"N","Municipio com médio PIB per capita"
3305307,"Pequeno porte",833036875,920279003906,8895,"N","Municipio com médio PIB per capita"
3305406,"Pequeno porte",33061090625,1904880078125,17525,"N","Municipio com alto PIB per capita"
3305505,"Médio porte",7841405,1130308984375,74234,"N","Municipio com médio PIB per capita"
3305554,"Médio porte",675776875,857378027344,78186,"S","Municipio com médio PIB per capita"
3305604,"Pequeno porte",1885985,848395996094,21349,"N","Municipio com médio PIB per capita"
3305703,"Pequeno porte",206854375,1350841992188,14900,"N","Municipio com alto PIB per capita"
3305752,"Médio porte",2394135,784164990234,30732,"S","Municipio com médio PIB per capita"
3305802,"Grande porte",2388092,1473449023438,163746,"N","Municipio com alto PIB per capita"
3305901,"Pequeno porte",781745703125,788527001953,10289,"N","Municipio com médio PIB per capita"
3306008,"Médio porte",1304643375,1714943945312,77432,"N","Municipio com alto PIB per capita"
3306107,"Médio porte",7562771875,997476953125,71843,"N","Municipio com médio PIB per capita"
3306156,"Pequeno porte",882128359375,996529980469,9475,"N","Municipio com médio PIB per capita"
3306206,"Médio porte",36180078125,1056075,34410,"N","Municipio com médio PIB per capita"
3306305,"Grande porte",8394797,32114390625,257803,"N","Municipio com alto PIB per capita"
3500105,"Médio porte",5319135,154518203125,33797,"N","Municipio com alto PIB per capita"
3500204,"Pequeno porte",684261484375,184437109375,3557,"N","Municipio com alto PIB per capita"
3500303,"Médio porte",47653265625,1484479003906,32148,"N","Municipio com alto PIB per capita"
3500402,"Pequeno porte",192788359375,2492738085938,7584,"N","Municipio com alto PIB per capita"
3500501,"Pequeno porte",1727690625,1057273046875,17266,"N","Municipio com médio PIB per capita"
3500550,"Pequeno porte",101069890625,1800959960938,5601,"N","Municipio com alto PIB per capita"
3500600,"Pequeno porte",5088055078125,1947208007812,2707,"S","Municipio com alto PIB per capita"
3500709,"Médio porte",753584625,2082416015625,34524,"N","Municipio com alto PIB per capita"
3500758,"Pequeno porte",6499613671875,1480212988281,4884,"S","Municipio com alto PIB per capita"
3500808,"Pequeno porte",381047421875,939698046875,3891,"N","Municipio com médio PIB per capita"
3500907,"Pequeno porte",96194734375,292652109375,3815,"N","Municipio com alto PIB per capita"
3501004,"Pequeno porte",23139984375,1487719042969,15607,"S","Municipio com alto PIB per capita"
3501103,"Pequeno porte",38369390625,899212011719,4102,"N","Municipio com médio PIB per capita"
3501152,"Pequeno porte",1693931125,1031187109375,16839,"S","Municipio com alto PIB per capita"
3501202,"Pequeno porte",5658080859375,1459773046875,3897,"N","Municipio com alto PIB per capita"
3501301,"Pequeno porte",199326484375,838245996094,23513,"N","Municipio com médio PIB per capita"
3501400,"Pequeno porte",3633570703125,729047021484,4650,"N","Municipio com médio PIB per capita"
3501509,"Pequeno porte",2828768359375,985976953125,3000,"N","Municipio com médio PIB per capita"
3501608,"Grande porte",61261705,2985041015625,210638,"S","Municipio com alto PIB per capita"
3501707,"Médio porte",578886875,1740750976562,34478,"N","Municipio com alto PIB per capita"
3501806,"Pequeno porte",495328203125,902566015625,5706,"N","Municipio com médio PIB per capita"
3501905,"Médio porte",1783702875,270553203125,65829,"N","Municipio com alto PIB per capita"
3502002,"Pequeno porte",70821875,155379296875,4293,"S","Municipio com alto PIB per capita"
3502101,"Médio porte",9494875,1677747070312,55334,"N","Municipio com alto PIB per capita"
3502200,"Pequeno porte",37060709375,1595725,22210,"N","Municipio com alto PIB per capita"
3502309,"Pequeno porte",912693828125,1582888964844,5653,"N","Municipio com alto PIB per capita"
3502408,"Pequeno porte",370649296875,939066015625,3738,"N","Municipio com médio PIB per capita"
3502507,"Médio porte",39299375,1044391015625,35007,"S","Municipio com médio PIB per capita"
3502606,"Pequeno porte",4659022265625,1013271972656,4450,"N","Municipio com médio PIB per capita"
3502705,"Médio porte",26334840625,1024701953125,25191,"N","Municipio com médio PIB per capita"
3502754,"Pequeno porte",14601575,1105509921875,17080,"S","Municipio com alto PIB per capita"
3502804,"Grande porte",30012995,1647218945312,181579,"N","Municipio com alto PIB per capita"
3502903,"Médio porte",259788671875,975695019531,27299,"S","Municipio com médio PIB per capita"
3503000,"Pequeno porte",72294453125,1361991015625,5152,"S","Municipio com alto PIB per capita"
3503109,"Pequeno porte",689269375,1109576953125,6123,"N","Municipio com médio PIB per capita"
3503158,"Pequeno porte",263502578125,1020537011719,2493,"S","Municipio com médio PIB per capita"
3503208,"Grande porte",419353525,2089808984375,208662,"N","Municipio com alto PIB per capita"
3503307,"Grande porte",240739925,210225703125,118843,"S","Municipio com alto PIB per capita"
3503356,"Pequeno porte",4081221875,2030458984375,1925,"N","Municipio com alto PIB per capita"
3503406,"Pequeno porte",128288984375,1626794042969,7841,"N","Municipio com alto PIB per capita"
3503505,"Pequeno porte",3842524609375,1041334960938,3696,"S","Municipio com médio PIB per capita"
3503604,"Pequeno porte",884769921875,793018017578,10579,"N","Municipio com médio PIB per capita"
3503703,"Pequeno porte",757754875,853712109375,8547,"N","Municipio com alto PIB per capita"
3503802,"Médio porte",4851166875,1115236035156,44177,"S","Municipio com médio PIB per capita"
3503901,"Médio porte",1529719875,1890363085938,74905,"S","Municipio com alto PIB per capita"
3503950,"Pequeno porte",1854380664062,101554296875,1809,"N","Municipio com médio PIB per capita"
3504008,"Médio porte",12582755,1274654980469,95144,"N","Municipio com médio PIB per capita"
3504107,"Grande porte",262561475,2071376953125,126603,"N","Municipio com alto PIB per capita"
3504206,"Pequeno porte",17704575,1232394042969,14202,"N","Municipio com médio PIB per capita"
3504305,"Pequeno porte",4651103125,899633007812,4959,"N","Municipio com médio PIB per capita"
3504404,"Pequeno porte",119166875,983874023438,11310,"N","Municipio com médio PIB per capita"
3504503,"Médio porte",1068860,126618203125,82934,"N","Municipio com médio PIB per capita"
3504602,"Pequeno porte",192836578125,1365020996094,14603,"N","Municipio com alto PIB per capita"
3504701,"Pequeno porte",23049953125,490737988281,3702,"N","Municipio com médio PIB per capita"
3504800,"Pequeno porte",1227569453125,1492123046875,8160,"N","Municipio com alto PIB per capita"
3504909,"Pequeno porte",883364296875,816266992188,10223,"S","Municipio com médio PIB per capita"
3505005,"Pequeno porte",2447694921875,863383984375,3116,"N","Municipio com médio PIB per capita"
3505104,"Pequeno porte",500422109375,720654003906,6593,"N","Municipio com médio PIB per capita"
3505203,"Médio porte",51201315625,1539101953125,31593,"N","Municipio com alto PIB per capita"
3505302,"Médio porte",720004875,1988194921875,35246,"N","Municipio com alto PIB per capita"
3505351,"Pequeno porte",3320544921875,619735986328,5244,"N","Municipio com médio PIB per capita"
3505401,"Pequeno porte",4499355078125,584408007812,7729,"N","Municipio com médio PIB per capita"
3505500,"Grande porte",165391075,1455676953125,112101,"N","Municipio com alto PIB per capita"
3505609,"Médio porte",26771703125,985376953125,28496,"S","Municipio com médio PIB per capita"
3505708,"Grande porte",26908070,99595703125,240749,"S","Municipio com alto PIB per capita"
3505807,"Pequeno porte",3223173125,1507565039062,20445,"N","Municipio com alto PIB per capita"
3505906,"Médio porte",8954224375,1585491992188,56476,"S","Municipio com alto PIB per capita"
3506003,"Grande porte",67955175,1890641992188,343937,"N","Municipio com alto PIB per capita"
3506102,"Médio porte",253052025,3259719921875,75035,"N","Municipio com alto PIB per capita"
3506201,"Pequeno porte",6518591015625,2185980078125,2674,"N","Municipio com alto PIB per capita"
3506300,"Pequeno porte",12540096875,1163705957031,10775,"N","Municipio com médio PIB per capita"
3506359,"Médio porte",6659770625,1505611035156,47645,"S","Municipio com alto PIB per capita"
3506409,"Pequeno porte",81456890625,1086961035156,7048,"N","Municipio com médio PIB per capita"
3506508,"Grande porte",1409186625,1270555957031,108728,"N","Municipio com médio PIB per capita"
3506607,"Médio porte",274942125,927291992188,28575,"S","Municipio com médio PIB per capita"
3506706,"Pequeno porte",14736253125,1056134960938,13645,"N","Municipio com médio PIB per capita"
3506805,"Pequeno porte",175754640625,1593712988281,10859,"N","Municipio com alto PIB per capita"
3506904,"Pequeno porte",1162833046875,1240354980469,9618,"N","Municipio com médio PIB per capita"
3507001,"Médio porte",1223898125,2725466992188,48314,"S","Municipio com alto PIB per capita"
3507100,"Pequeno porte",226661453125,1259720019531,19708,"N","Municipio com médio PIB per capita"
3507159,"Pequeno porte",31981234375,805979003906,3571,"N","Municipio com médio PIB per capita"
3507209,"Pequeno porte",5033271484375,6013466015625,805,"N","Municipio com alto PIB per capita"
3507308,"Pequeno porte",8956465625,2017676953125,4268,"N","Municipio com alto PIB per capita"
3507407,"Pequeno porte",20125371875,1389394042969,14529,"N","Municipio com alto PIB per capita"
3507456,"Pequeno porte",3441314453125,1465012988281,2293,"N","Municipio com alto PIB per capita"
3507506,"Grande porte",231710775,177763203125,127328,"N","Municipio com alto PIB per capita"
3507605,"Grande porte",238907825,1637544042969,146744,"N","Municipio com alto PIB per capita"
3507704,"Pequeno porte",4078184375,808681982422,5021,"N","Municipio com médio PIB per capita"
3507753,"Pequeno porte",989217265625,384460703125,2573,"N","Municipio com alto PIB per capita"
3507803,"Pequeno porte",21511809375,1050125,21107,"S","Municipio com médio PIB per capita"
3507902,"Pequeno porte",34952703125,1544461035156,21580,"N","Municipio com alto PIB per capita"
3508009,"Pequeno porte",246487109375,1358354980469,18563,"N","Municipio com alto PIB per capita"
3508108,"Pequeno porte",23059678125,1474780957031,15418,"N","Municipio com alto PIB per capita"
3508207,"Pequeno porte",245243796875,5987396875,4053,"S","Municipio com alto PIB per capita"
3508306,"Pequeno porte",1134507734375,2596722070312,4365,"N","Municipio com alto PIB per capita"
3508405,"Médio porte",1091386375,2555940039062,41604,"S","Municipio com alto PIB per capita"
3508504,"Médio porte",213676925,2508505078125,84752,"S","Municipio com alto PIB per capita"
3508603,"Médio porte",34740446875,1002148046875,30091,"S","Municipio com médio PIB per capita"
3508702,"Pequeno porte",221381296875,1146816015625,18538,"N","Municipio com médio PIB per capita"
3508801,"Pequeno porte",192295,1146113964844,16607,"N","Municipio com médio PIB per capita"
3508900,"Pequeno porte",3269449609375,791443017578,4072,"N","Municipio com médio PIB per capita"
3509007,"Médio porte",1701764,1929175,86529,"S","Municipio com alto PIB per capita"
3509106,"Pequeno porte",101315828125,1860030078125,5039,"N","Municipio com alto PIB per capita"
3509205,"Médio porte",4134485,6493105078125,64114,"S","Municipio com alto PIB per capita"
3509254,"Médio porte",4729123125,1634338964844,28372,"N","Municipio com alto PIB per capita"
3509304,"Pequeno porte",1140911171875,1139884960938,9768,"N","Municipio com médio PIB per capita"
3509403,"Pequeno porte",25785521875,1060565039062,23371,"S","Municipio com médio PIB per capita"
3509452,"Pequeno porte",73844609375,1328140039062,5567,"N","Municipio com médio PIB per capita"
3509502,"Grande porte",31654720,2973198046875,1080113,"S","Municipio com alto PIB per capita"
3509601,"Médio porte",838058875,111945703125,74074,"S","Municipio com médio PIB per capita"
3509700,"Médio porte",5464445625,1175023046875,47789,"S","Municipio com médio PIB per capita"
3509809,"Pequeno porte",835823515625,166697890625,4539,"N","Municipio com alto PIB per capita"
3509908,"Pequeno porte",101507171875,820325976562,12226,"N","Municipio com médio PIB per capita"
3509957,"Pequeno porte",346015703125,726160986328,4385,"S","Municipio com médio PIB per capita"
3510005,"Médio porte",44240915625,1437513964844,29884,"N","Municipio com alto PIB per capita"
3510104,"Pequeno porte",4842826171875,1748313085938,2668,"N","Municipio com alto PIB per capita"
3510153,"Pequeno porte",35199875,742143994141,4369,"N","Municipio com médio PIB per capita"
3510203,"Médio porte",58142525,1254748046875,46178,"N","Municipio com médio PIB per capita"
3510302,"Pequeno porte",17166559375,996201953125,17532,"S","Municipio com médio PIB per capita"
3510401,"Médio porte",884417375,19089109375,48576,"S","Municipio com alto PIB per capita"
3510500,"Grande porte",11473775,1193630957031,100840,"S","Municipio com médio PIB per capita"
3510609,"Grande porte",306829125,781329980469,369584,"S","Municipio com médio PIB per capita"
3510708,"Pequeno porte",126263390625,1086229980469,11805,"N","Municipio com médio PIB per capita"
3510807,"Médio porte",5666339375,2010124023438,28307,"N","Municipio com alto PIB per capita"
3510906,"Pequeno porte",39400171875,1439538964844,2634,"S","Municipio com alto PIB per capita"
3511003,"Pequeno porte",641493875,3968412109375,18003,"N","Municipio com alto PIB per capita"
3511102,"Grande porte",220460925,1920191015625,112820,"N","Municipio com alto PIB per capita"
3511201,"Pequeno porte",920679375,1269903027344,7127,"N","Municipio com médio PIB per capita"
3511300,"Pequeno porte",1028396953125,1245333984375,7972,"N","Municipio com médio PIB per capita"
3511409,"Pequeno porte",242703625,1399916992188,17532,"N","Municipio com alto PIB per capita"
3511508,"Médio porte",309235225,8095375,39617,"S","Municipio com alto PIB per capita"
3511607,"Pequeno porte",180082515625,1202233007812,15540,"S","Municipio com médio PIB per capita"
3511706,"Pequeno porte",1655780625,1073579003906,15085,"S","Municipio com médio PIB per capita"
3511904,"Pequeno porte",614249140625,933225976562,7065,"N","Municipio com médio PIB per capita"
3512001,"Pequeno porte",401904125,2264886914062,17371,"N","Municipio com alto PIB per capita"
3512100,"Pequeno porte",144238203125,2273258007812,5994,"N","Municipio com alto PIB per capita"
3512209,"Médio porte",3690080625,1507078027344,25229,"S","Municipio com alto PIB per capita"
3512308,"Pequeno porte",207561140625,1275416015625,16288,"N","Municipio com médio PIB per capita"
3512407,"Pequeno porte",136609925,659314296875,21080,"S","Municipio com alto PIB per capita"
3512506,"Pequeno porte",74791921875,1424608007812,5238,"N","Municipio com alto PIB per capita"
3512605,"Pequeno porte",586214140625,1097162988281,5001,"N","Municipio com médio PIB per capita"
3512704,"Pequeno porte",90408453125,2184834960938,3874,"S","Municipio com alto PIB per capita"
3512803,"Médio porte",80418875,1356204980469,58827,"S","Municipio com alto PIB per capita"
3512902,"Pequeno porte",86788875,1234024023438,7214,"N","Municipio com médio PIB per capita"
3513009,"Grande porte",54274215,2981363085938,201150,"S","Municipio com alto PIB per capita"
3513108,"Médio porte",42524971875,1378487988281,31691,"S","Municipio com alto PIB per capita"
3513207,"Pequeno porte",136067734375,1829850976562,7588,"S","Municipio com alto PIB per capita"
3513306,"Pequeno porte",564806953125,2397313085938,2274,"N","Municipio com alto PIB per capita"
3513405,"Médio porte",1022254625,1278505957031,77039,"S","Municipio com médio PIB per capita"
3513504,"Grande porte",5786553,4465553125,118720,"S","Municipio com alto PIB per capita"
3513603,"Pequeno porte",127499703125,537179980469,21866,"S","Municipio com médio PIB per capita"
3513702,"Médio porte",6267998125,2030647070312,31056,"N","Municipio com alto PIB per capita"
3513801,"Grande porte",9969819,2506630078125,386089,"S","Municipio com alto PIB per capita"
3513850,"Pequeno porte",2440538476562,1503720996094,1689,"N","Municipio com alto PIB per capita"
3513900,"Pequeno porte",158577421875,1398020019531,11208,"N","Municipio com alto PIB per capita"
3514007,"Pequeno porte",67685765625,824029003906,7939,"N","Municipio com médio PIB per capita"
3514106,"Pequeno porte",36396434375,1397712988281,24761,"N","Municipio com alto PIB per capita"
