codtribunal;grau;cod_orgao_julg;tipo_justica;descricao;uf;Porte_Municipio;PIB_percapita;tipo_processo;Porte_Tribunal;Atuacao_Vara;Classificacao_Acervo_2;mediana;qtd_npu;num_dias
TJRO;G1;3427;Estadual;ª VARA CÍVEL DE OURO PRETO;RO;Medio_Porte;11077.84960938;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2416;13;30600
TJRO;G1;3427;Estadual;ª VARA CÍVEL DE OURO PRETO;RO;Medio_Porte;11077.84960938;Família;PEQUENO;Civel Pura;Acervo Grande;1711;9;9427
TJRO;G1;3430;Estadual;ª VARA CÍVEL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Civel;PEQUENO;Civel Pura;Acervo Grande;2128;25;49746
TJRO;G1;3430;Estadual;ª VARA CÍVEL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2144;18;39451
TJRO;G1;3430;Estadual;ª VARA CÍVEL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Família;PEQUENO;Civel Pura;Acervo Grande;1978;5;10496
TJRO;G1;3430;Estadual;ª VARA CÍVEL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Sucessões;PEQUENO;Civel Pura;Acervo Grande;2554;1;2554
TJRO;G1;3431;Estadual;ª VARA CÍVEL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Civel;PEQUENO;Civel Pura;Acervo Grande;2246;16;34185
TJRO;G1;3431;Estadual;ª VARA CÍVEL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2142;11;22824
TJRO;G1;3431;Estadual;ª VARA CÍVEL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Família;PEQUENO;Civel Pura;Acervo Grande;1795;2;3931
TJRO;G1;3432;Estadual;ª VARA CRIMINAL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2053;8;14709
TJRO;G1;3433;Estadual;ª VARA CRIMINAL DE GUAJARÁ;RO;Medio_Porte;12018.51953125;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2024;8;16770
TJRO;G1;3434;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Civel;PEQUENO;Civel Pura;Acervo Grande;2142;150;309938
TJRO;G1;3434;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;1897;53;104170
TJRO;G1;3434;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Família;PEQUENO;Civel Pura;Acervo Grande;1853;2;4071
TJRO;G1;3434;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Fazenda;PEQUENO;Civel Pura;Acervo Grande;2588;1;2588
TJRO;G1;3434;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Sucessões;PEQUENO;Civel Pura;Acervo Grande;2312;1;2312
TJRO;G1;3435;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Civel;PEQUENO;Civel Pura;Acervo Grande;2029;34;70881
TJRO;G1;3435;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2310;12;25847
TJRO;G1;3435;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Sucessões;PEQUENO;Civel Pura;Acervo Grande;1885;4;7540
TJRO;G1;3436;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Civel;PEQUENO;Civel Pura;Acervo Grande;2062;78;153900
TJRO;G1;3436;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2103;43;92770
TJRO;G1;3436;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Família;PEQUENO;Civel Pura;Acervo Grande;1626;3;3561
TJRO;G1;3437;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Civel;PEQUENO;Civel Pura;Acervo Grande;2066;79;160745
TJRO;G1;3437;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2015;31;64313
TJRO;G1;3437;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Família;PEQUENO;Civel Pura;Acervo Grande;1789;5;9403
TJRO;G1;3437;Estadual;ª VARA CÍVEL DE VILHENA;RO;Medio_Porte;17000.58984375;Sucessões;PEQUENO;Civel Pura;Acervo Grande;2164;1;2164
TJRO;G1;3438;Estadual;ª VARA CRIMINAL DE VILHENA;RO;Medio_Porte;17000.58984375;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2522;32;79439
TJRO;G1;3439;Estadual;JUIZADOS ESPECIAIS DE VILHENA;RO;Medio_Porte;17000.58984375;Civel;PEQUENO;Civel Pura;Acervo Grande;1820;1;1820
TJRO;G1;3440;Estadual;ª VARA CRIMINAL DE VILHENA;RO;Medio_Porte;17000.58984375;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2054;14;28922
TJRO;G1;3441;Estadual;ª VARA CÍVEL DE PIMENTA BUENO;RO;Medio_Porte;15113.9296875;Civel;PEQUENO;Execucao fiscal;Acervo Grande;1726;40;62432
TJRO;G1;3441;Estadual;ª VARA CÍVEL DE PIMENTA BUENO;RO;Medio_Porte;15113.9296875;Execução Fiscal;PEQUENO;Execucao fiscal;Acervo Grande;2386;67;142138
TJRO;G1;3442;Estadual;VARA CRIMINAL DE PIMENTA BUENO;RO;Medio_Porte;15113.9296875;Criminal;PEQUENO;Criminal Pura;Acervo Médio;2386;7;16708
TJRO;G1;3444;Estadual;ª VARA CÍVEL DE JARU;RO;Medio_Porte;12053.73046875;Civel;PEQUENO;Civel Pura;Acervo Grande;2297;201;446938
TJRO;G1;3444;Estadual;ª VARA CÍVEL DE JARU;RO;Medio_Porte;12053.73046875;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2257;25;54566
TJRO;G1;3444;Estadual;ª VARA CÍVEL DE JARU;RO;Medio_Porte;12053.73046875;Família;PEQUENO;Civel Pura;Acervo Grande;1965;25;53428
TJRO;G1;3444;Estadual;ª VARA CÍVEL DE JARU;RO;Medio_Porte;12053.73046875;Fazenda;PEQUENO;Civel Pura;Acervo Grande;2373;8;18992
TJRO;G1;3444;Estadual;ª VARA CÍVEL DE JARU;RO;Medio_Porte;12053.73046875;Sucessões;PEQUENO;Civel Pura;Acervo Grande;1883;2;3943
TJRO;G1;3445;Estadual;ª VARA CÍVEL DE JARU;RO;Medio_Porte;12053.73046875;Civel;PEQUENO;Civel Pura;Acervo Grande;1949;45;85133
TJRO;G1;3445;Estadual;ª VARA CÍVEL DE JARU;RO;Medio_Porte;12053.73046875;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;1961;5;9805
TJRO;G1;3445;Estadual;ª VARA CÍVEL DE JARU;RO;Medio_Porte;12053.73046875;Família;PEQUENO;Civel Pura;Acervo Grande;1915;5;9579
TJRO;G1;3446;Estadual;VARA CRIMINAL DE JARU;RO;Medio_Porte;12053.73046875;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2170;3;4907
TJRO;G1;3447;Estadual;ª VARA CÍVEL DE CACOAL;RO;Medio_Porte;11552.41992188;Civel;PEQUENO;Civel Pura;Acervo Grande;1877;8;11781
TJRO;G1;3447;Estadual;ª VARA CÍVEL DE CACOAL;RO;Medio_Porte;11552.41992188;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;124;6;774
TJRO;G1;3447;Estadual;ª VARA CÍVEL DE CACOAL;RO;Medio_Porte;11552.41992188;Família;PEQUENO;Civel Pura;Acervo Grande;147;2;2476
TJRO;G1;3448;Estadual;ª VARA CÍVEL DE CACOAL;RO;Medio_Porte;11552.41992188;Civel;PEQUENO;Civel Pura;Acervo Grande;124;11;10464
TJRO;G1;3449;Estadual;ª VARA CÍVEL DE CACOAL;RO;Medio_Porte;11552.41992188;Civel;PEQUENO;Civel Pura;Acervo Grande;1868;13;15954
TJRO;G1;3449;Estadual;ª VARA CÍVEL DE CACOAL;RO;Medio_Porte;11552.41992188;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;127;2;2677
TJRO;G1;3449;Estadual;ª VARA CÍVEL DE CACOAL;RO;Medio_Porte;11552.41992188;Família;PEQUENO;Civel Pura;Acervo Grande;1699;1;1699
TJRO;G1;3450;Estadual;ª VARA CRIMINAL DE CACOAL;RO;Medio_Porte;11552.41992188;Criminal;PEQUENO;Criminal Pura;Acervo Grande;133;3;2780
TJRO;G1;3451;Estadual;ª VARA CRIMINAL DE CACOAL;RO;Medio_Porte;11552.41992188;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2154;5;8913
TJRO;G1;3453;Estadual;ª VARA CÍVEL DE PIMENTA BUENO;RO;Medio_Porte;15113.9296875;Civel;PEQUENO;Civel Pura;Acervo Grande;1957;29;53689
TJRO;G1;3453;Estadual;ª VARA CÍVEL DE PIMENTA BUENO;RO;Medio_Porte;15113.9296875;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2077;94;198885
TJRO;G1;3453;Estadual;ª VARA CÍVEL DE PIMENTA BUENO;RO;Medio_Porte;15113.9296875;Família;PEQUENO;Civel Pura;Acervo Grande;1822;5;9359
TJRO;G1;3454;Estadual;ª VARA GENÉRICA DE COLORADO;RO;Pequeno_Porte;11905.73046875;Civel;PEQUENO;Geral;Acervo Grande;1931;11;13320
TJRO;G1;3454;Estadual;ª VARA GENÉRICA DE COLORADO;RO;Pequeno_Porte;11905.73046875;Família;PEQUENO;Geral;Acervo Grande;1981;2;4017
TJRO;G1;3454;Estadual;ª VARA GENÉRICA DE COLORADO;RO;Pequeno_Porte;11905.73046875;Sucessões;PEQUENO;Geral;Acervo Grande;2155;1;2155
TJRO;G1;3455;Estadual;ª VARA GENÉRICA DE COLORADO;RO;Pequeno_Porte;11905.73046875;Criminal;PEQUENO;Criminal Pura;Acervo Médio;2137;2;4385
TJRO;G1;3456;Estadual;ª VARA CÍVEL DE ROLIM DE MOURA;RO;Medio_Porte;10301.58007812;Civel;PEQUENO;Civel Pura;Acervo Grande;1894;40;73481
TJRO;G1;3456;Estadual;ª VARA CÍVEL DE ROLIM DE MOURA;RO;Medio_Porte;10301.58007812;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2260;8;18948
TJRO;G1;3456;Estadual;ª VARA CÍVEL DE ROLIM DE MOURA;RO;Medio_Porte;10301.58007812;Família;PEQUENO;Civel Pura;Acervo Grande;133;3;2055
TJRO;G1;3456;Estadual;ª VARA CÍVEL DE ROLIM DE MOURA;RO;Medio_Porte;10301.58007812;Sucessões;PEQUENO;Civel Pura;Acervo Grande;2121;1;2121
TJRO;G1;3457;Estadual;ª VARA CÍVEL DE ROLIM DE MOURA;RO;Medio_Porte;10301.58007812;Civel;PEQUENO;Civel Pura;Acervo Grande;1868;36;62500
TJRO;G1;3458;Estadual;VARA CRIMINAL DE ROLIM DE MOURA;RO;Medio_Porte;10301.58007812;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2101;3;6259
TJRO;G1;3460;Estadual;ª VARA GENÉRICA DE CEREJEIRAS;RO;Pequeno_Porte;14314.04003906;Civel;PEQUENO;Geral;Acervo Grande;2059;7;14564
TJRO;G1;3460;Estadual;ª VARA GENÉRICA DE CEREJEIRAS;RO;Pequeno_Porte;14314.04003906;Criminal;PEQUENO;Geral;Acervo Grande;1754;5;8858
TJRO;G1;3461;Estadual;ª VARA GENÉRICA DE CEREJEIRAS;RO;Pequeno_Porte;14314.04003906;Civel;PEQUENO;Geral;Acervo Grande;1834;6;10087
TJRO;G1;3461;Estadual;ª VARA GENÉRICA DE CEREJEIRAS;RO;Pequeno_Porte;14314.04003906;Criminal;PEQUENO;Geral;Acervo Grande;1656;3;5589
TJRO;G1;3461;Estadual;ª VARA GENÉRICA DE CEREJEIRAS;RO;Pequeno_Porte;14314.04003906;Execução Fiscal;PEQUENO;Geral;Acervo Grande;1979;6;11794
TJRO;G1;3462;Estadual;VARA ÚNICA DE PRESIDENTE MÉDICI;RO;Pequeno_Porte;10917.1796875;Civel;PEQUENO;Geral;Acervo Grande;2373;45;100272
TJRO;G1;3462;Estadual;VARA ÚNICA DE PRESIDENTE MÉDICI;RO;Pequeno_Porte;10917.1796875;Criminal;PEQUENO;Geral;Acervo Grande;1773;2;3832
TJRO;G1;3462;Estadual;VARA ÚNICA DE PRESIDENTE MÉDICI;RO;Pequeno_Porte;10917.1796875;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2482;41;99928
TJRO;G1;3462;Estadual;VARA ÚNICA DE PRESIDENTE MÉDICI;RO;Pequeno_Porte;10917.1796875;Família;PEQUENO;Geral;Acervo Grande;2344;22;51176
TJRO;G1;3462;Estadual;VARA ÚNICA DE PRESIDENTE MÉDICI;RO;Pequeno_Porte;10917.1796875;Fazenda;PEQUENO;Geral;Acervo Grande;1926;1;1926
TJRO;G1;3463;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Geral;Acervo Médio;2349;3;6677
TJRO;G1;3463;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Família;PEQUENO;Geral;Acervo Médio;1895;4;8519
TJRO;G1;3464;Estadual;VARA ÚNICA DE SANTA LUZIA;RO;Pequeno_Porte;12266.58007812;Civel;PEQUENO;Geral;Acervo Grande;1803;6;8539
TJRO;G1;3464;Estadual;VARA ÚNICA DE SANTA LUZIA;RO;Pequeno_Porte;12266.58007812;Criminal;PEQUENO;Geral;Acervo Grande;148;2;296
TJRO;G1;3465;Estadual;ª VARA CÍVEL DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Civel Pura;Acervo Grande;1865;74;131976
TJRO;G1;3466;Estadual;VARA ÚNICA DE ALTA FLORESTA;RO;Pequeno_Porte;12554.79003906;Civel;PEQUENO;Geral;Acervo Grande;2009;51;96785
TJRO;G1;3466;Estadual;VARA ÚNICA DE ALTA FLORESTA;RO;Pequeno_Porte;12554.79003906;Criminal;PEQUENO;Geral;Acervo Grande;2302;3;6412
TJRO;G1;3466;Estadual;VARA ÚNICA DE ALTA FLORESTA;RO;Pequeno_Porte;12554.79003906;Sucessões;PEQUENO;Geral;Acervo Grande;1869;1;1869
TJRO;G1;3467;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Geral;Acervo Médio;156;5;4959
TJRO;G1;3467;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Família;PEQUENO;Geral;Acervo Médio;2115;3;6614
TJRO;G1;3468;Estadual;VARA ÚNICA DE ALVORADA;RO;Pequeno_Porte;9307.83984375;Civel;PEQUENO;Geral;Acervo Grande;2002;24;38975
TJRO;G1;3468;Estadual;VARA ÚNICA DE ALVORADA;RO;Pequeno_Porte;9307.83984375;Criminal;PEQUENO;Geral;Acervo Grande;138;3;2624
TJRO;G1;3468;Estadual;VARA ÚNICA DE ALVORADA;RO;Pequeno_Porte;9307.83984375;Fazenda;PEQUENO;Geral;Acervo Grande;2444;2;4888
TJRO;G1;3469;Estadual;ª VARA DE FAZENDA PÚBLICA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Civel Pura;Acervo Grande;2105;48;102347
TJRO;G1;3469;Estadual;ª VARA DE FAZENDA PÚBLICA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Fazenda;PEQUENO;Civel Pura;Acervo Grande;2110;2;4246
TJRO;G1;3470;Estadual;ª VARA GENÉRICA DE BURITIS;RO;Medio_Porte;9406.41992188;Civel;PEQUENO;Geral;Acervo Grande;139;2;278
TJRO;G1;3470;Estadual;ª VARA GENÉRICA DE BURITIS;RO;Medio_Porte;9406.41992188;Família;PEQUENO;Geral;Acervo Grande;152;2;304
TJRO;G1;3472;Estadual;ª VARA GENÉRICA DE ESPIGÃO;RO;Medio_Porte;11063.05957031;Civel;PEQUENO;Geral;Acervo Grande;1783;13;22343
TJRO;G1;3472;Estadual;ª VARA GENÉRICA DE ESPIGÃO;RO;Medio_Porte;11063.05957031;Família;PEQUENO;Geral;Acervo Grande;2486;1;2486
TJRO;G1;3472;Estadual;ª VARA GENÉRICA DE ESPIGÃO;RO;Medio_Porte;11063.05957031;Sucessões;PEQUENO;Geral;Acervo Grande;2080;1;2080
TJRO;G1;3473;Estadual;ª VARA CRIMINAL DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Criminal;PEQUENO;Criminal Pura;Acervo Grande;1783;83;162280
TJRO;G1;3474;Estadual;VARA ÚNICA DE COSTA MARQUES;RO;Pequeno_Porte;8307.87988281;Civel;PEQUENO;Geral;Acervo Grande;125;2;2227
TJRO;G1;3474;Estadual;VARA ÚNICA DE COSTA MARQUES;RO;Pequeno_Porte;8307.87988281;Criminal;PEQUENO;Geral;Acervo Grande;1900;86;167752
TJRO;G1;3474;Estadual;VARA ÚNICA DE COSTA MARQUES;RO;Pequeno_Porte;8307.87988281;Execução Fiscal;PEQUENO;Geral;Acervo Grande;1824;2;3941
TJRO;G1;3474;Estadual;VARA ÚNICA DE COSTA MARQUES;RO;Pequeno_Porte;8307.87988281;Família;PEQUENO;Geral;Acervo Grande;1831;1;1831
TJRO;G1;3474;Estadual;VARA ÚNICA DE COSTA MARQUES;RO;Pequeno_Porte;8307.87988281;Fazenda;PEQUENO;Geral;Acervo Grande;2159;1;2159
TJRO;G1;3475;Estadual;ª VARA CRIMINAL DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Criminal;PEQUENO;Criminal Pura;Acervo Médio;2064;120;249052
TJRO;G1;3476;Estadual;º JUÍZO DE MACHADINHO;RO;Medio_Porte;9161.6796875;Civel;PEQUENO;Geral;Acervo Grande;2025;94;180710
TJRO;G1;3476;Estadual;º JUÍZO DE MACHADINHO;RO;Medio_Porte;9161.6796875;Criminal;PEQUENO;Geral;Acervo Grande;2522;13;30941
TJRO;G1;3476;Estadual;º JUÍZO DE MACHADINHO;RO;Medio_Porte;9161.6796875;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2010;7;13655
TJRO;G1;3476;Estadual;º JUÍZO DE MACHADINHO;RO;Medio_Porte;9161.6796875;Família;PEQUENO;Geral;Acervo Grande;2330;4;9320
TJRO;G1;3476;Estadual;º JUÍZO DE MACHADINHO;RO;Medio_Porte;9161.6796875;Sucessões;PEQUENO;Geral;Acervo Grande;2032;1;2032
TJRO;G1;3477;Estadual;ª VARA DE FAZENDA PÚBLICA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Civel Pura;Acervo Grande;2124;48;91483
TJRO;G1;3477;Estadual;ª VARA DE FAZENDA PÚBLICA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Fazenda;PEQUENO;Civel Pura;Acervo Grande;1914;2;3828
TJRO;G1;3478;Estadual;VARA ÚNICA DE NOVA BRASILÂNDIA;RO;Pequeno_Porte;9224.0703125;Civel;PEQUENO;Geral;Acervo Grande;1899;34;58373
TJRO;G1;3478;Estadual;VARA ÚNICA DE NOVA BRASILÂNDIA;RO;Pequeno_Porte;9224.0703125;Criminal;PEQUENO;Geral;Acervo Grande;137;2;285
TJRO;G1;3478;Estadual;VARA ÚNICA DE NOVA BRASILÂNDIA;RO;Pequeno_Porte;9224.0703125;Execução Fiscal;PEQUENO;Geral;Acervo Grande;1915;6;12549
TJRO;G1;3478;Estadual;VARA ÚNICA DE NOVA BRASILÂNDIA;RO;Pequeno_Porte;9224.0703125;Família;PEQUENO;Geral;Acervo Grande;2076;3;4338
TJRO;G1;3478;Estadual;VARA ÚNICA DE NOVA BRASILÂNDIA;RO;Pequeno_Porte;9224.0703125;Sucessões;PEQUENO;Geral;Acervo Grande;1743;2;3893
TJRO;G1;3479;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Geral;Acervo Médio;163;4;5018
TJRO;G1;3479;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Família;PEQUENO;Geral;Acervo Médio;2343;5;11035
TJRO;G1;3479;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Sucessões;PEQUENO;Geral;Acervo Médio;2329;2;4721
TJRO;G1;3480;Estadual;VARA ÚNICA DE SÃO MIGUEL;RO;Pequeno_Porte;12224.41992188;Civel;PEQUENO;Geral;Acervo Grande;2053;19;37630
TJRO;G1;3480;Estadual;VARA ÚNICA DE SÃO MIGUEL;RO;Pequeno_Porte;12224.41992188;Criminal;PEQUENO;Geral;Acervo Grande;1900;11;21151
TJRO;G1;3480;Estadual;VARA ÚNICA DE SÃO MIGUEL;RO;Pequeno_Porte;12224.41992188;Execução Fiscal;PEQUENO;Geral;Acervo Grande;1948;2;4244
TJRO;G1;3480;Estadual;VARA ÚNICA DE SÃO MIGUEL;RO;Pequeno_Porte;12224.41992188;Família;PEQUENO;Geral;Acervo Grande;1729;2;3727
TJRO;G1;3481;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Geral;Acervo Médio;1689;10;17331
TJRO;G1;3481;Estadual;ª VARA DE FAMÍLIA DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Família;PEQUENO;Geral;Acervo Médio;1876;2;3942
TJRO;G1;3482;Estadual;ª VARA CÍVEL DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Civel Pura;Acervo Grande;2031;101;207503
TJRO;G1;3482;Estadual;ª VARA CÍVEL DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Juizados Especiais Cíveis;PEQUENO;Civel Pura;Acervo Grande;116;1;116
TJRO;G1;4440;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Civel;PEQUENO;Civel Pura;Acervo Grande;1947;67;127151
TJRO;G1;4440;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;1863;2;3948
TJRO;G1;4440;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Família;PEQUENO;Civel Pura;Acervo Grande;2314;1;2314
TJRO;G1;4440;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Sucessões;PEQUENO;Civel Pura;Acervo Grande;2282;1;2282
TJRO;G1;4441;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Civel;PEQUENO;Civel Pura;Acervo Grande;1884;28;42490
TJRO;G1;4441;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2357;10;23594
TJRO;G1;4441;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Família;PEQUENO;Civel Pura;Acervo Grande;144;2;288
TJRO;G1;4442;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Civel;PEQUENO;Civel Pura;Acervo Grande;1932;39;70134
TJRO;G1;4442;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2534;8;17005
TJRO;G1;4443;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Civel;PEQUENO;Civel Pura;Acervo Grande;2356;61;130568
TJRO;G1;4443;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2191;1;2191
TJRO;G1;4443;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Família;PEQUENO;Civel Pura;Acervo Grande;2046;2;4222
TJRO;G1;4444;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Civel;PEQUENO;Civel Pura;Acervo Grande;2156;34;69386
TJRO;G1;4444;Estadual;ª VARA CÍVEL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Execução Fiscal;PEQUENO;Civel Pura;Acervo Grande;2269;7;11556
TJRO;G1;4445;Estadual;ª VARA CRIMINAL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2357;2;4714
TJRO;G1;4446;Estadual;ª VARA CRIMINAL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Criminal;PEQUENO;Criminal Pura;Acervo Grande;115;6;6486
TJRO;G1;4447;Estadual;ª VARA CRIMINAL DE JI-PARANÁ;RO;Grande_Porte;12625.76953125;Criminal;PEQUENO;Criminal Pura;Acervo Grande;1747;12;22410
TJRO;G1;4449;Estadual;ª VARA CRIMINAL DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Criminal;PEQUENO;Criminal Pura;Acervo Médio;1973;79;157510
TJRO;G1;4450;Estadual;VARA DE DELITOS DE TÓXICO DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2199;53;112688
TJRO;G1;4453;Estadual;VARA DE EXECUÇÕES PENAIS (VEP) DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2107;17;36296
TJRO;G1;4464;Estadual;ª VARA DE EXECUÇÕES FISCAIS DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Execucao fiscal;Acervo Grande;2175;7;10770
TJRO;G1;4464;Estadual;ª VARA DE EXECUÇÕES FISCAIS DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Execução Fiscal;PEQUENO;Execucao fiscal;Acervo Grande;2072;248;520328
TJRO;G1;4465;Estadual;ª VARA DE EXECUÇÕES FISCAIS DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Execucao fiscal;Acervo Grande;2472;5;12229
TJRO;G1;4465;Estadual;ª VARA DE EXECUÇÕES FISCAIS DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Execução Fiscal;PEQUENO;Execucao fiscal;Acervo Grande;2221;65;141933
TJRO;G1;4465;Estadual;ª VARA DE EXECUÇÕES FISCAIS DE PORTO VELHO;RO;Grande_Porte;17260.02929688;Família;PEQUENO;Execucao fiscal;Acervo Grande;1773;1;1773
TJRO;G2;16566;Estadual;Gabinete Des. Eurico Montenegro Junior;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Civel Pura;Acervo Médio;122;1;122
TJRO;G2;16567;Estadual;Gabinete Des. Renato Martins Mimessi;RO;Grande_Porte;17260.02929688;Civel;PEQUENO;Civel Pura;Acervo Médio;2204;6;13110
TJRO;G2;16568;Estadual;Gabinete Des. Valter de Oliveira;RO;Grande_Porte;17260.02929688;Criminal;PEQUENO;Criminal Pura;Acervo Grande;142;13;5638
TJRO;G2;16571;Estadual;Gabinete Des. José Antônio Robles;RO;Grande_Porte;17260.02929688;Criminal;PEQUENO;Criminal Pura;Acervo Médio;122;9;1138
