codtribunal;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu)
TRE-SC;14618;16 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Médio;Acervo Médio;2597;25
TRE-SC;14647;45 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Médio;Acervo Médio;2257;45
TRE-SC;14658;56 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;2093;28
TRE-SC;14666;64 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;2227;21
TRE-SC;14668;66 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Médio;Acervo Médio;2333;35
TRE-SC;14676;74 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;2491;25
TRE-SC;14679;77 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;2174;34
TRE-SC;14680;78 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Médio;Acervo Médio;2515;40
TRE-SC;14690;88 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Médio;Acervo Médio;2449;47
TRE-SC;14703;101ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Inadministrável;Acervo Grande;2581;57
TRE-SC;14705;103 ª ZONA ELEITORAL;Eleitoral;SC;Eleitoral;;Mista;Acervo Médio;Acervo Médio;2013;51
TRE-SP;14822;114 ª ZONA ELEITORAL - SANTA CRUZ DO RIO PARDO;Eleitoral;SP;Cível;;Mista;Acervo Pequeno;Acervo Pequeno;123;22
TRE-TO;16935;20ª ZONA ELEITORAL - PEIXE/TO;Eleitoral;TO;Eleitoral;;Mista;Acervo Médio;Acervo Médio;131;27
TREAM;14340;005ª ZONA ELEITORAL - MAUÉS;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;729;44
TREAM;14343;008ª ZONA ELEITORAL - COARI;Eleitoral;AM;Eleitoral;;Mista;Acervo Médio;Acervo Médio;1425;46
TREAM;14344;009ª ZONA ELEITORAL - TEFÉ / UARINI;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;952;142
TREAM;14345;010ª ZONA ELEITORAL - FONTE BOA;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1717;22
TREAM;14347;012ª ZONA ELEITORAL - LÁBREA;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;961;58
TREAM;14351;016ª ZONA ELEITORAL - MANICORÉ;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;796;29
TREAM;14353;018ª ZONA ELEITORAL - BARCELOS;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1298;50
TREAM;14355;020ª ZONA ELEITORAL - BENJAMIN CONSTANT;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1053;47
TREAM;14357;022ª ZONA ELEITORAL - SÃO PAULO DE OLIVENÇA / AMATURÁ;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;784;32
TREAM;14359;039ª ZONA ELEITORAL - SILVES;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1155;21
TREAM;14361;026ª ZONA ELEITORAL - BARREIRINHA;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;991;21
TREAM;14369;034ª ZONA ELEITORAL - NOVO AIRÃO;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1105;45
TREAM;14377;042ª ZONA ELEITORAL - ATALAIA DO NORTE;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1678;23
TREAM;14379;044ª ZONA ELEITORAL - PAUINÍ;Eleitoral;AM;Eleitoral;;Eleitoral;Acervo Pequeno;Acervo Pequeno;1131;40
TREAM;14381;046ª ZONA ELEITORAL - ENVIRA;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;2114;104
TREAM;14384;049ª ZONA ELEITORAL - MARAÃ;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1380;75
TREAM;14400;065ª ZONA ELEITORAL - CAPITAL;Eleitoral;AM;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1787;37
TREPA;30466;23ª ZONA ELEITORAL;Eleitoral;PA;Eleitoral;;Mista;Acervo Médio;Acervo Médio;292;51
TREPA;30496;53ª ZONA ELEITORAL;Eleitoral;PA;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1341;102
TREPA;30526;83ª ZONA ELEITORAL;Eleitoral;PA;Eleitoral;;Mista;Acervo Médio;Acervo Médio;790;23
TREPA;30538;95ª ZONA ELEITORAL;Eleitoral;PA;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;254;30
TREPA;30543;100ª ZONA ELEITORAL;Eleitoral;PA;Eleitoral;;Mista;Acervo Médio;Acervo Médio;274;28
TRERJ;14927;5ª Zona Eleitoral;Eleitoral;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;2197;28
TRERJ;15003;37ª Zona Eleitoral;Eleitoral;RJ;Eleitoral;;Mista;Acervo Médio;Acervo Médio;1623;24
TRERJ;15017;50ª Zona Eleitoral;Eleitoral;RJ;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;993;115
TRERJ;15019;52ª Zona Eleitoral;Eleitoral;RJ;Eleitoral;;Mista;Acervo Médio;Acervo Médio;1441;43
TRERJ;15050;70ª Zona Eleitoral;Eleitoral;RJ;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1812;30
TRERJ;15102;109ª Zona Eleitoral;Eleitoral;RJ;Eleitoral;;Mista;Acervo Médio;Acervo Médio;1121;38
TRERJ;15144;138ª Zona Eleitoral;Eleitoral;RJ;Eleitoral;;Mista;Acervo Pequeno;Acervo Pequeno;1072;24
TRERJ;15146;139ª Zona Eleitoral;Eleitoral;RJ;Eleitoral;;Mista;Acervo Médio;Acervo Médio;868;60
TRERJ;15175;146ª Zona Eleitoral;Eleitoral;RJ;Criminal;;Mista;Acervo Grande;Acervo Grande;859;36
TRERJ;15178;149ª Zona Eleitoral;Eleitoral;RJ;Eleitoral;;Mista;Acervo Médio;Acervo Médio;1188;25
TRERJ;15214;181ª Zona Eleitoral;Eleitoral;RJ;Criminal;;Mista;Acervo Médio;Acervo Médio;1998;30
TRERJ;15262;221ª Zona Eleitoral;Eleitoral;RJ;Criminal;;Mista;Acervo Pequeno;Acervo Pequeno;994;26
TRF2;12151;9ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;1815;337
TRF2;12239;1ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;2064;84
TRF2;12249;3ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;2106;93
TRF2;12253;4ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;2036;80
TRF2;12257;5ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;1946;88
TRF2;12259;6ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;1831;58
TRF2;12260;7ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;2077;43
TRF2;12261;8ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;1923;73
TRF2;12264;3ª Vara Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Médio;Acervo Médio;1872;23
TRF2;12273;Vara Federal de Angra dos Reis;Federal;RJ;Criminal;;Mista;Acervo Grande;Acervo Grande;2112;22
TRF2;12273;Vara Federal de Angra dos Reis;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;1888;25
TRF2;12278;Vara Federal de Itaperuna;Federal;RJ;Criminal;;Mista;Acervo Grande;Acervo Grande;1623;34
TRF2;12278;Vara Federal de Itaperuna;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;1841;25
TRF2;12280;Vara Federal de Macaé;Federal;RJ;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2037;23
TRF2;12293;1ª Vara Federal de Campos;Federal;RJ;Criminal;;Mista;Acervo Inadministrável;Acervo Grande;1835;22
TRF2;12293;1ª Vara Federal de Campos;Federal;RJ;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2135;25
TRF2;12297;2ª Vara Federal de Niterói;Federal;RJ;Criminal;;Criminal;Acervo Médio;Acervo Médio;1828;77
TRF2;12307;3ª Vara Federal de São João de Meriti;Federal;RJ;Criminal;;Mista;Acervo Médio;Acervo Médio;1882;54
TRF2;12316;1ª Vara Federal Criminal de Vitória;Federal;ES;Criminal;;Criminal;Acervo Grande;Acervo Grande;2029;32
TRF2;12317;2ª Vara Federal Criminal de Vitória;Federal;ES;Criminal;;Criminal;Acervo Grande;Acervo Grande;2024;63
TRF2;12320;2ª Vara Federal de Cachoeiro do Itapemirim;Federal;ES;Cível;;Cível;Acervo Grande;Acervo Grande;1961;37
TRF2;12438;Vara Federal de Barra do Piraí;Federal;RJ;Criminal;;Mista;Acervo Grande;Acervo Grande;1902;31
TRF2;12438;Vara Federal de Barra do Piraí;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;2030;36
TRF2;12849;1º Juizado Especial Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;1805;36
TRF2;12850;2º Juizado Especial Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Médio;Acervo Médio;2002;76
TRF2;12853;5º Juizado Especial Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Médio;Acervo Médio;2054;41
TRF2;12860;4º Juizado Especial Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;2192;172
TRF2;12864;5ª Vara Federal de Niterói;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2037;21
TRF2;12872;2ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2059;27
TRF2;12874;4ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2101;39
TRF2;12875;5ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2104;25
TRF2;12876;6ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2257;29
TRF2;12877;7ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2099;21
TRF2;12878;8ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1938;24
TRF2;12893;1ª Vara de Execução Fiscal de São João de Meriti;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2087;52
TRF2;12894;2ª Vara de Execução Fiscal de São João de Meriti;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2051;54
TRF2;12901;2ª Vara de Execução Fiscal de Vitória;Federal;ES;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2060;47
TRF2;12902;1ª Vara de Execução Fiscal de Vitória;Federal;ES;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2232;26
TRF2;12904;4ª Vara de Execução Fiscal de Vitória;Federal;ES;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1959;82
TRF2;14167;10ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Médio;Acervo Médio;1885;69
TRF2;14309;9ª Vara de Execução Fiscal do Rio de janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2051;29
TRF2;16184;6ª Vara Federal de São João de Meriti;Federal;RJ;Criminal;;Mista;Acervo Grande;Acervo Grande;1894;59
TRF2;16836;3ª vara federal de cachoeiro de itapemirim;Federal;ES;Criminal;;Criminal;Acervo Médio;Acervo Médio;1950;37
TRF2;17024;DESEMBARGADOR FEDERAL ALCIDES MARTINS;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;1836;23
TRF2;17026;Desembargadora Federal SIMONE SCHREIBER;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;2059;60
TRF2;17033;DESEMBARGADOR FEDERAL THEOPHILO ANTONIO MIGUEL FILHO;Federal;RJ;Cível;;Mista;Acervo Médio;Acervo Médio;2080;24
TRF2;17037;Desembargador Federal JOSÉ FERREIRA NEVES NETO ;Federal;RJ;Cível;;Mista;Acervo Médio;Acervo Médio;2038;29
TRF2;17042;Desembargador Federal MARCUS ABRAHAM;Federal;RJ;Cível;;Mista;Acervo Médio;Acervo Médio;2146;57
TRF2;17043;Desembargador Federal MARCELO PEREIRA  DA SILVA;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;1921;42
TRF2;17045;Desembargadora Federal CLAUDIA MARIA PEREIRA BASTOS NEIVA;Federal;RJ;Cível;;Mista;Acervo Médio;Acervo Médio;2053;31
TRF2;17756;1º Juizado Especial Federal de cachoeiro de itapemirim;Federal;ES;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1898;38
TRF2;17758;2º Juizado Especial Federal de Campos;Federal;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;1936;56
TRF2;17760;10ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1949;45
TRF2;17762;11ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2012;39
TRF2;17763;12ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2228;30
TRF2;63777;Desembargadora Federal LETÍCIA DE SANTIS MELLO;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;1981;67
TRF2;63780;Gabinete da Vice-Presidência;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;2078;343
TRF2;63814;Presidência das Turmas Recursais;Federal;RJ;Cível;;Cível;Acervo Pequeno;Acervo Pequeno;2446;76
TRF3;12442;1ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;2016;78
TRF3;12443;2ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Mista;Acervo Médio;Acervo Médio;2221;35
TRF3;12444;3ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;2012;31
TRF3;12445;4ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;1989;37
TRF3;12446;5ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;2131;35
TRF3;12447;6ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Médio;Acervo Médio;1747;28
TRF3;12448;7ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;2231;26
TRF3;12449;8ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;2069;21
TRF3;12450;9ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;1989;36
TRF3;12465;5ª VARA FEDERAL DE SANTOS;Federal;SP;Criminal;;Criminal;Acervo Médio;Acervo Médio;1863;34
TRF3;12466;6ª VARA FEDERAL DE SANTOS;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;1903;22
TRF3;12473;4ª VARA FEDERAL DE SÃO JOSÉ DO RIO PRETO;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;1817;24
TRF3;12515;1ª VARA FEDERAL DE GUARULHOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2082;61
TRF3;12517;4ª VARA FEDERAL DE GUARULHOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;1916;28
TRF3;12518;5ª VARA FEDERAL DE GUARULHOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2005;28
TRF3;12519;6ª VARA FEDERAL DE GUARULHOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2030;31
TRF3;12521;1ª VARA FEDERAL DE ARARAQUARA;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;1890;22
TRF3;12522;2ª VARA FEDERAL DE ARARAQUARA;Federal;SP;Criminal;;Mista;Acervo Inadministrável;Acervo Grande;2055;31
TRF3;12542;5ª VARA FEDERAL DE CAMPO GRANDE;Federal;MS;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;2020;60
TRF3;13990;2ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2109;25
TRF3;13991;3ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2233;22
TRF3;13993;5ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2029;31
TRF3;13994;6ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2216;28
TRF3;13995;7ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2100;36
TRF3;13996;8ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2305;31
TRF3;13997;9ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2253;21
TRF3;13998;10ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2073;37
TRF3;14000;12ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2075;28
TRF3;14013;6ª VARA FEDERAL DE CAMPO GRANDE;Federal;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2114;21
TRF3;14039;4ª VARA FEDERAL DE SOROCABA;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;1949;37
TRF3;21670;GAB. 01 - DES.FED. VALDECI DOS SANTOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2222;22
TRF3;21670;GAB. 01 - DES.FED. VALDECI DOS SANTOS;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2267;37
TRF3;21671;GAB. 02 - DES.FED. WILSON ZAUHY;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2270;27
TRF3;21672;GAB. 03 - DES.FED. HÉLIO NOGUEIRA;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2224;44
TRF3;21672;GAB. 03 - DES.FED. HÉLIO NOGUEIRA;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;1960;56
TRF3;21675;GAB. 06 - DES.FED. CARLOS FRANCISCO;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2095;49
TRF3;21675;GAB. 06 - DES.FED. CARLOS FRANCISCO;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2056;31
TRF3;21678;GAB. 09 - DES.FED. NELTON DOS SANTOS;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2318;21
TRF3;21684;GAB. 15 - DES.FED. ANDRÉ NEKATSCHALOW;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2129;22
TRF3;21685;GAB. 16 - DES.FED. PAULO FONTES;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;1888;49
TRF3;21685;GAB. 16 - DES.FED. PAULO FONTES;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2261;30
TRF3;21686;GAB. 17 - DES.FED. MAURICIO KATO;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2239;43
TRF3;21686;GAB. 17 - DES.FED. MAURICIO KATO;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2252;40
TRF3;21688;GAB. 19 - DES.FED. FÁBIO PRIETO;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2040;21
TRF3;21690;GAB. 21 - DES.FED. JOHONSOM DI SALVO;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2095;36
TRF3;21691;GAB. 22 - DES.FED. INÊS VIRGÍNIA;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2008;29
TRF3;21692;GAB. 23 - DES.FED. TORU YAMAMOTO;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2193;61
TRF3;21697;GAB. 28 - DES.FED. DAVID DANTAS;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2015;72
TRF3;21698;GAB. 29 - DES.FED. LUIZ STEFANINI;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1969;30
TRF3;21701;GAB. 32 - JUIZA CONV. LEILA PAIVA;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1986;56
TRF3;21702;GAB. 33 - DES.FED. GILBERTO JORDAN;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2008;41
TRF3;21705;GAB. 36 - DES.FED. LUCIA URSAIA;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2144;22
TRF3;21706;GAB. 37 - DES.FED. NELSON PORFIRIO;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1926;166
TRF3;21707;GAB. 38 - DES.FED. FAUSTO DE SANCTIS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2157;21
TRF3;21707;GAB. 38 - DES.FED. FAUSTO DE SANCTIS;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2105;29
TRF3;21709;GAB. 40 - DES.FED. NINO TOLDO;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2176;77
TRF3;21711;GABINETE DA VICE-PRESIDÊNCIA ;Federal;SP;Criminal;;Mista;Acervo Inadministrável;Acervo Grande;1945;199
TRF3;21711;GABINETE DA VICE-PRESIDÊNCIA ;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2074;680
TRF3;21715;GABINETE DA CONCILIAÇÃO;Federal;SP;Cível;;Cível;Acervo Médio;Acervo Médio;2002;55
TRF4;11960;1ª Vara Federal de Pelotas;Federal;RS;Cível;;Mista;Acervo Inadministrável;Acervo Grande;193;33
TRF4;11961;2ª Vara Federal de Pelotas;Federal;RS;Cível;;Mista;Acervo Médio;Acervo Médio;508;24
TRF4;11972;1ª Vara Federal de Rio Grande;Federal;RS;Criminal;;Mista;Acervo Inadministrável;Acervo Grande;1231;26
TRF4;11972;1ª Vara Federal de Rio Grande;Federal;RS;Cível;;Mista;Acervo Inadministrável;Acervo Grande;798;55
TRF4;11973;2ª Vara Federal de Rio Grande;Federal;RS;Cível;;Mista;Acervo Médio;Acervo Médio;664;54
TRF4;12003;1ª Vara Federal de Criciúma;Federal;SC;Criminal;;Criminal;Acervo Grande;Acervo Grande;2280;27
TRF4;12004;7ª Vara Federal de Florianópolis;Federal;SC;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;1786;33
TRF4;12007;1ª Vara Federal de Joinville;Federal;SC;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;2117;28
TRF4;12593;1ª Vara Federal de Novo Hamburgo;Federal;RS;Cível;;Cível;Acervo Grande;Acervo Grande;733;21
TRF4;12615;2ª Vara Federal de Porto Alegre;Federal;RS;Cível;;Cível;Acervo Grande;Acervo Grande;433;24
TRF4;12664;3ª Vara Federal de Joinville;Federal;SC;Cível;;Cível;Acervo Grande;Acervo Grande;196;21
TRF4;12670;16ª Vara Federal de Porto Alegre;Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;176;22
TRF4;12677;14ª Vara Federal de Porto Alegre;Federal;RS;Cível;;Cível;Acervo Grande;Acervo Grande;188;21
TRF4;12696;5ª Vara Federal de Maringá;Federal;PR;Cível;;Cível;Acervo Inadministrável;Acervo Grande;143;26
TRF4;13701;1ª Vara Federal de Guaíra;Federal;PR;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;141;36
TRF4;17792;3ª Vara Federal de Ponta Grossa;Federal;PR;Cível;;Cível;Acervo Inadministrável;Acervo Grande;131;31
TRF4;44528;GAB. 71 (Des. Federal CLAUDIA CRISTINA CRISTOFANI);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;127;27
TRF4;44531;GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;155;24
TRF4;44532;GAB. 12 (Juiz Federal FRANCISCO DONIZETE GOMES);Federal;RS;Cível;;Cível;Acervo Médio;Acervo Médio;181;25
TRF4;44534;GAB. 81 (Des. Federal LEANDRO PAULSEN);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;135;34
TRF4;44535;GAB. 21 (Des. Federal MARIA DE FÁTIMA FREITAS LABARRÈRE);Federal;RS;Cível;;Cível;Acervo Médio;Acervo Médio;157;24
TRF4;44538;GAB. 73 (Des. Federal LUIZ CARLOS CANALLI);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;140;23
TRF4;44539;GAB. 101 (Des. Federal LUIZ FERNANDO WOWK PENTEADO);Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;166;29
TRF4;44539;GAB. 102 (Des. Federal MÁRCIO ANTONIO ROCHA);Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;154;30
TRF4;44539;GAB. 103 (Des. Federal FERNANDO QUADROS DA SILVA);Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;159;21
TRF4;44539;GAB. 93 (Des. Federal SEBASTIÃO OGÊ MUNIZ);Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;148;25
TRF4;44545;GAB. 23 (Des. Federal RÔMULO PIZZOLATTI);Federal;RS;Cível;;Cível;Acervo Médio;Acervo Médio;153;21
TRF4;44546;GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;136;29
