codtribunal;grau;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias);Mean(numero_dias)
TJRS;G1;2918;2ª Vara Judicial - São Sebastião do Caí;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;152;2;304;152
TJRS;G1;2920;2ª Vara - Giruá;Estadual;RS;Criminal;GRANDE;Mista;Acervo Pequeno;Acervo Pequeno;126;1;126;126
TJRS;G1;2920;2ª Vara Judicial da Comarca de Giruá;Estadual;RS;Cível;GRANDE;Mista;Acervo Pequeno;Acervo Pequeno;159;1;159;159
TJRS;G1;2934;2ª Vara Judicial - Gramado;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;163;1;163;163
TJRS;G1;2934;2ª Vara Judicial da Comarca de Gramado;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;125;2;251;125.5
TJRS;G1;2947;Vara Judicial - Guarani das Missões;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;159;1;159;159
TJRS;G1;2949;3ª Vara Cível da Comarca de Sapiranga;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;138;2;278;139
TJRS;G1;2954;4ª Vara Cível da Comarca de Santa Maria;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;147;1;147;147
TJRS;G1;2957;Vara Judicial - Herval;Estadual;RS;Criminal;GRANDE;Mista;Acervo Pequeno;Acervo Pequeno;119;1;119;119
TJRS;G1;2959;2ª Vara - Caçapava do Sul;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;147;1;147;147
TJRS;G1;2959;2ª Vara Judicial da Comarca de Caçapava do Sul;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;120;2;240;120
TJRS;G1;2960;2ª Vara Judicial da Comarca de Sobradinho;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;151;1;151;151
TJRS;G1;2967;Vara Judicial - Ibirubá;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;157;6;930;155.00000000000003
TJRS;G1;2967;Vara Judicial da Comarca de Ibirubá;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;120;3;393;131
TJRS;G1;2970;Vara Judicial da Comarca de Cacequi;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;120;3;365;121.66666666666666
TJRS;G1;2971;Vara Judicial da Comarca de Tapejara;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;119;1;119;119
TJRS;G1;2973;Vara Judicial da Comarca de Tapera;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;124;2;248;124
TJRS;G1;2976;Vara Judicial da Comarca de Iraí;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;119;1;119;119
TJRS;G1;2984;2ª Vara Cível - Campo Bom;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;145;1;145;145
TJRS;G1;2984;2ª Vara Cível da Comarca de Campo Bom;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;148;1;148;148
TJRS;G1;2986;2ª Vara Judicial da Comarca de Itaqui;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;166;1;166;166
TJRS;G1;2987;1ª Vara Cível da Comarca de Taquara;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;127;2;269;134.5
TJRS;G1;2989;2ª Vara Cível da Comarca de Taquara;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;146;2;312;156
TJRS;G1;2991;1ª Vara Judicial da Comarca de Taquari;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;126;1;126;126
TJRS;G1;3001;Vara Judicial  da Comarca de Candelária;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;149;1;149;149
TJRS;G1;3008;1ª Vara Judicial  da Comarca de Canela;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;131;2;279;139.5
TJRS;G1;3008;1ª Vara Judicial - Canela;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;117;2;234;117
TJRS;G1;3011;Vara Judicial - Jaguari;Estadual;RS;Criminal;GRANDE;Mista;Acervo Pequeno;Acervo Pequeno;124;3;374;124.66666666666666
TJRS;G1;3013;1ª Vara Cível da Comarca de Torres;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;123;2;247;123.5
TJRS;G1;3014;3ª Vara Cível da Comarca de Erechim ;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;147;1;147;147
TJRS;G1;3028;2ª Vara Cível da Comarca de Tramandaí;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;119;1;119;119
TJRS;G1;3052;2ª Vara Cível da Comarca de Capão da Canoa;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;161;1;161;161
TJRS;G1;3057;Vara Criminal - Capão da Canoa;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Médio;Acervo Médio;143;3;414;138
TJRS;G1;3062;2ª Vara Cível da Comarca de Alegrete;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;132;2;278;139
TJRS;G1;3074;Vara Judicial da Comarca de Catuípe;Estadual;RS;Cível;GRANDE;Mista;Acervo Pequeno;Acervo Pequeno;137;2;290;145
TJRS;G1;3079;1ª Vara Judicial - Cerro Largo;Estadual;RS;Criminal;GRANDE;Mista;Acervo Pequeno;Acervo Pequeno;139;1;139;139
TJRS;G1;3089;2ª Vara Judicial da Comarca de Charqueadas ;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;124;2;248;124
TJRS;G1;3093;2ª Vara Cível da Comarca de Alvorada;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;117;7;891;127.28571428571428
TJRS;G1;3108;Vara Judicial da Comarca de Três Coroas;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;125;1;125;125
TJRS;G1;3111;2ª Vara Cível da Comarca de Santa Rosa;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;152;3;438;146
TJRS;G1;3112;Vara Judicial - Eldorado do Sul;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;145;2;306;153
TJRS;G1;3112;Vara Judicial - Eldorado do Sul;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;161;1;161;161
TJRS;G1;3131;2ª Vara Criminal e Infância e Juventude - Alvorada;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;125;2;307;153.5
TJRS;G1;3137;2ª Vara Judicial da Comarca de Três Passos;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;130;3;412;137.33333333333331
TJRS;G1;3139;1ª Vara Judicial da Comarca de Estância Velha;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;160;1;160;160
TJRS;G1;3141;1ª Vara Criminal - Santa Rosa;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;135;1;135;135
TJRS;G1;3149;2ª Vara Cível da Comarca de Farroupilha;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;156;1;156;156
TJRS;G1;3150;1ª Vara Cível da Comarca de Esteio;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;160;2;322;161
TJRS;G1;3164;Vara Judicial da Comarca de Faxinal do Soturno;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;153;1;153;153
TJRS;G1;3167;1ª Vara Criminal - Bagé;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;139;1;139;139
TJRS;G1;3173;2ª Vara Criminal - Bagé;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;142;2;287;143.5
TJRS;G1;3185;Vara Judicial da Comarca de Vera Cruz;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;140;1;140;140
TJRS;G1;3187;2ª Vara Judicial da Comarca de Estrela;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;137;3;418;139.33333333333331
TJRS;G1;3188;Vara Judicial - Veranópolis;Estadual;RS;Criminal;GRANDE;Mista;Acervo Grande;Acervo Grande;119;2;259;129.5
TJRS;G1;3188;Vara Judicial da Comarca de Veranópolis;Estadual;RS;Cível;GRANDE;Mista;Acervo Grande;Acervo Grande;144;1;144;144
TJRS;G1;3196;2ª Vara Cível da Comarca de Bento Gonçalves;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;157;1;157;157
TJRS;G1;3205;3ª Vara Cível da Comarca de Bento Gonçalves;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;120;2;267;133.5
TJRS;G1;3210;1ª Vara Cível da Comarca de Gravataí;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;142;2;290;145
TJRS;G1;3216;2ª Vara Cível da Comarca de Gravataí;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;134;2;286;143
TJRS;G1;3253;1ª Vara Cível da Comarca de Guaíba;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;145;2;297;148.5
TJRS;G1;3254;2ª Vara Cível da Comarca de Cachoeira do Sul;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;125;3;383;127.66666666666666
TJRS;G1;3260;2ª Vara Cível da Comarca de São Leopoldo ;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;131;1;131;131
TJRS;G1;3287;5ª Vara Cível da Comarca de São Leopoldo ;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;140;2;295;147.5
TJRS;G1;3288;2ª Vara Cível da Comarca de Cachoeirinha;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;117;2;251;125.5
TJRS;G1;3289;1ª Vara Cível da Comarca de Ijuí;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;125;2;262;131
TJRS;G1;3290;3ª Vara Cível da Comarca de Cachoeirinha;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;136;2;298;149
TJRS;G1;3291;2ª Vara Cível da Comarca de Ijuí;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;142;1;142;142
TJRS;G1;3294;3ª Vara Cível da Comarca de Ijuí;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;134;2;292;146
TJRS;G1;3298;1ª Vara Cível  da Comarca de Camaquã;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;140;2;297;148.5
TJRS;G1;3301;Vara Judicial - Não-Me-Toque;Estadual;RS;Criminal;GRANDE;Mista;Acervo Inadministrável;Acervo Grande;128;1;128;128
TJRS;G1;3310;1ª Vara Cível da Comarca de Lajeado;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;139;2;299;149.5
TJRS;G1;3316;Vara Judicial - Nova Petrópolis;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;128;1;128;128
TJRS;G1;3318;1ª Vara Criminal - Lajeado;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;138;2;280;140
TJRS;G1;3320;2ª Vara Cível da Comarca de Canoas ;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;121;4;504;126
TJRS;G1;3321;Vara de Família e Sucessões da Comarca de Lajeado;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;125;2;259;129.5
TJRS;G1;3323;3ª Vara Cível da Comarca de Canoas ;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;117;2;267;133.5
TJRS;G1;3325;2ª Vara Criminal - Lajeado;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;152;1;152;152
TJRS;G1;3327;5ª Vara Cível da Comarca de Canoas ;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;131;3;394;131.33333333333331
TJRS;G1;3336;2ª Vara Cível da Comarca de Montenegro;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;119;1;119;119
TJRS;G1;3338;2ª Vara Judicial - Panambi;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;126;1;126;126
TJRS;G1;3338;2ª Vara Judicial da Comarca de Panambi;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;126;2;279;139.5
TJRS;G1;3341;1ª Vara Criminal - Montenegro;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Médio;Acervo Médio;149;2;298;149
TJRS;G1;3344;1ª Vara Cível da Comarca de Novo Hamburgo;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;125;3;373;124.33333333333331
TJRS;G1;3345;2ª Vara Cível da Comarca de Novo Hamburgo;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;127;2;260;130
TJRS;G1;3348;4ª Vara Cível (Especializada em Fazenda Pública) da Comarca de Novo Hamburgo;Estadual;RS;Cível;GRANDE;Cível;Acervo Inadministrável;Acervo Grande;120;1;120;120
TJRS;G1;3359;Vara Regional Empresarial da Comarca de Novo Hamburgo;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;118;3;354;117.99999999999999
TJRS;G1;3363;Vara da Direção do Foro - Caxias do Sul;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;117;1;117;117
TJRS;G1;3363;Vara da Direção do Foro da Comarca de Caxias do Sul;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;134;3;398;132.66666666666666
TJRS;G1;3367;4ª Vara Cível da Comarca de Caxias do Sul;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;135;7;953;136.1428571428571
TJRS;G1;3369;6ª Vara Cível da Comarca de Caxias do Sul;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;154;2;310;155
TJRS;G1;3371;2ª Vara Criminal - Caxias do Sul;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Médio;Acervo Médio;121;1;121;121
TJRS;G1;3379;3ª Vara Cível da Comarca de Cruz Alta;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;152;1;152;152
TJRS;G1;3380;1ª Vara Criminal - Cruz Alta;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;117;1;117;117
TJRS;G1;3381;2ª Vara Criminal - Cruz Alta;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Médio;Acervo Médio;155;2;310;155
TJRS;G1;3386;1ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;166;1;166;166
TJRS;G1;3387;2ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;159;5;744;148.8
TJRS;G1;3388;3ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;118;3;359;119.66666666666666
TJRS;G1;3389;4ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;140;1;140;140
TJRS;G1;3390;5ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;144;3;434;144.66666666666666
TJRS;G1;3391;7ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;145;8;1167;145.87500000000003
TJRS;G1;3392;8ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;127;1;127;127
TJRS;G1;3395;11ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;144;2;295;147.5
TJRS;G1;3396;12ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;132;2;291;145.5
TJRS;G1;3397;13ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;133;1;133;133
TJRS;G1;3398;14ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;124;3;396;132
TJRS;G1;3399;15ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;130;2;285;142.5
TJRS;G1;3400;16ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;159;3;450;150
TJRS;G1;3401;17ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;141;5;703;140.60000000000002
TJRS;G1;3402;18ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;115;2;255;127.5
TJRS;G1;3403;19ª Vara Cível do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;126;1;126;126
TJRS;G1;3407;4ª Vara da Fazenda Pública do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;145;1;145;145
TJRS;G1;3409;6ª Vara da Fazenda Pública do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;141;2;311;155.5
TJRS;G1;3410;Vara de Direito Empresarial, Recuperação de Empresas e Falências da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;127;2;277;138.5
TJRS;G1;3413;3ª Vara de Sucessões e Precatórias do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;131;8;1074;134.25
TJRS;G1;3414;7ª Vara da Fazenda Pública - Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;130;1;130;130
TJRS;G1;3648;2ª Vara de Sucessões do Foro Central da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Pequeno;Acervo Pequeno;116;1;116;116
TJRS;G1;3664;Vara Judicial - Pedro Osório;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;166;1;166;166
TJRS;G1;3685;1ª Vara Cível da Comarca de Osório;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;148;1;148;148
TJRS;G1;3687;Vara Judicial - Portão;Estadual;RS;Criminal;GRANDE;Mista;Acervo Inadministrável;Acervo Grande;122;2;244;122
TJRS;G1;3687;Vara Judicial da Comarca de Portão ;Estadual;RS;Cível;GRANDE;Mista;Acervo Inadministrável;Acervo Grande;143;5;697;139.4
TJRS;G1;3693;1ª Vara Criminal do Foro Central - Porto Alegre;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Médio;Acervo Médio;931;1;931;931
TJRS;G1;3697;2ª Vara Criminal do Foro Central - Porto Alegre;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Médio;Acervo Médio;149;1;149;149
TJRS;G1;3700;Vara Criminal - Osório;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;128;3;395;131.66666666666666
TJRS;G1;3704;Vara Judicial - Quaraí;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;138;1;138;138
TJRS;G1;3711;2º Juizado de Violência Doméstica e Famíliar - Porto Alegre;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Médio;Acervo Médio;133;2;266;133
TJRS;G1;3736;1ª Vara Criminal do Foro Regional Partenon - Porto Alegre;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;146;1;146;146
TJRS;G1;3740;Vara Judicial da Comarca de Ronda Alta;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;130;1;130;130
TJRS;G1;3742;2ª Vara Cível do Foro Regional do Sarandi da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;130;2;283;141.5
TJRS;G1;3751;2ª Vara Judicial da Comarca de Rosário do Sul;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;146;1;146;146
TJRS;G1;3752;2ª Vara Judicial da Comarca de Palmeira das Missões;Estadual;RS;Cível;GRANDE;Mista;Acervo Grande;Acervo Grande;120;1;120;120
TJRS;G1;3754;Vara Judicial - Salto do Jacuí;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;131;1;131;131
TJRS;G1;3762;Vara da Direção do Foro - Pelotas;Estadual;RS;Criminal;GRANDE;Mista;Acervo Pequeno;Acervo Pequeno;125;1;125;125
TJRS;G1;3762;Vara da Direção do Foro da Comarca de Pelotas;Estadual;RS;Cível;GRANDE;Mista;Acervo Pequeno;Acervo Pequeno;125;1;125;125
TJRS;G1;3766;Vara da Direção do Foro da Comarca de Passo Fundo;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;129;4;540;135
TJRS;G1;3774;1ª Vara Cível (Especializada em Fazenda Pública) da Comarca de Passo Fundo;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;138;3;410;136.66666666666666
TJRS;G1;3793;3ª Vara Cível da Comarca de Passo Fundo;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;117;2;241;120.5
TJRS;G1;3802;4ª Vara Cível da Comarca de Passo Fundo;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;139;1;139;139
TJRS;G1;3810;5ª Vara Cível da Comarca de Passo Fundo;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;127;3;388;129.33333333333331
TJRS;G1;3821;Vara Cível do Foro Regional da Tristeza da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;126;1;126;126
TJRS;G1;3825;1ª Vara Cível do Foro Regional da Restinga da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;144;9;1252;139.11111111111114
TJRS;G1;3841;2ª Vara Cível da Comarca de Pelotas;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;123;2;276;138
TJRS;G1;3843;Vara Cível do Foro Regional do Partenon da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;135;3;407;135.66666666666666
TJRS;G1;3845;2ª Vara Cível da Comarca de Santiago;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;139;1;139;139
TJRS;G1;3853;Vara Criminal - Santiago;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Médio;Acervo Médio;130;13;1717;132.07692307692304
TJRS;G1;3854;3ª Vara Cível da Comarca de Pelotas;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;126;2;272;136
TJRS;G1;3861;1ª Vara Cível da Comarca de Uruguaiana;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;131;3;393;131
TJRS;G1;3866;3ª Vara Cível da Comarca de Uruguaiana;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;128;1;128;128
TJRS;G1;3872;5ª Vara Cível da Comarca de Pelotas;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;159;1;159;159
TJRS;G1;3884;6ª Vara Cível (Especializada em Fazenda Pública) da Comarca de Pelotas;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;146;1;146;146
TJRS;G1;3921;Vara Cível do Foro Regional do Alto Petrópolis da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;126;3;386;128.66666666666666
TJRS;G1;3930;1ª Vara Cível do Foro Regional do 4º Distrito da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;150;3;451;150.33333333333331
TJRS;G1;3942;2ª Vara Cível do Foro Regional do 4º Distrito da Comarca de Porto Alegre;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;131;2;278;139
TJRS;G1;3973;Vara Judicial - São Francisco de Paula;Estadual;RS;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;116;1;116;116
TJRS;G1;3973;Vara Judicial da Comarca de São Francisco de Paula;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;122;1;122;122
TJRS;G1;3980;Vara Judicial da Comarca de São José do Norte;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;126;2;252;126
TJRS;G1;3983;1ª Vara - Venâncio Aires;Estadual;RS;Criminal;GRANDE;Mista;Acervo Grande;Acervo Grande;145;2;294;147
TJRS;G1;3988;1ª Vara Cível da Comarca de Viamão;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;125;5;676;135.2
TJRS;G1;3994;2ª Vara Cível da Comarca de Viamão;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;118;3;398;132.66666666666666
TJRS;G1;4014;1ª Vara Judicial da Comarca de São Lourenço do Sul;Estadual;RS;Cível;GRANDE;Mista;Acervo Médio;Acervo Médio;134;2;268;134
TJRS;G1;4054;1ª Vara Cível da Comarca de Rio Grande;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;119;1;119;119
TJRS;G1;4059;2ª Vara Cível da Comarca de Rio Grande;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;147;1;147;147
TJRS;G1;4063;4ª Vara Criminal - Santa Maria;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;124;1;124;124
TJRS;G1;4066;3ª Vara Cível da Comarca de Rio Grande;Estadual;RS;Cível;GRANDE;Cível;Acervo Grande;Acervo Grande;146;2;305;152.5
TJRS;G1;4070;3ª Vara Criminal - Santa Maria;Estadual;RS;Criminal;GRANDE;Criminal;Acervo Pequeno;Acervo Pequeno;135;2;288;144
TJRS;G1;4161;1ª Vara Judicial da Comarca de Rio Pardo;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;131;1;131;131
TJRS;G1;4180;1ª Vara Cível da Comarca de Santa Cruz do Sul;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;126;5;661;132.2
TJRS;G1;4183;2ª Vara Cível da Comarca de Santa Cruz do Sul;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;118;2;238;119
TJRS;G1;4188;3ª Vara Cível da Comarca de Santa Cruz do Sul;Estadual;RS;Cível;GRANDE;Cível;Acervo Médio;Acervo Médio;133;2;277;138.5
