codtribunal;grau;cod_orgao_julg;tipo_justica;descricao;uf;Porte_Municipio;Pop_est_2009;PIB_percapita;Classificacao_PIB_per_capita;Porte_Tribunal;Atuacao_Vara;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias);Mean(numero_dias)
TRE-AC;G1;16030;Eleitoral;ª ZONA ELEITORAL;AC;Medio_Porte;33883;7629.33984375;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1042;24;22207;925.2916666666665
TRE-AC;G1;16031;Eleitoral;ª ZONA ELEITORAL;AC;Pequeno_Porte;20238;9634.33984375;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;575;36;28400;788.888888888889
TRE-AC;G1;16032;Eleitoral;ª ZONA ELEITORAL;AC;Medio_Porte;32261;7418.14990234;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;762;19;17083;899.1052631578946
TRE-AC;G1;16033;Eleitoral;ª ZONA ELEITORAL;AC;Pequeno_Porte;19697;11024.71972656;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;317;41;22031;537.3414634146343
TRE-AC;G1;16034;Eleitoral;ª NA ELEITORAL;AC;Grande_Porte;305954;12542.30957031;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;617;57;41232;723.3684210526316
TRE-AC;G2;78481;Eleitoral;GABINETE DA VICE-PRESIDÊNCIA;AC;Grande_Porte;305954;12542.30957031;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;326;98;48532;495.2244897959183
TRE-AC;G2;78482;Eleitoral;GABINETE DA CORREGEDORIA REGIONAL ELEITORAL DO ACRE;AC;Grande_Porte;305954;12542.30957031;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;364;78;49617;636.1153846153849
TRE-AC;G2;78483;Eleitoral;GABINETE DO JUIZ FEDERAL;AC;Grande_Porte;305954;12542.30957031;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;360;205;106056;517.3463414634148
TRE-AC;G2;78484;Eleitoral;GABINETE DO JUIZ DE DIREITO 1;AC;Grande_Porte;305954;12542.30957031;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;370;204;110254;540.4607843137255
TRE-AC;G2;78485;Eleitoral;GABINETE DO JUIZ DE DIREITO 2;AC;Grande_Porte;305954;12542.30957031;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;478;219;125193;571.6575342465757
TRE-AC;G2;78487;Eleitoral;GABINETE DO JURISTA 2;AC;Grande_Porte;305954;12542.30957031;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;366;323;193389;598.7275541795664
TRE-AL;G1;16191;Eleitoral;ª ZONA ELEITORAL - MACEIO;AL;Grande_Porte;936314;10962.37011719;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;2285;1;2285;2285
TRE-AL;G1;16193;Eleitoral;ª ZONA ELEITORAL - VICOSA;AL;Medio_Porte;26830;3563.47998047;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2374;51;104459;2048.215686274509
TRE-AL;G1;16197;Eleitoral;ª ZONA ELEITORAL - MURICI;AL;Medio_Porte;26918;4050.7800293;Municipio com baixo PIB per capita;;Eleitoral;Acervo Médio;2305;2;4610;2305
TRE-AL;G1;16200;Eleitoral;ª ZONA ELEITORAL - PASSO DE CAMARAGIBE;AL;Pequeno_Porte;14261;4192.18017578;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2052;1;2052;2052
TRE-AL;G1;16201;Eleitoral;ª ZONA ELEITORAL - PENEDO;AL;Medio_Porte;61082;5127.35009766;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1635;9;12571;1396.7777777777776
TRE-AL;G1;16202;Eleitoral;ª ZONA ELEITORAL - PORTO CALVO;AL;Medio_Porte;26044;5030.72998047;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;2208;4;8831;2207.75
TRE-AL;G1;16204;Eleitoral;ª ZONA ELEITORAL - SAO JOSE DA LAJE;AL;Pequeno_Porte;23112;6393.02001953;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;2524;1;2524;2524
TRE-AL;G1;16205;Eleitoral;ª ZONA ELEITORAL - SAO LUIS DO QUITUNDE;AL;Medio_Porte;32871;5466.14013672;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1290;2;3889;1944.5
TRE-AL;G1;16206;Eleitoral;ª ZONA ELEITORAL - SAO MIGUEL DOS CAMPOS;AL;Medio_Porte;54064;9696.11035156;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1555;11;12177;1107.0000000000002
TRE-AL;G1;16210;Eleitoral;ª ZONA ELEITORAL - ARAPIRACA;AL;Grande_Porte;210521;7880.33984375;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;2181;2;4495;2247.5
TRE-AL;G1;16211;Eleitoral;ª ZONA ELEITORAL - CAPELA;AL;Pequeno_Porte;17366;4207.52978516;Municipio com baixo PIB per capita;;Eleitoral;Acervo Médio;2248;34;77943;2292.4411764705874
TRE-AL;G1;16214;Eleitoral;ª ZONA ELEITORAL - MARECHAL DEODORO;AL;Medio_Porte;47623;13028.95019531;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1417;11;17258;1568.9090909090905
TRE-AL;G1;16223;Eleitoral;ª ZONA ELEITORAL - JUNQUEIRO;AL;Pequeno_Porte;25290;3881.12988281;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2439;56;134700;2405.357142857143
TRE-AL;G1;16225;Eleitoral;ª ZONA ELEITORAL - PORTO REAL DO COLEGIO;AL;Pequeno_Porte;18453;3245.33007812;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2120;2;4248;2124
TRE-AL;G1;16227;Eleitoral;ª ZONA ELEITORAL - AGUA BRANCA;AL;Pequeno_Porte;19989;2963.25;Municipio com baixo PIB per capita;;Eleitoral;Acervo Médio;1078;69;88578;1283.7391304347816
TRE-AL;G1;16230;Eleitoral;ª ZONA ELEITORAL - OLHO DAGUA DAS FLORES;AL;Pequeno_Porte;20555;3424.47998047;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2217;39;89133;2285.4615384615377
TRE-AL;G1;16231;Eleitoral;ª ZONA ELEITORAL - MARIBONDO;AL;Pequeno_Porte;14144;3889.87988281;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2402;41;98208;2395.3170731707323
TRE-AL;G1;16232;Eleitoral;ª ZONA ELEITORAL - GIRAU DO PONCIANO;AL;Medio_Porte;36904;3024.36010742;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2376;34;80538;2368.764705882353
TRE-AL;G1;16234;Eleitoral;ª ZONA ELEITORAL - CACIMBINHAS;AL;Pequeno_Porte;10182;3857.86010742;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2273;1;2273;2273
TRE-AL;G1;16236;Eleitoral;ª ZONA ELEITORAL - BOCA DA MATA;AL;Medio_Porte;26030;5855.14013672;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;141;41;10416;254.0487804878048
TRE-AL;G1;16239;Eleitoral;ª ZONA ELEITORAL - SAO JOSE DA TAPERA;AL;Medio_Porte;31361;2714.34008789;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2428;46;84222;1830.9130434782608
TRE-AL;G1;16243;Eleitoral;ª ZONA ELEITORAL - ARAPIRACA;AL;Grande_Porte;210521;7880.33984375;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;2222;36;81261;2257.25
TRE-AL;G2;80138;Eleitoral;Relatoria Vice-Presidência;AL;Grande_Porte;936314;10962.37011719;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1414;19;27513;1448.0526315789468
TRE-AP;G1;51250;Eleitoral;ZONA ELEITORAL - AMAPÁ- AP;AP;Pequeno_Porte;7802;10440.41992188;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;315;11;6971;633.7272727272729
TRE-AP;G1;51251;Eleitoral;ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL;AP;Grande_Porte;366484;12769.16015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1745;23;31875;1385.8695652173913
TRE-AP;G1;51253;Eleitoral;ª ZONA ELEITORAL - OIAPOQUE- AP;AP;Pequeno_Porte;20962;10995.16992188;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;898;67;60951;909.7164179104475
TRE-AP;G1;51254;Eleitoral;ª ZONA ELEITORAL - MAZAGÃO- AP;AP;Pequeno_Porte;14655;7841.22021484;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;123;12;3766;313.8333333333333
TRE-AP;G1;51255;Eleitoral;ª ZONA ELEITORAL - SANTANA- AP;AP;Grande_Porte;97220;11361.08984375;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1039;347;362623;1045.0230547550439
TRE-AP;G1;51256;Eleitoral;ª ZONA ELEITORAL - LARANJAL DO JARI- AP;AP;Medio_Porte;40357;8004.62011719;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1048;266;245807;924.0864661654143
TRE-AP;G1;51259;Eleitoral;ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE;AP;Grande_Porte;366484;12769.16015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;849;369;296698;804.0596205962062
TRE-AP;G1;51260;Eleitoral;ª ZONA ELEITORAL - SERRA DO NAVIO- AP;AP;Pequeno_Porte;3982;27572.90039062;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;1870;15;22896;1526.3999999999999
TRE-AP;G1;51261;Eleitoral;ª ZONA ELEITORAL - PORTO GRANDE- AP;AP;Pequeno_Porte;14951;9671.79980469;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;947;5;4211;842.2
TRE-AP;G2;44003;Eleitoral;GABINETE DO CORREGEDOR;AP;Grande_Porte;366484;12769.16015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;474;41;24478;597.0243902439029
TRE-AP;G2;44004;Eleitoral;GABINETE DO JUIZ FEDERAL;AP;Grande_Porte;366484;12769.16015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;219;95;23680;249.26315789473688
TRE-AP;G2;44005;Eleitoral;GABINETE DO JUIZ DE DIREITO 1;AP;Grande_Porte;366484;12769.16015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;220;180;45875;254.86111111111123
TRE-AP;G2;44006;Eleitoral;GABINETE DO JUIZ DE DIREITO 2;AP;Grande_Porte;366484;12769.16015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;221;68;23794;349.91176470588215
TRE-AP;G2;44007;Eleitoral;GABINETE DO JURISTA 1;AP;Grande_Porte;366484;12769.16015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;220;160;41665;260.40624999999994
TRE-AP;G2;44008;Eleitoral;GABINETE DO JURISTA 2;AP;Grande_Porte;366484;12769.16015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;218;80;23251;290.63750000000005
TRE-BA;G1;30632;Eleitoral;º CARTÓRIO ELEITORAL;BA;Medio_Porte;73859;5324.83984375;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;173;5;869;173.8
TRE-BA;G2;30559;Eleitoral;CORREGEDORIA E VICE-PRESIDÊNCIA;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;127;397;50084;126.1561712846348
TRE-BA;G2;30560;Eleitoral;GABINETE DO JUIZ DE DIREITO 1;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;131;5;677;135.4
TRE-BA;G2;30561;Eleitoral;GABINETE DO JUIZ FEDERAL;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;120;8;988;123.5
TRE-BA;G2;30562;Eleitoral;GABINETE DO JURISTA 2;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;125;13;1792;137.84615384615384
TRE-BA;G2;30564;Eleitoral;GABINETE DO JURISTA 1;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;140;12;1674;139.49999999999997
TRE-CE;G1;33385;Eleitoral;ª ZONA ELEITORAL - MARANGUAPE;CE;Grande_Porte;110523;5823.25;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;2577;1;2577;2577
TRE-CE;G1;33389;Eleitoral;ª ZONA ELEITORAL - ARACATI;CE;Medio_Porte;69616;7073.56005859;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1516;1;1516;1516
TRE-CE;G1;33414;Eleitoral;ª ZONA ELEITORAL - CANINDÉ;CE;Medio_Porte;77552;3968.90991211;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;1740;118;212997;1805.0593220338983
TRE-CE;G1;33422;Eleitoral;ª ZONA ELEITORAL - ITAPAJÉ;CE;Medio_Porte;47354;5273.45996094;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;147;22;3234;146.99999999999997
TRE-CE;G1;33430;Eleitoral;ª ZONA ELEITORAL - PACAJUS;CE;Medio_Porte;59689;7777.93994141;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1582;52;88738;1706.5
TRE-CE;G1;33438;Eleitoral;ª ZONA ELEITORAL - PACATUBA;CE;Medio_Porte;71839;6671.77978516;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;135;7;7185;1026.4285714285713
TRE-CE;G1;33459;Eleitoral;ª ZONA ELEITORAL - FARIAS BRITO;CE;Pequeno_Porte;19605;3274.93994141;Municipio com baixo PIB per capita;;Eleitoral;Acervo Médio;1673;15;25057;1670.4666666666667
TRE-CE;G1;33485;Eleitoral;ª ZONA ELEITORAL - GROAÍRAS;CE;Pequeno_Porte;9971;3328.7199707;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;1829;62;111474;1797.9677419354828
TRE-CE;G1;77149;Eleitoral;ª ZONA ELEITORAL - FORTALEZA;CE;Grande_Porte;2505552;12687.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;161;2;322;161
TRE-CE;G2;33514;Eleitoral;GABINETE DO JUIZ 1;CE;Grande_Porte;2505552;12687.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1848;56;108127;1930.839285714285
TRE-CE;G2;33516;Eleitoral;GABINETE DO JUIZ FEDERAL;CE;Grande_Porte;2505552;12687.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1833;45;82467;1832.6
TRE-CE;G2;33519;Eleitoral;PLENO;CE;Grande_Porte;2505552;12687.5;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1829;60;113835;1897.2499999999993
TRE-ES;G1;63884;Eleitoral;ª ZONA ELEITORAL;ES;Pequeno_Porte;10724;16520.16015625;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;154;21;3182;151.5238095238095
TRE-ES;G1;63887;Eleitoral;ª ZONA ELEITORAL;ES;Pequeno_Porte;20226;108431.2734375;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;162;26;3960;152.3076923076923
TRE-ES;G1;63907;Eleitoral;ª ZONA ELEITORAL;ES;Medio_Porte;30604;8965.21972656;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;154;30;4256;141.86666666666667
TRE-ES;G1;63913;Eleitoral;ª ZONA ELEITORAL;ES;Medio_Porte;32502;8542.44042969;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;135;2;274;137
TRE-ES;G1;63914;Eleitoral;ª ZONA ELEITORAL;ES;Pequeno_Porte;9672;6757.43994141;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;148;20;2886;144.29999999999998
TRE-GO;G1;16041;Eleitoral;ª ZONA ELEITORAL-GOIÁS/GOIÂNIA;GO;Grande_Porte;1281975;16682.49023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;1844;29;50564;1743.5862068965519
TRE-GO;G1;16042;Eleitoral;ª ZONA ELEITORAL-GOIÁS/GOIÂNIA;GO;Grande_Porte;1281975;16682.49023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;2385;4;9903;2475.75
TRE-GO;G1;16051;Eleitoral;ª ZONA ELEITORAL-GOÍAS/FORMOSA;GO;Grande_Porte;96284;7751.62011719;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1962;83;157950;1903.0120481927709
TRE-GO;G1;16057;Eleitoral;ª ZONA ELEITORAL-GOIÁS/JARAGUÁ;GO;Medio_Porte;41772;7168.29980469;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;2549;1;2549;2549
TRE-GO;G1;16059;Eleitoral;ª ZONA ELEITORAL-GOIÁS/LUZIÂNIA;GO;Grande_Porte;210064;9715.26953125;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;2556;7;17836;2548
TRE-GO;G1;16068;Eleitoral;ª ZONA ELEITORAL - GOIÁS/ÁGUAS LINDAS;GO;Grande_Porte;143179;3831.77001953;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;2024;79;149436;1891.5949367088617
TRE-GO;G1;16073;Eleitoral;ª ZONA ELEITORAL-GOIÁS/VALPARAÍSO DE GOIÁS;GO;Grande_Porte;123444;5595.22998047;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1457;49;71149;1452.0204081632648
TRE-GO;G1;16074;Eleitoral;ª ZONA ELEITORAL-GOIÁS/ANICUNS;GO;Pequeno_Porte;18027;13383.46972656;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;122;12;3892;324.33333333333326
TRE-GO;G1;16080;Eleitoral;ª ZONA ELEITORAL-GOIÁS/SENADOR CANEDO;GO;Medio_Porte;77511;34297.51953125;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;130;3;2836;945.3333333333334
TRE-GO;G1;16084;Eleitoral;ª ZONA ELEITORAL-GOIÁS/PLANALTINA;GO;Medio_Porte;79651;4723.97021484;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1974;33;66373;2011.3030303030303
TRE-GO;G1;16089;Eleitoral;ª ZONA ELEITORAL-GOÍAS/TRINDADE;GO;Grande_Porte;104979;7235.77978516;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;145;12;3884;323.6666666666667
TRE-GO;G1;16090;Eleitoral;ª ZONA ELEITORAL-GOIÁS/URUAÇU;GO;Medio_Porte;34470;10179.20996094;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1842;19;35004;1842.3157894736842
TRE-GO;G1;16106;Eleitoral;ª ZONA ELEITORAL-GOIÁS/SANTA HELENA DE GOIÁS;GO;Medio_Porte;36336;14085.75;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;174;36;21118;586.6111111111112
TRE-GO;G1;16117;Eleitoral;ª ZONA ELEITORAL-GOIÁS/SÃO LUIS DOS MONTES BELO;GO;Medio_Porte;27793;12434.28027344;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1594;78;125467;1608.5512820512815
TRE-GO;G1;16145;Eleitoral;ª ZONA ELEITORAL-GOIÁS/ITAPIRAPUÃ;GO;Pequeno_Porte;7792;11004.90039062;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;2448;14;33731;2409.3571428571427
TRE-GO;G1;16146;Eleitoral;ª ZONA ELEITORAL-GOIÁS/MOZARLÂNDIA;GO;Pequeno_Porte;14073;23022.74023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;133;24;26694;1112.2500000000002
TRE-GO;G1;16155;Eleitoral;ª ZONA ELEITORAL-GOIÁS/ALVORADA DO NORTE;GO;Pequeno_Porte;8666;6457.89990234;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;163;4;660;165
TRE-GO;G1;16164;Eleitoral;ª ZONA ELEITORAL-GOIÁS/GOIÂNIA;GO;Grande_Porte;1281975;16682.49023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;2292;96;217475;2265.3645833333303
TRE-GO;G1;16166;Eleitoral;ª ZONA ELEITORAL-GOÍAS/GOIÂNIA;GO;Grande_Porte;1281975;16682.49023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;2264;8;18729;2341.125
TRE-GO;G1;16167;Eleitoral;ª ZONA ELEITORAL-GOIÁS/GOIÂNIA;GO;Grande_Porte;1281975;16682.49023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;2317;16;36751;2296.9375000000005
TRE-GO;G1;16170;Eleitoral;ª ZONA ELEITORAL-GOIÁS/LUZIÂNIA;GO;Grande_Porte;210064;9715.26953125;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1674;22;38040;1729.0909090909088
TRE-GO;G1;16172;Eleitoral;ª ZONA ELEITORAL-GOIÁS/ANÁPOLIS;GO;Grande_Porte;335960;24139.06054688;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;2198;49;104085;2124.183673469388
TRE-GO;G1;16173;Eleitoral;ª ZONA ELEITORAL-GOIÁS/BARRO ALTO;GO;Pequeno_Porte;6714;13340.75;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;1402;29;41356;1426.0689655172412
TRE-GO;G1;16177;Eleitoral;ª ZONA ELEITORAL-GOIÁS/GOIÂNIA;GO;Grande_Porte;1281975;16682.49023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;2374;13;31319;2409.1538461538466
TRE-GO;G1;16178;Eleitoral;ª ZONA ELEITORAL-GOIÁS/GOIÂNIA;GO;Grande_Porte;1281975;16682.49023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;2382;15;36494;2432.9333333333334
TRE-GO;G2;67842;Eleitoral;VICE-PRESIDÊNCIA;GO;Grande_Porte;1281975;16682.49023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;138;3;431;143.66666666666666
TRE-MA;G1;51375;Eleitoral;ª ZONA ELEITORAL;MA;Medio_Porte;39627;3402.19995117;Municipio com baixo PIB per capita;;Eleitoral;Acervo Médio;132;16;2491;155.6875
TRE-MA;G1;51376;Eleitoral;ª ZONA ELEITORAL;MA;Grande_Porte;150635;4749.41015625;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;163;5;870;174.00000000000003
TRE-MA;G1;51377;Eleitoral;ª ZONA ELEITORAL;MA;Grande_Porte;997098;15381.99023438;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;126;1;126;126
TRE-MA;G1;51389;Eleitoral;ª ZONA ELEITORAL;MA;Pequeno_Porte;12740;3139.68994141;Municipio com baixo PIB per capita;;Eleitoral;Acervo Médio;198;6;1270;211.66666666666669
TRE-MA;G1;51391;Eleitoral;ª ZONA ELEITORAL;MA;Medio_Porte;25403;3001.87011719;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;154;20;3178;158.89999999999995
TRE-MA;G1;51399;Eleitoral;ª ZONA ELEITORAL;MA;Grande_Porte;148072;5575.16992188;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;159;21;3696;175.99999999999997
TRE-MA;G1;51407;Eleitoral;ª ZONA ELEITORAL;MA;Grande_Porte;139473;3394.26000977;Municipio com baixo PIB per capita;;Eleitoral;Acervo Grande;137;6;816;136
TRE-MA;G1;51458;Eleitoral;ª ZONA ELEITORAL;MA;Grande_Porte;103958;2804.63989258;Municipio com baixo PIB per capita;;Eleitoral;Acervo Médio;141;20;3114;155.69999999999996
TRE-MG;G1;15695;Eleitoral;ª ZONA ELEITORAL - BELO HORIZONTE;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;2001;3;6223;2074.333333333333
TRE-MG;G1;15705;Eleitoral;ª ZONA ELEITORAL - BELO HORIZONTE;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;148;1;148;148
TRE-MG;G1;15771;Eleitoral;ª ZONA ELEITORAL - DIVINÓPOLIS;MG;Grande_Porte;216099;13048.62011719;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;125;32;4000;125
TRE-MG;G1;15835;Eleitoral;ª ZONA ELEITORAL - MANHUAÇU;MG;Medio_Porte;78605;14101.63964844;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;131;32;4192;131
TRE-MG;G1;15878;Eleitoral;ª ZONA ELEITORAL - PATOS DE MINAS;MG;Grande_Porte;139841;12405.62988281;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;174;4;698;174.5
TRE-MG;G2;67964;Eleitoral;GABINETE DE JUIZ MEMBRO DA CORTE IV;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;1917;15;29251;1950.0666666666668
TRE-MS;G1;14513;Eleitoral;ª ZONA ELEITORAL - NAVIRAÍ-MS;MS;Medio_Porte;45627;15189.29003906;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;1597;2;3659;1829.5
TRE-MS;G1;14517;Eleitoral;ª ZONA ELEITORAL - BATAGUASSU-MS;MS;Pequeno_Porte;19596;18247.27929688;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;1689;30;55044;1834.7999999999997
TRE-MS;G1;14518;Eleitoral;ª ZONA ELEITORAL - CORUMBÁ-MS;MS;Grande_Porte;99467;27300.58007812;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;1336;12;15584;1298.6666666666665
TRE-MS;G1;14520;Eleitoral;ª ZONA ELEITORAL - TRÊS LAGOAS-MS;MS;Grande_Porte;89493;22512.34960938;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;1518;11;17864;1624
TRE-MS;G1;14528;Eleitoral;ª ZONA ELEITORAL - BELA VISTA-MS;MS;Pequeno_Porte;23726;9459.51953125;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1025;2;2130;1065
TRE-MS;G1;14529;Eleitoral;ª ZONA ELEITORAL - DOURADOS-MS;MS;Grande_Porte;189762;15826.58007812;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;1737;31;42372;1366.8387096774193
TRE-MS;G1;14530;Eleitoral;ª ZONA ELEITORAL - PONTA PORÃ-MS;MS;Medio_Porte;75941;10817.41992188;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;1447;20;30721;1536.05
TRE-MS;G1;14533;Eleitoral;ª ZONA ELEITORAL - JARDIM-MS;MS;Pequeno_Porte;24174;9014.04980469;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1448;7;11332;1618.8571428571427
TRE-MS;G1;14536;Eleitoral;ª ZONA ELEITORAL - ELDORADO-MS;MS;Pequeno_Porte;12421;9780.04980469;Municipio com médio PIB per capita;;Eleitoral;Acervo Médio;1601;9;15636;1737.3333333333335
TRE-MS;G1;14537;Eleitoral;ª ZONA ELEITORAL - SONORA-MS;MS;Pequeno_Porte;13334;19349.90039062;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;2214;53;104337;1968.6226415094345
TRE-MS;G1;14539;Eleitoral;ª ZONA ELEITORAL - CAARAPÓ-MS;MS;Medio_Porte;23696;15166.91015625;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;1404;18;23600;1311.111111111111
TRE-MS;G1;14544;Eleitoral;ª ZONA ELEITORAL - MUNDO NOVO-MS;MS;Pequeno_Porte;16506;10615.58984375;Municipio com médio PIB per capita;;Eleitoral;Acervo Grande;2275;50;99048;1980.960000000001
TRE-MS;G1;14551;Eleitoral;ª ZONA ELEITORAL - SÃO GABRIEL DO OESTE-MS;MS;Pequeno_Porte;21650;27561.02929688;Municipio com alto PIB per capita;;Eleitoral;Acervo Grande;2226;83;167615;2019.4578313253003
TRE-MS;G1;14552;Eleitoral;ª ZONA ELEITORAL - BRASILÂNDIA-MS;MS;Pequeno_Porte;12538;15783.37011719;Municipio com alto PIB per capita;;Eleitoral;Acervo Médio;1537;8;12014;1501.7500000000002
