codtribunal;grau;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu)
TRF2;G1;16836;3ª vara federal de cachoeiro de itapemirim;Federal;ES;Criminal;;Criminal;Acervo Médio;Acervo Médio;1995;35
TRF2;G1;17760;10ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1949;45
TRF2;G1;17762;11ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2012;39
TRF2;G1;17763;12ª Vara de Execução Fiscal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2228;30
TRF2;G2;17024;DESEMBARGADOR FEDERAL ALCIDES MARTINS;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;1836;23
TRF2;G2;17026;Desembargadora Federal SIMONE SCHREIBER;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;2059;60
TRF2;G2;17033;DESEMBARGADOR FEDERAL THEOPHILO ANTONIO MIGUEL FILHO;Federal;RJ;Cível;;Mista;Acervo Médio;Acervo Médio;2080;24
TRF2;G2;17037;Desembargador Federal JOSÉ FERREIRA NEVES NETO ;Federal;RJ;Cível;;Mista;Acervo Médio;Acervo Médio;2038;29
TRF2;G2;17042;Desembargador Federal MARCUS ABRAHAM;Federal;RJ;Cível;;Mista;Acervo Médio;Acervo Médio;2146;57
TRF2;G2;17043;Desembargador Federal MARCELO PEREIRA  DA SILVA;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;1921;42
TRF2;G2;17045;Desembargadora Federal CLAUDIA MARIA PEREIRA BASTOS NEIVA;Federal;RJ;Cível;;Mista;Acervo Médio;Acervo Médio;2053;31
TRF2;G2;63777;Desembargadora Federal LETÍCIA DE SANTIS MELLO;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;1981;67
TRF2;G2;63780;Gabinete da Vice-Presidência;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;2078;343
TRF2;JE;12151;9ª Vara Federal Criminal do Rio de Janeiro;Federal;RJ;Criminal;;Criminal;Acervo Grande;Acervo Grande;1843;30
TRF2;JE;12438;Vara Federal de Barra do Piraí;Federal;RJ;Cível;;Mista;Acervo Grande;Acervo Grande;2030;30
TRF2;JE;12849;1º Juizado Especial Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;1805;36
TRF2;JE;12850;2º Juizado Especial Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Médio;Acervo Médio;2002;76
TRF2;JE;12853;5º Juizado Especial Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Médio;Acervo Médio;1968;40
TRF2;JE;12860;4º Juizado Especial Federal do Rio de Janeiro;Federal;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;2192;172
TRF2;JE;17756;1º Juizado Especial Federal de cachoeiro de itapemirim;Federal;ES;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1898;38
TRF2;JE;17758;2º Juizado Especial Federal de Campos;Federal;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;2015;49
TRF2;TR;63814;Presidência das Turmas Recursais;Federal;RJ;Cível;;Cível;Acervo Pequeno;Acervo Pequeno;2446;76
TRF3;G1;12442;1ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;2016;78
TRF3;G1;12443;2ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Mista;Acervo Médio;Acervo Médio;2221;35
TRF3;G1;12444;3ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;2012;31
TRF3;G1;12445;4ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;1989;37
TRF3;G1;12446;5ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;2131;35
TRF3;G1;12447;6ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Médio;Acervo Médio;1747;28
TRF3;G1;12448;7ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;2231;26
TRF3;G1;12449;8ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;2069;21
TRF3;G1;12450;9ª VARA FEDERAL CRIMINAL DE SÃO PAULO;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;1989;36
TRF3;G1;12465;5ª VARA FEDERAL DE SANTOS;Federal;SP;Criminal;;Criminal;Acervo Médio;Acervo Médio;1863;34
TRF3;G1;12466;6ª VARA FEDERAL DE SANTOS;Federal;SP;Criminal;;Criminal;Acervo Grande;Acervo Grande;1903;22
TRF3;G1;12473;4ª VARA FEDERAL DE SÃO JOSÉ DO RIO PRETO;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;1817;24
TRF3;G1;12515;1ª VARA FEDERAL DE GUARULHOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2082;61
TRF3;G1;12517;4ª VARA FEDERAL DE GUARULHOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;1916;28
TRF3;G1;12518;5ª VARA FEDERAL DE GUARULHOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2005;28
TRF3;G1;12519;6ª VARA FEDERAL DE GUARULHOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2030;31
TRF3;G1;12521;1ª VARA FEDERAL DE ARARAQUARA;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;1890;22
TRF3;G1;12522;2ª VARA FEDERAL DE ARARAQUARA;Federal;SP;Criminal;;Mista;Acervo Inadministrável;Acervo Grande;2055;31
TRF3;G1;12542;5ª VARA FEDERAL DE CAMPO GRANDE;Federal;MS;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;2020;60
TRF3;G1;13990;2ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2109;25
TRF3;G1;13991;3ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2233;22
TRF3;G1;13993;5ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2029;31
TRF3;G1;13994;6ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2216;28
TRF3;G1;13995;7ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2100;36
TRF3;G1;13996;8ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2305;31
TRF3;G1;13997;9ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2253;21
TRF3;G1;13998;10ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2073;37
TRF3;G1;14000;12ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2075;28
TRF3;G1;14013;6ª VARA FEDERAL DE CAMPO GRANDE;Federal;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2114;21
TRF3;G1;14039;4ª VARA FEDERAL DE SOROCABA;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;1949;37
TRF3;G2;21670;GAB. 01 - DES.FED. VALDECI DOS SANTOS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2222;22
TRF3;G2;21670;GAB. 01 - DES.FED. VALDECI DOS SANTOS;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2267;37
TRF3;G2;21671;GAB. 02 - DES.FED. WILSON ZAUHY;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2270;27
TRF3;G2;21672;GAB. 03 - DES.FED. HÉLIO NOGUEIRA;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2224;44
TRF3;G2;21672;GAB. 03 - DES.FED. HÉLIO NOGUEIRA;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;1960;56
TRF3;G2;21675;GAB. 06 - DES.FED. CARLOS FRANCISCO;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2095;49
TRF3;G2;21675;GAB. 06 - DES.FED. CARLOS FRANCISCO;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2056;31
TRF3;G2;21678;GAB. 09 - DES.FED. NELTON DOS SANTOS;Federal;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2318;21
TRF3;G2;21684;GAB. 15 - DES.FED. ANDRÉ NEKATSCHALOW;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2129;22
TRF3;G2;21685;GAB. 16 - DES.FED. PAULO FONTES;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;1888;49
TRF3;G2;21685;GAB. 16 - DES.FED. PAULO FONTES;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2261;30
TRF3;G2;21686;GAB. 17 - DES.FED. MAURICIO KATO;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2239;43
TRF3;G2;21686;GAB. 17 - DES.FED. MAURICIO KATO;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2252;40
TRF3;G2;21688;GAB. 19 - DES.FED. FÁBIO PRIETO;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2040;21
TRF3;G2;21690;GAB. 21 - DES.FED. JOHONSOM DI SALVO;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2095;36
TRF3;G2;21691;GAB. 22 - DES.FED. INÊS VIRGÍNIA;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2008;29
TRF3;G2;21692;GAB. 23 - DES.FED. TORU YAMAMOTO;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2193;61
TRF3;G2;21697;GAB. 28 - DES.FED. DAVID DANTAS;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2015;72
TRF3;G2;21698;GAB. 29 - DES.FED. LUIZ STEFANINI;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1969;30
TRF3;G2;21701;GAB. 32 - JUIZA CONV. LEILA PAIVA;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1986;56
TRF3;G2;21702;GAB. 33 - DES.FED. GILBERTO JORDAN;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2008;41
TRF3;G2;21705;GAB. 36 - DES.FED. LUCIA URSAIA;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;2144;22
TRF3;G2;21706;GAB. 37 - DES.FED. NELSON PORFIRIO;Federal;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1926;166
TRF3;G2;21707;GAB. 38 - DES.FED. FAUSTO DE SANCTIS;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2157;21
TRF3;G2;21707;GAB. 38 - DES.FED. FAUSTO DE SANCTIS;Federal;SP;Cível;;Mista;Acervo Grande;Acervo Grande;2105;29
TRF3;G2;21709;GAB. 40 - DES.FED. NINO TOLDO;Federal;SP;Criminal;;Mista;Acervo Grande;Acervo Grande;2176;77
TRF3;G2;21711;GABINETE DA VICE-PRESIDÊNCIA ;Federal;SP;Criminal;;Mista;Acervo Inadministrável;Acervo Grande;1945;199
TRF3;G2;21711;GABINETE DA VICE-PRESIDÊNCIA ;Federal;SP;Cível;;Mista;Acervo Inadministrável;Acervo Grande;2074;680
TRF3;G2;21715;GABINETE DA CONCILIAÇÃO;Federal;SP;Cível;;Cível;Acervo Médio;Acervo Médio;2002;55
TRF4;G1;11960;1ª Vara Federal de Pelotas;Federal;RS;Cível;;Mista;Acervo Inadministrável;Acervo Grande;193;33
TRF4;G1;11961;2ª Vara Federal de Pelotas;Federal;RS;Cível;;Mista;Acervo Médio;Acervo Médio;564;23
TRF4;G1;11972;1ª Vara Federal de Rio Grande;Federal;RS;Criminal;;Mista;Acervo Inadministrável;Acervo Grande;1241;24
TRF4;G1;11972;1ª Vara Federal de Rio Grande;Federal;RS;Cível;;Mista;Acervo Inadministrável;Acervo Grande;798;55
TRF4;G1;11973;2ª Vara Federal de Rio Grande;Federal;RS;Cível;;Mista;Acervo Médio;Acervo Médio;664;54
TRF4;G1;12003;1ª Vara Federal de Criciúma;Federal;SC;Criminal;;Criminal;Acervo Grande;Acervo Grande;2280;27
TRF4;G1;12004;7ª Vara Federal de Florianópolis;Federal;SC;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;1786;33
TRF4;G1;12007;1ª Vara Federal de Joinville;Federal;SC;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;2117;28
TRF4;G1;12615;2ª Vara Federal de Porto Alegre;Federal;RS;Cível;;Cível;Acervo Grande;Acervo Grande;535;23
TRF4;G1;12670;16ª Vara Federal de Porto Alegre;Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;176;22
TRF4;G1;12696;5ª Vara Federal de Maringá;Federal;PR;Cível;;Cível;Acervo Inadministrável;Acervo Grande;143;26
TRF4;G1;13701;1ª Vara Federal de Guaíra;Federal;PR;Criminal;;Criminal;Acervo Inadministrável;Acervo Grande;141;35
TRF4;G1;17792;3ª Vara Federal de Ponta Grossa;Federal;PR;Cível;;Cível;Acervo Inadministrável;Acervo Grande;131;31
TRF4;G2;44528;GAB. 71 (Des. Federal CLAUDIA CRISTINA CRISTOFANI);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;127;27
TRF4;G2;44531;GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;155;24
TRF4;G2;44532;GAB. 12 (Juiz Federal FRANCISCO DONIZETE GOMES);Federal;RS;Cível;;Cível;Acervo Médio;Acervo Médio;181;25
TRF4;G2;44534;GAB. 81 (Des. Federal LEANDRO PAULSEN);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;135;34
TRF4;G2;44535;GAB. 21 (Des. Federal MARIA DE FÁTIMA FREITAS LABARRÈRE);Federal;RS;Cível;;Cível;Acervo Médio;Acervo Médio;157;24
TRF4;G2;44538;GAB. 73 (Des. Federal LUIZ CARLOS CANALLI);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;140;23
TRF4;G2;44539;GAB. 101 (Des. Federal LUIZ FERNANDO WOWK PENTEADO);Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;166;29
TRF4;G2;44539;GAB. 102 (Des. Federal MÁRCIO ANTONIO ROCHA);Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;154;30
TRF4;G2;44539;GAB. 103 (Des. Federal FERNANDO QUADROS DA SILVA);Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;159;21
TRF4;G2;44539;GAB. 93 (Des. Federal SEBASTIÃO OGÊ MUNIZ);Federal;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;148;25
TRF4;G2;44545;GAB. 23 (Des. Federal RÔMULO PIZZOLATTI);Federal;RS;Cível;;Cível;Acervo Médio;Acervo Médio;153;21
TRF4;G2;44546;GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE);Federal;RS;Criminal;;Criminal;Acervo Grande;Acervo Grande;136;29
TRT1;G1;33694;CAMPOS DOS GOYTACAZES - 1ª VARA DO TRABALHO;Trabalho;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;1078;26
TRT1;G1;33713;DUQUE DE CAXIAS - 1ª VARA DO TRABALHO;Trabalho;RJ;Cível;;Cível;Acervo Médio;Acervo Médio;1136;27
TRT1;G1;33724;MACAÉ - 1ª VARA DO TRABALHO;Trabalho;RJ;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1093;25
TRT1;G1;33755;RIO DE JANEIRO - 12ª VARA DO TRABALHO;Trabalho;RJ;Cível;;Cível;Acervo Médio;Acervo Médio;1222;27
TRT1;G1;33811;RIO DE JANEIRO - 63ª VARA DO TRABALHO;Trabalho;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;1070;28
TRT1;G1;33822;RIO DE JANEIRO - 73ª VARA DO TRABALHO;Trabalho;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;1000;22
TRT1;G1;33849;VOLTA REDONDA - 3ª VARA DO TRABALHO;Trabalho;RJ;Cível;;Cível;Acervo Grande;Acervo Grande;1373;36
TRT1;G1;526;VOLTA REDONDA - 1A VARA DO TRABALHO;Trabalho;MS;Cível;;Cível;Acervo Médio;Acervo Médio;366;27
TRT10;G1;27628;1A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;719;82
TRT10;G1;27629;2A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;370;65
TRT10;G1;27630;3A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1147;57
TRT10;G1;27631;4A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1138;71
TRT10;G1;27632;5A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1987;66
TRT10;G1;27633;6A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1483;66
TRT10;G1;27634;7A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1797;61
TRT10;G1;27635;8A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1589;85
TRT10;G1;27636;9A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1110;183
TRT10;G1;27637; 10A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;230;25
TRT10;G1;27637;10A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2152;39
TRT10;G1;27638; 11A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;451;46
TRT10;G1;27638;11A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2101;42
TRT10;G1;27639; 12A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;183;121
TRT10;G1;27639;12A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1722;38
TRT10;G1;27640; 13A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;631;69
TRT10;G1;27640;13A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1572;70
TRT10;G1;27641; 14A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;199;59
TRT10;G1;27641;14A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1687;24
TRT10;G1;27642; 15A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;220;25
TRT10;G1;27642;15A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2093;73
TRT10;G1;27643; 16A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;382;38
TRT10;G1;27643;16A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2199;112
TRT10;G1;27644; 17A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;317;34
TRT10;G1;27644;17A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2268;41
TRT10;G1;27645; 18A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;530;31
TRT10;G1;27645;18A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2041;50
TRT10;G1;27646; 19A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;185;47
TRT10;G1;27647; 20A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;327;27
TRT10;G1;27648; 21A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;442;35
TRT10;G1;27648;21A VT DE BRASILIA;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2007;22
TRT10;G1;27656;1A VT DE ARAGUAINA;Trabalho;TO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;495;42
TRT10;G1;27657;2A VT DE ARAGUAINA;Trabalho;TO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;271;50
TRT10;G1;27658;VT DE DIANOPOLIS;Trabalho;TO;Cível;;Cível;Acervo Grande;Acervo Grande;316;34
TRT10;G1;27660;VT DE GURUPI;Trabalho;TO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;562;77
TRT10;G1;27661;1A VT DE PALMAS;Trabalho;TO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;519;426
TRT10;G1;27662;2A VT DE PALMAS;Trabalho;TO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;571;1092
TRT10;G2;27663;PRESID�NCIA DO TRT 10A. REGIAO;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;171;29
TRT10;G2;27673;GABINETE DA DESEMBARGADORA FLAVIA SIMOES FALCAO;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;149;23
TRT10;G2;27685;GABINETE DO DESEMBARGADOR DORIVAL BORGES DE SOUZA NETO;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;135;24
TRT10;G2;27688;GABINETE DO DESEMBARGADOR GRIJALBO FERNANDES COUTINHO;Trabalho;DF;Cível;;Cível;Acervo Inadministrável;Acervo Grande;169;24
TRT11;G1;27763;2ª Vara do Trabalho de Boa Vista;Trabalho;RR;Cível;;Cível;Acervo Inadministrável;Acervo Grande;868;33
TRT11;G1;27764;2ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;801;77
TRT11;G1;27765;3ª Vara do Trabalho de Boa Vista;Trabalho;RR;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1080;39
TRT11;G1;27766;3ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;749;46
TRT11;G1;27767;4ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;896;170
TRT11;G1;27768;5ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;402;133
TRT11;G1;27769;6ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1134;69
TRT11;G1;27770;7ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;949;84
TRT11;G1;27771;8ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;873;84
TRT11;G1;27772;9ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1145;28
TRT11;G1;27773;10ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;792;62
TRT11;G1;27774;11ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;791;79
TRT11;G1;27775;12ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1040;158
TRT11;G1;27776;13ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;898;55
TRT11;G1;27777;14ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;868;50
TRT11;G1;27778;15ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;728;40
TRT11;G1;27779;16ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;886;195
TRT11;G1;27780;17ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;987;117
TRT11;G1;27781;18ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;690;119
TRT11;G1;27782;19ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1012;121
TRT11;G1;27805;1ª Vara do Trabalho de Manaus;Trabalho;AM;Cível;;Cível;Acervo Inadministrável;Acervo Grande;855;71
TRT12;G1;19457;VT DE NAVEGANTES;Trabalho;SC;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2265;40
TRT12;G2;19439;GAB. DES. GISELE PEREIRA ALEXANDRINO;Trabalho;SC;Cível;;Cível;Acervo Médio;Acervo Médio;132;29
TRT12;G2;19441;GAB. DES. GARIBALDI T. PEREIRA FERREIRA;Trabalho;SC;Cível;;Cível;Acervo Grande;Acervo Grande;148;28
TRT12;G2;19444;GAB. DES. LÍLIA LEONOR ABREU;Trabalho;SC;Cível;;Cível;Acervo Grande;Acervo Grande;164;26
TRT12;G2;19452;GAB. DES. VIVIANE COLUCCI - VAGO;Trabalho;SC;Cível;;Cível;Acervo Inadministrável;Acervo Grande;119;28
TRT12;G2;47341;GAB. PRESIDÊNCIA;Trabalho;SC;Cível;;Cível;Acervo Inadministrável;Acervo Grande;149;31
TRT12;G2;74578;GAB. DES. WANDERLEY GODOY JUNIOR;Trabalho;SC;Cível;;Cível;Acervo Grande;Acervo Grande;131;23
TRT12;G2;76688;GAB. DES. HELIO BASTIDA LOPES;Trabalho;SC;Cível;;Cível;Acervo Médio;Acervo Médio;379;24
TRT12;G2;80145;GAB. DES. QUÉZIA DE ARAÚJO DUARTE NIEVES GONZALEZ;Trabalho;SC;Cível;;Cível;Acervo Inadministrável;Acervo Grande;119;28
TRT13;G1;19492;1ª Vara do Trabalho de João Pessoa;Trabalho;PB;Cível;;Cível;Acervo Inadministrável;Acervo Grande;327;74
TRT13;G1;19516;Vara do Trabalho de Areia;Trabalho;PB;Cível;;Cível;Acervo Médio;Acervo Médio;696;94
TRT13;G1;19518;1ª Vara do Trabalho de Campina Grande;Trabalho;PB;Cível;;Cível;Acervo Inadministrável;Acervo Grande;269;41
